Date,Biomass - Actual Aggregated [MW],Energy storage - Actual Aggregated [MW],Fossil Brown coal/Lignite - Actual Aggregated [MW],Fossil Coal-derived gas - Actual Aggregated [MW],Fossil Gas - Actual Aggregated [MW],Fossil Oil - Actual Aggregated [MW],Fossil Oil shale - Actual Aggregated [MW],Fossil Peat - Actual Aggregated [MW],Geothermal - Actual Aggregated [MW],Hydro Pumped Storage - Actual Aggregated [MW],Hydro Pumped Storage - Actual Consumption [MW],Hydro Run-of-river and poundage - Actual Aggregated [MW],Hydro Water Reservoir - Actual Aggregated [MW],Marine - Actual Aggregated [MW],Nuclear - Actual Aggregated [MW],Other - Actual Aggregated [MW],Other renewable - Actual Aggregated [MW],Solar - Actual Aggregated [MW],Waste - Actual Aggregated [MW],Wind Offshore - Actual Aggregated [MW],Wind Onshore - Actual Aggregated [MW]
2022-08-27,7058.0,0.0,0.0,0.0,74301.0,0.0,0.0,0.0,0.0,1975.0,2838.0,27.0,0.0,0.0,112813.0,13152.0,0.0,17864.0,6781.0,8079.0,4230.0
2022-08-28,3898.0,0.0,0.0,0.0,42696.0,0.0,0.0,0.0,0.0,357.0,6330.0,29.0,0.0,0.0,112793.0,9137.0,0.0,31879.0,6452.0,15968.0,11780.0
2022-08-29,2375.0,0.0,0.0,0.0,80039.0,0.0,0.0,0.0,0.0,4880.0,1920.0,36.0,0.0,0.0,113009.0,11966.0,0.0,29733.0,6514.0,8309.0,8652.0
2022-08-30,2153.0,0.0,0.0,0.0,76369.0,0.0,0.0,0.0,0.0,3948.0,5236.0,48.0,0.0,0.0,112599.0,11292.0,0.0,26682.0,6710.0,24682.0,11249.0
2022-08-31,2012.0,0.0,0.0,0.0,65002.0,0.0,0.0,0.0,0.0,1373.0,2997.0,96.0,0.0,0.0,112501.0,11913.0,0.0,27742.0,6572.0,32068.0,12528.0
2022-09-01,2027.0,0.0,0.0,0.0,80670.0,0.0,0.0,0.0,0.0,4584.0,5433.0,28.0,0.0,0.0,112561.0,13366.0,0.0,29680.0,6211.0,14188.0,8571.0
2022-09-02,2000.0,0.0,0.0,0.0,81210.0,0.0,0.0,0.0,0.0,4405.0,4754.0,32.0,0.0,0.0,112376.0,11120.0,0.0,26212.0,6346.0,3304.0,8030.0
2022-09-03,1846.0,0.0,0.0,0.0,60756.0,0.0,0.0,0.0,0.0,5707.0,7415.0,39.0,0.0,0.0,112163.0,10867.0,0.0,20930.0,6809.0,15.0,4207.0
2022-09-04,1632.0,0.0,0.0,0.0,46861.0,0.0,0.0,0.0,0.0,3284.0,5795.0,49.0,0.0,0.0,111759.0,9460.0,0.0,28134.0,5784.0,352.0,4747.0
2022-09-05,1913.0,0.0,0.0,0.0,65007.0,0.0,0.0,0.0,0.0,5124.0,6221.0,38.0,0.0,0.0,111389.0,11577.0,0.0,23170.0,5979.0,8367.0,9998.0
2022-09-06,6244.0,0.0,0.0,0.0,75075.0,11.0,0.0,0.0,0.0,4886.0,6440.0,87.0,0.0,0.0,111254.0,11106.0,0.0,26790.0,5910.0,7104.0,9570.0
2022-09-07,6525.0,0.0,0.0,0.0,82547.0,0.0,0.0,0.0,0.0,3618.0,5655.0,95.0,0.0,0.0,111457.0,11541.0,0.0,23623.0,6221.0,7336.0,6552.0
2022-09-08,6868.0,0.0,0.0,0.0,85935.0,5.0,0.0,0.0,0.0,2237.0,1523.0,85.0,0.0,0.0,111733.0,11042.0,0.0,18733.0,6383.0,18784.0,11658.0
2022-09-09,7104.0,0.0,0.0,0.0,54391.0,0.0,0.0,0.0,0.0,2897.0,6457.0,103.0,0.0,0.0,111639.0,11072.0,0.0,12357.0,6530.0,32426.0,24085.0
2022-09-10,7019.0,0.0,0.0,0.0,47092.0,0.0,0.0,0.0,0.0,1947.0,2047.0,82.0,0.0,0.0,111430.0,11611.0,0.0,12175.0,6438.0,17875.0,16560.0
2022-09-11,6835.0,0.0,0.0,0.0,36895.0,0.0,0.0,0.0,0.0,1282.0,2872.0,88.0,0.0,0.0,111269.0,11033.0,0.0,22139.0,6452.0,1111.0,1432.0
2022-09-12,6991.0,0.0,0.0,0.0,47132.0,33.0,0.0,0.0,0.0,3931.0,4427.0,65.0,0.0,0.0,110944.0,12511.0,0.0,28188.0,6277.0,2745.0,3510.0
2022-09-13,6737.0,0.0,0.0,0.0,58752.0,0.0,0.0,0.0,0.0,3394.0,3946.0,75.0,0.0,0.0,110443.0,12436.0,0.0,12089.0,6186.0,3719.0,3159.0
2022-09-14,5866.0,0.0,0.0,0.0,65897.0,0.0,0.0,0.0,0.0,95.0,3669.0,244.0,0.0,0.0,110834.0,13035.0,0.0,3615.0,6224.0,3102.0,3690.0
2022-09-15,5574.0,0.0,0.0,0.0,31580.0,0.0,0.0,0.0,0.0,2749.0,233.0,313.0,0.0,0.0,114062.0,11826.0,0.0,13535.0,5821.0,13106.0,3628.0
2022-09-16,5749.0,0.0,0.0,0.0,21359.0,0.0,0.0,0.0,0.0,5695.0,6041.0,202.0,0.0,0.0,118151.0,11214.0,0.0,15152.0,5372.0,40437.0,12068.0
2022-09-17,5812.0,0.0,0.0,0.0,23172.0,0.0,0.0,0.0,0.0,3326.0,5013.0,229.0,0.0,0.0,126166.0,10160.0,0.0,16589.0,5525.0,45927.0,17045.0
2022-09-18,5790.0,0.0,0.0,0.0,24062.0,0.0,0.0,0.0,0.0,1781.0,6057.0,189.0,0.0,0.0,132392.0,9774.0,0.0,10432.0,5719.0,33970.0,18852.0
2022-09-19,6869.0,0.0,0.0,0.0,53806.0,0.0,0.0,0.0,0.0,4144.0,2787.0,160.0,0.0,0.0,133492.0,11984.0,0.0,20191.0,6166.0,15778.0,7618.0
2022-09-20,6933.0,0.0,0.0,0.0,72157.0,0.0,0.0,0.0,0.0,5012.0,5202.0,134.0,0.0,0.0,133092.0,12794.0,0.0,14206.0,6333.0,4414.0,2317.0
2022-09-21,7031.0,0.0,0.0,0.0,81519.0,0.0,0.0,0.0,0.0,3126.0,4956.0,90.0,0.0,0.0,132869.0,12429.0,0.0,23251.0,6629.0,354.0,884.0
2022-09-22,6898.0,0.0,0.0,0.0,77010.0,103.0,0.0,0.0,0.0,5353.0,5453.0,88.0,0.0,0.0,132810.0,13547.0,0.0,26957.0,6405.0,78.0,1986.0
2022-09-23,6590.0,0.0,0.0,0.0,82845.0,0.0,0.0,0.0,0.0,3239.0,4202.0,62.0,0.0,0.0,130084.0,13609.0,0.0,11769.0,6123.0,5160.0,3560.0
2022-09-24,6594.0,0.0,0.0,0.0,75378.0,0.0,0.0,0.0,0.0,1356.0,2117.0,107.0,0.0,0.0,116866.0,11638.0,0.0,7118.0,6202.0,28552.0,6006.0
2022-09-25,6552.0,0.0,0.0,0.0,67802.0,0.0,0.0,0.0,0.0,3998.0,5422.0,678.0,0.0,0.0,117415.0,11524.0,0.0,19529.0,6142.0,9839.0,5251.0
2022-09-26,6254.0,0.0,0.0,0.0,57615.0,0.0,0.0,0.0,0.0,2699.0,5453.0,225.0,0.0,0.0,117519.0,10412.0,0.0,5637.0,5843.0,39125.0,25406.0
2022-09-27,6501.0,0.0,0.0,0.0,74181.0,0.0,0.0,0.0,0.0,5010.0,5251.0,99.0,0.0,0.0,117586.0,12474.0,0.0,12111.0,5877.0,34262.0,13101.0
2022-09-28,6549.0,0.0,0.0,0.0,80707.0,0.0,0.0,0.0,0.0,5032.0,6167.0,98.0,0.0,0.0,117721.0,14274.0,0.0,18544.0,6174.0,10593.0,5751.0
2022-09-29,6538.0,0.0,0.0,0.0,83426.0,0.0,0.0,0.0,0.0,5073.0,6722.0,136.0,0.0,0.0,117672.0,15093.0,0.0,19309.0,6450.0,943.0,1069.0
2022-09-30,5563.0,0.0,0.0,0.0,62750.0,23.0,0.0,0.0,0.0,4324.0,5188.0,114.0,0.0,0.0,117432.0,13463.0,0.0,22413.0,6206.0,23995.0,11911.0
2022-10-01,1419.0,0.0,0.0,0.0,27897.0,22.0,0.0,0.0,0.0,3387.0,4971.0,110.0,0.0,0.0,116932.0,10833.0,0.0,18493.0,6094.0,41984.0,30438.0
2022-10-02,1616.0,0.0,0.0,0.0,39592.0,0.0,0.0,0.0,0.0,2613.0,4438.0,140.0,0.0,0.0,117057.0,11019.0,0.0,8591.0,6452.0,13540.0,8792.0
2022-10-03,1726.0,0.0,0.0,0.0,79639.0,196.0,0.0,0.0,0.0,3145.0,2163.0,314.0,0.0,0.0,101532.0,13389.0,0.0,19073.0,6914.0,2717.0,1347.0
2022-10-04,1864.0,0.0,0.0,0.0,75207.0,0.0,0.0,0.0,0.0,3883.0,5040.0,282.0,0.0,0.0,92637.0,13440.0,0.0,23006.0,6397.0,25438.0,9935.0
2022-10-05,1769.0,0.0,0.0,0.0,39425.0,142.0,0.0,0.0,0.0,3898.0,4802.0,268.0,0.0,0.0,92398.0,12964.0,0.0,11247.0,6033.0,49412.0,29469.0
2022-10-06,1720.0,0.0,0.0,0.0,46152.0,0.0,0.0,0.0,0.0,3242.0,4736.0,148.0,0.0,0.0,86296.0,12268.0,0.0,24172.0,5968.0,31119.0,11186.0
2022-10-07,1774.0,0.0,0.0,0.0,41762.0,73.0,0.0,0.0,0.0,3441.0,4271.0,42.0,0.0,0.0,81971.0,13771.0,0.0,22877.0,5783.0,39227.0,12675.0
2022-10-08,1779.0,0.0,0.0,0.0,40146.0,0.0,0.0,0.0,0.0,2442.0,3234.0,92.0,0.0,0.0,87128.0,11926.0,0.0,20337.0,6190.0,15451.0,9741.0
2022-10-09,1764.0,0.0,0.0,0.0,43413.0,0.0,0.0,0.0,0.0,2636.0,3698.0,106.0,0.0,0.0,92619.0,11665.0,0.0,23716.0,6239.0,5909.0,9191.0
2022-10-10,1832.0,0.0,0.0,0.0,67049.0,0.0,0.0,0.0,0.0,3495.0,4266.0,100.0,0.0,0.0,92448.0,13818.0,0.0,11915.0,6014.0,11444.0,11230.0
2022-10-11,1841.0,0.0,0.0,0.0,84919.0,0.0,0.0,0.0,0.0,3559.0,3522.0,96.0,0.0,0.0,92825.0,14157.0,0.0,20969.0,7000.0,184.0,1839.0
2022-10-12,6729.0,0.0,0.0,0.0,88827.0,0.0,0.0,0.0,0.0,3231.0,4291.0,64.0,0.0,0.0,92785.0,12539.0,0.0,17400.0,7057.0,3743.0,3646.0
2022-10-13,7079.0,0.0,0.0,0.0,92615.0,0.0,0.0,0.0,0.0,2821.0,3269.0,64.0,0.0,0.0,92157.0,14734.0,0.0,4183.0,7017.0,6520.0,10389.0
2022-10-14,6965.0,0.0,0.0,0.0,87691.0,0.0,0.0,0.0,0.0,2619.0,2681.0,83.0,0.0,0.0,91988.0,13924.0,0.0,6319.0,7064.0,5434.0,4606.0
2022-10-15,6563.0,0.0,0.0,0.0,62045.0,0.0,0.0,0.0,0.0,2511.0,2737.0,73.0,0.0,0.0,92310.0,9778.0,0.0,9105.0,6327.0,27870.0,14914.0
2022-10-16,4253.0,0.0,0.0,0.0,36774.0,0.0,0.0,0.0,0.0,2471.0,3162.0,96.0,0.0,0.0,92278.0,9219.0,0.0,15153.0,6554.0,23858.0,11346.0
2022-10-17,5743.0,0.0,0.0,0.0,70184.0,0.0,0.0,0.0,0.0,2410.0,4124.0,57.0,0.0,0.0,91970.0,10501.0,0.0,4408.0,6484.0,24010.0,16194.0
2022-10-18,5823.0,0.0,0.0,0.0,86909.0,0.0,0.0,0.0,0.0,4248.0,4085.0,47.0,0.0,0.0,97259.0,10147.0,0.0,17304.0,6358.0,1782.0,2786.0
2022-10-19,6104.0,0.0,0.0,0.0,81157.0,0.0,0.0,0.0,0.0,3193.0,3781.0,73.0,0.0,0.0,111598.0,10523.0,0.0,17543.0,6272.0,34497.0,15763.0
2022-10-20,6085.0,0.0,0.0,0.0,81794.0,0.0,0.0,0.0,0.0,2638.0,3250.0,109.0,0.0,0.0,116473.0,12386.0,0.0,9566.0,6163.0,14916.0,17810.0
2022-10-21,6387.0,0.0,0.0,0.0,81756.0,0.0,0.0,0.0,0.0,3706.0,3935.0,131.0,0.0,0.0,116568.0,11192.0,0.0,13635.0,5929.0,22116.0,20198.0
2022-10-22,6392.0,0.0,0.0,0.0,61569.0,0.0,0.0,0.0,0.0,2287.0,3467.0,143.0,0.0,0.0,116807.0,9816.0,0.0,12564.0,6145.0,23926.0,15727.0
2022-10-23,6504.0,0.0,0.0,0.0,49606.0,0.0,0.0,0.0,0.0,1847.0,2043.0,129.0,0.0,0.0,116556.0,10366.0,0.0,6657.0,6184.0,18621.0,24798.0
2022-10-24,6122.0,0.0,0.0,0.0,55714.0,35.0,0.0,0.0,0.0,2531.0,5000.0,173.0,0.0,0.0,116723.0,10368.0,0.0,11121.0,5681.0,45462.0,39545.0
2022-10-25,6358.0,0.0,0.0,0.0,78837.0,0.0,0.0,0.0,0.0,3329.0,3397.0,191.0,0.0,0.0,116903.0,11397.0,0.0,12314.0,5720.0,21963.0,14423.0
2022-10-26,6127.0,0.0,0.0,0.0,73441.0,0.0,0.0,0.0,0.0,2271.0,3951.0,186.0,0.0,0.0,115810.0,10427.0,0.0,15630.0,6008.0,30367.0,18795.0
2022-10-27,5390.0,0.0,0.0,0.0,57679.0,5.0,0.0,0.0,0.0,3188.0,3218.0,173.0,0.0,0.0,115883.0,11562.0,0.0,9878.0,6168.0,28918.0,22662.0
2022-10-28,6311.0,0.0,0.0,0.0,59018.0,0.0,0.0,0.0,0.0,2645.0,2746.0,155.0,0.0,0.0,115948.0,12197.0,0.0,11132.0,6045.0,27769.0,20504.0
2022-10-29,6461.0,0.0,0.0,0.0,59329.0,0.0,0.0,0.0,0.0,938.0,2342.0,144.0,0.0,0.0,116306.0,11517.0,0.0,11343.0,6317.0,11593.0,13416.0
2022-10-30,6853.0,0.0,0.0,0.0,63213.0,0.0,0.0,0.0,0.0,2794.0,1821.0,161.0,0.0,0.0,121544.0,10827.0,0.0,10344.0,6632.0,10802.0,6291.0
2022-10-31,6255.0,0.0,0.0,0.0,70534.0,0.0,0.0,0.0,0.0,1901.0,3136.0,102.0,0.0,0.0,116828.0,12026.0,0.0,7440.0,6217.0,13678.0,12706.0
2022-11-01,1671.0,0.0,0.0,0.0,26692.0,0.0,0.0,0.0,0.0,3427.0,3783.0,91.0,0.0,0.0,117047.0,11435.0,0.0,15666.0,6012.0,47955.0,39003.0
2022-11-02,1624.0,0.0,0.0,0.0,40722.0,0.0,0.0,0.0,0.0,3502.0,4116.0,170.0,0.0,0.0,117432.0,12455.0,0.0,14045.0,5955.0,46410.0,28555.0
2022-11-03,3582.0,0.0,0.0,0.0,54031.0,8.0,0.0,0.0,0.0,2846.0,3962.0,109.0,0.0,0.0,117293.0,13558.0,0.0,4750.0,6372.0,38246.0,29768.0
2022-11-04,6955.0,0.0,0.0,0.0,73469.0,0.0,0.0,0.0,0.0,2393.0,3494.0,99.0,0.0,0.0,117815.0,15172.0,0.0,6002.0,6417.0,9207.0,8105.0
2022-11-05,6877.0,0.0,0.0,0.0,30502.0,0.0,0.0,0.0,0.0,1637.0,1267.0,97.0,0.0,0.0,118024.0,14833.0,0.0,7382.0,6359.0,30068.0,15139.0
2022-11-06,6405.0,0.0,0.0,0.0,13888.0,0.0,0.0,0.0,0.0,2788.0,3965.0,106.0,0.0,0.0,117793.0,12321.0,0.0,3419.0,6434.0,50160.0,35778.0
2022-11-07,6126.0,0.0,0.0,0.0,23389.0,0.0,0.0,0.0,0.0,2868.0,3681.0,138.0,0.0,0.0,117497.0,12479.0,0.0,4865.0,6217.0,48967.0,32614.0
2022-11-08,5863.0,0.0,0.0,0.0,20408.0,0.0,0.0,0.0,0.0,3406.0,4035.0,131.0,0.0,0.0,117303.0,12462.0,0.0,7165.0,6040.0,49485.0,37799.0
2022-11-09,6243.0,0.0,0.0,0.0,35581.0,0.0,0.0,0.0,0.0,2922.0,5465.0,92.0,0.0,0.0,117487.0,12157.0,0.0,8660.0,6051.0,45882.0,28142.0
2022-11-10,6543.0,0.0,0.0,0.0,58415.0,21.0,0.0,0.0,0.0,3676.0,3300.0,132.0,0.0,0.0,117716.0,12856.0,0.0,12012.0,5949.0,42613.0,20923.0
2022-11-11,6680.0,0.0,0.0,0.0,40362.0,0.0,0.0,0.0,0.0,2337.0,3279.0,88.0,0.0,0.0,116858.0,15828.0,0.0,10139.0,5980.0,28966.0,14492.0
2022-11-12,7047.0,0.0,0.0,0.0,79381.0,0.0,0.0,0.0,0.0,2094.0,2530.0,80.0,0.0,0.0,95037.0,16670.0,0.0,11115.0,6006.0,1525.0,4428.0
2022-11-13,6803.0,0.0,0.0,0.0,47069.0,0.0,0.0,0.0,0.0,1868.0,3118.0,91.0,0.0,0.0,96199.0,14436.0,0.0,12200.0,5884.0,728.0,4561.0
2022-11-14,6562.0,0.0,0.0,0.0,50258.0,0.0,0.0,0.0,0.0,2563.0,3686.0,100.0,0.0,0.0,114188.0,15863.0,0.0,8056.0,5925.0,4917.0,8692.0
2022-11-15,6628.0,0.0,0.0,0.0,23724.0,15.0,0.0,0.0,0.0,3154.0,3767.0,119.0,0.0,0.0,117271.0,14796.0,0.0,6287.0,5946.0,41436.0,19881.0
2022-11-16,6170.0,0.0,0.0,0.0,25160.0,0.0,0.0,0.0,0.0,2066.0,3164.0,176.0,0.0,0.0,117804.0,14305.0,0.0,6397.0,6022.0,40282.0,21587.0
2022-11-17,2050.0,0.0,0.0,0.0,23245.0,3.0,0.0,0.0,0.0,2423.0,4168.0,298.0,0.0,0.0,118055.0,11851.0,0.0,4833.0,5589.0,48109.0,36955.0
2022-11-18,3345.0,0.0,0.0,0.0,43153.0,0.0,0.0,0.0,0.0,1872.0,4045.0,409.0,0.0,0.0,118360.0,15403.0,0.0,3492.0,5970.0,22768.0,12986.0
2022-11-19,7154.0,0.0,0.0,0.0,29008.0,0.0,0.0,0.0,0.0,2764.0,3968.0,450.0,0.0,0.0,118621.0,16365.0,0.0,1310.0,6127.0,7494.0,4144.0
2022-11-20,7070.0,0.0,0.0,0.0,25535.0,0.0,0.0,0.0,0.0,1672.0,3521.0,465.0,0.0,0.0,118831.0,16029.0,0.0,2461.0,5880.0,26003.0,15719.0
2022-11-21,6660.0,0.0,0.0,0.0,63481.0,0.0,0.0,0.0,0.0,2846.0,3535.0,408.0,0.0,0.0,118618.0,19014.0,0.0,4212.0,5863.0,28797.0,18071.0
2022-11-22,6047.0,0.0,0.0,0.0,32895.0,0.0,0.0,0.0,0.0,2694.0,4224.0,505.0,0.0,0.0,118315.0,17235.0,0.0,3058.0,6174.0,40198.0,30365.0
2022-11-23,5881.0,0.0,0.0,0.0,23915.0,44.0,0.0,0.0,0.0,3518.0,3785.0,550.0,0.0,0.0,118612.0,17926.0,0.0,4557.0,5749.0,43169.0,30054.0
2022-11-24,2000.0,0.0,0.0,0.0,28539.0,32.0,0.0,0.0,0.0,3265.0,4097.0,572.0,0.0,0.0,118740.0,19681.0,0.0,9112.0,6551.0,41497.0,29349.0
2022-11-25,1979.0,0.0,0.0,0.0,46398.0,0.0,0.0,0.0,0.0,2433.0,3845.0,542.0,0.0,0.0,118656.0,18927.0,0.0,8598.0,6627.0,25961.0,15914.0
2022-11-26,1999.0,0.0,0.0,0.0,25093.0,0.0,0.0,0.0,0.0,2070.0,3179.0,514.0,0.0,0.0,118835.0,18439.0,0.0,7266.0,6451.0,26181.0,13669.0
2022-11-27,4129.0,0.0,0.0,0.0,24810.0,0.0,0.0,0.0,0.0,1250.0,3933.0,509.0,0.0,0.0,118679.0,17171.0,0.0,1652.0,6351.0,35199.0,24267.0
2022-11-28,7292.0,0.0,0.0,0.0,89273.0,0.0,0.0,0.0,0.0,2640.0,2308.0,444.0,0.0,0.0,118482.0,19650.0,0.0,2975.0,7247.0,3534.0,6841.0
2022-11-29,6746.0,0.0,0.0,0.0,100188.0,0.0,0.0,0.0,0.0,2885.0,3750.0,409.0,0.0,0.0,118700.0,22100.0,0.0,3518.0,7155.0,224.0,380.0
2022-11-30,6775.0,0.0,0.0,0.0,110022.0,0.0,0.0,0.0,0.0,3054.0,3821.0,368.0,0.0,0.0,118707.0,22102.0,0.0,3122.0,7103.0,582.0,1820.0
2022-12-01,7407.0,0.0,0.0,0.0,107852.0,0.0,0.0,0.0,0.0,2628.0,3354.0,355.0,0.0,0.0,118741.0,20367.0,0.0,3456.0,7313.0,4226.0,5709.0
2022-12-02,7178.0,0.0,0.0,0.0,97838.0,0.0,0.0,0.0,0.0,2893.0,3241.0,343.0,0.0,0.0,118945.0,19266.0,0.0,852.0,6907.0,27192.0,11377.0
2022-12-03,2592.0,0.0,0.0,0.0,64951.0,0.0,0.0,0.0,0.0,1860.0,2010.0,352.0,0.0,0.0,118995.0,18804.0,0.0,1766.0,6856.0,27024.0,9760.0
2022-12-04,2643.0,0.0,0.0,0.0,70860.0,146.0,0.0,0.0,0.0,2974.0,3757.0,339.0,0.0,0.0,106412.0,20680.0,0.0,1001.0,7143.0,16035.0,6971.0
2022-12-05,6708.0,0.0,0.0,0.0,90928.0,0.0,0.0,0.0,0.0,2855.0,4033.0,346.0,0.0,0.0,95896.0,21495.0,0.0,1071.0,6987.0,12776.0,1761.0
2022-12-06,7396.0,0.0,0.0,0.0,99109.0,0.0,0.0,0.0,0.0,2178.0,3059.0,286.0,0.0,0.0,95724.0,19264.0,0.0,6038.0,6829.0,11173.0,2703.0
2022-12-07,7399.0,0.0,0.0,0.0,109585.0,2.0,0.0,0.0,0.0,2641.0,3087.0,270.0,0.0,0.0,95662.0,18830.0,0.0,4077.0,7015.0,18736.0,4838.0
2022-12-08,7458.0,0.0,0.0,0.0,111082.0,5.0,0.0,0.0,0.0,2032.0,3172.0,269.0,0.0,0.0,95794.0,19327.0,0.0,4148.0,6875.0,15863.0,7158.0
2022-12-09,7374.0,0.0,0.0,0.0,108762.0,0.0,0.0,0.0,0.0,3166.0,3421.0,304.0,0.0,0.0,95891.0,21816.0,0.0,3343.0,6850.0,3569.0,766.0
2022-12-10,7403.0,0.0,0.0,0.0,108078.0,0.0,0.0,0.0,0.0,2334.0,3074.0,301.0,0.0,0.0,95875.0,20979.0,0.0,2835.0,6820.0,5998.0,1297.0
2022-12-11,7110.0,0.0,0.0,0.0,89133.0,0.0,0.0,0.0,0.0,1505.0,4169.0,298.0,0.0,0.0,95867.0,19982.0,0.0,1828.0,6868.0,5575.0,2785.0
2022-12-12,5172.0,0.0,0.0,0.0,117453.0,73.0,0.0,0.0,0.0,3191.0,2302.0,260.0,0.0,0.0,95790.0,20831.0,0.0,7601.0,6646.0,5578.0,3959.0
2022-12-13,4616.0,0.0,0.0,0.0,120474.0,0.0,0.0,0.0,0.0,2913.0,3936.0,245.0,0.0,0.0,95735.0,20635.0,0.0,5969.0,6801.0,5972.0,10507.0
2022-12-14,5285.0,0.0,0.0,0.0,117784.0,0.0,0.0,0.0,0.0,2821.0,3601.0,220.0,0.0,0.0,95674.0,21516.0,0.0,6954.0,6599.0,2615.0,1263.0
2022-12-15,5333.0,0.0,0.0,0.0,111054.0,105.0,0.0,0.0,0.0,3205.0,3695.0,172.0,0.0,0.0,95679.0,22044.0,0.0,6683.0,6679.0,6160.0,2080.0
2022-12-16,5340.0,0.0,0.0,0.0,106583.0,0.0,0.0,0.0,0.0,2928.0,3390.0,186.0,0.0,0.0,98816.0,19949.0,0.0,5327.0,6721.0,8772.0,2560.0
2022-12-17,5274.0,0.0,0.0,0.0,68607.0,0.0,0.0,0.0,0.0,2041.0,2624.0,177.0,0.0,0.0,118081.0,19479.0,0.0,5240.0,6765.0,17585.0,3046.0
2022-12-18,4923.0,0.0,0.0,0.0,46160.0,122.0,0.0,0.0,0.0,1252.0,1545.0,151.0,0.0,0.0,118275.0,20973.0,0.0,2527.0,6818.0,30313.0,16853.0
2022-12-19,2311.0,0.0,0.0,0.0,28211.0,0.0,0.0,0.0,0.0,2437.0,3437.0,169.0,0.0,0.0,117944.0,18355.0,0.0,1928.0,6301.0,52275.0,35834.0
2022-12-20,2193.0,0.0,0.0,0.0,39070.0,0.0,0.0,0.0,0.0,3258.0,3400.0,198.0,0.0,0.0,117938.0,15864.0,0.0,944.0,6126.0,31276.0,28570.0
2022-12-21,2003.0,0.0,0.0,0.0,42757.0,0.0,0.0,0.0,0.0,1899.0,3615.0,300.0,0.0,0.0,118334.0,15930.0,0.0,2677.0,6009.0,28665.0,13451.0
2022-12-22,1833.0,0.0,0.0,0.0,46179.0,0.0,0.0,0.0,0.0,2675.0,2640.0,280.0,0.0,0.0,118503.0,15031.0,0.0,2398.0,5913.0,22165.0,14843.0
2022-12-23,1786.0,0.0,0.0,0.0,33524.0,24.0,0.0,0.0,0.0,4002.0,5477.0,264.0,0.0,0.0,118986.0,16056.0,0.0,762.0,5470.0,26017.0,27042.0
2022-12-24,1844.0,0.0,0.0,0.0,24531.0,0.0,0.0,0.0,0.0,3227.0,4618.0,293.0,0.0,0.0,118958.0,14091.0,0.0,3810.0,5787.0,30228.0,20696.0
2022-12-25,1958.0,0.0,0.0,0.0,23331.0,0.0,0.0,0.0,0.0,3315.0,3696.0,564.0,0.0,0.0,118922.0,13636.0,0.0,662.0,5870.0,17559.0,16014.0
2022-12-26,1925.0,0.0,0.0,0.0,23397.0,0.0,0.0,0.0,0.0,3688.0,5651.0,1096.0,0.0,0.0,118993.0,13280.0,0.0,2376.0,5661.0,39112.0,29976.0
2022-12-27,1884.0,0.0,0.0,0.0,25050.0,0.0,0.0,0.0,0.0,3532.0,4549.0,1106.0,0.0,0.0,119115.0,14971.0,0.0,4609.0,5477.0,37129.0,31580.0
2022-12-28,1927.0,0.0,0.0,0.0,19415.0,0.0,0.0,0.0,0.0,3202.0,4498.0,1099.0,0.0,0.0,118851.0,14028.0,0.0,1560.0,5619.0,49473.0,52973.0
2022-12-29,3415.0,0.0,0.0,0.0,20833.0,0.0,0.0,0.0,0.0,2975.0,4015.0,1132.0,0.0,0.0,118911.0,14418.0,0.0,2655.0,5583.0,50422.0,50282.0
2022-12-30,3942.0,0.0,0.0,0.0,20704.0,0.0,0.0,0.0,0.0,3380.0,5078.0,1188.0,0.0,0.0,119015.0,14277.0,0.0,1075.0,5471.0,48611.0,46549.0
2022-12-31,1887.0,0.0,0.0,0.0,19155.0,0.0,0.0,0.0,0.0,2340.0,3874.0,1178.0,0.0,0.0,118615.0,12380.0,0.0,1692.0,5273.0,48513.0,51386.0
2023-01-01,1833.0,0.0,0.0,0.0,20697.0,0.0,0.0,0.0,0.0,3772.0,4758.0,1191.0,0.0,0.0,118812.0,11985.0,0.0,2750.0,5319.0,36343.0,37014.0
2023-01-02,5156.0,0.0,0.0,0.0,31075.0,0.0,0.0,0.0,0.0,3851.0,4381.0,1189.0,0.0,0.0,118911.0,14202.0,0.0,2232.0,5170.0,13949.0,23788.0
2023-01-03,6840.0,0.0,0.0,0.0,36241.0,0.0,0.0,0.0,0.0,3332.0,3935.0,1179.0,0.0,0.0,119072.0,17389.0,0.0,4012.0,5298.0,34081.0,29725.0
2023-01-04,5974.0,0.0,0.0,0.0,24676.0,0.0,0.0,0.0,0.0,3210.0,4032.0,1216.0,0.0,0.0,118678.0,15792.0,0.0,1082.0,5350.0,51377.0,53120.0
2023-01-05,5992.0,0.0,0.0,0.0,42232.0,0.0,0.0,0.0,0.0,3588.0,4556.0,1192.0,0.0,0.0,118601.0,16870.0,0.0,3062.0,5369.0,42407.0,27068.0
2023-01-06,4793.0,0.0,0.0,0.0,28686.0,0.0,0.0,0.0,0.0,3233.0,4275.0,1178.0,0.0,0.0,118642.0,17621.0,0.0,2864.0,5404.0,35547.0,30943.0
2023-01-07,2013.0,0.0,0.0,0.0,22138.0,0.0,0.0,0.0,0.0,2621.0,4450.0,1195.0,0.0,0.0,118703.0,14223.0,0.0,5854.0,5789.0,51086.0,42574.0
