Date,Day-ahead Total Load Forecast [MW] - BZN|PL,Actual Total Load [MW] - BZN|PL
2019-01-01,361500.0,359470.0
2019-01-02,481930.0,481493.0
2019-01-03,534200.0,518478.0
2019-01-04,532400.0,526979.0
2019-01-05,480500.0,477519.0
2019-01-06,448000.0,429655.0
2019-01-07,540200.0,528374.0
2019-01-08,546450.0,542713.0
2019-01-09,548700.0,542388.0
2019-01-10,552200.0,550088.0
2019-01-11,549000.0,547263.0
2019-01-12,496200.0,484937.0
2019-01-13,445900.0,430841.0
2019-01-14,537950.0,519933.0
2019-01-15,550700.0,535612.0
2019-01-16,533875.0,530655.0
2019-01-17,545750.0,526311.0
2019-01-18,546150.0,533963.0
2019-01-19,489200.0,485560.0
2019-01-20,442100.0,438911.0
2019-01-21,537100.0,541984.0
2019-01-22,552900.0,554243.0
2019-01-23,561700.0,555630.0
2019-01-24,563100.0,558860.0
2019-01-25,567100.0,558636.0
2019-01-26,503400.0,498752.0
2019-01-27,451200.0,445646.0
2019-01-28,540300.0,527413.0
2019-01-29,552900.0,537713.0
2019-01-30,547600.0,537068.0
2019-01-31,547200.0,538388.0
2019-02-01,543200.0,532672.0
2019-02-02,486100.0,469445.0
2019-02-03,433800.0,421913.0
2019-02-04,531250.0,518934.0
2019-02-05,544300.0,532524.0
2019-02-06,542400.0,532457.0
2019-02-07,541000.0,528827.0
2019-02-08,539500.0,523685.0
2019-02-09,476600.0,469088.0
2019-02-10,425300.0,413664.0
2019-02-11,528800.0,508489.0
2019-02-12,538700.0,525257.0
2019-02-13,542900.0,527693.0
2019-02-14,540100.0,519624.0
2019-02-15,528400.0,514777.0
2019-02-16,473300.0,456239.0
2019-02-17,416500.0,404963.0
2019-02-18,512700.0,493207.0
2019-02-19,526800.0,504503.0
2019-02-20,521950.0,510859.0
2019-02-21,530100.0,516009.0
2019-02-22,539900.0,518992.0
2019-02-23,489800.0,470388.0
2019-02-24,431150.0,421660.0
2019-02-25,509600.0,501451.0
2019-02-26,520200.0,512526.0
2019-02-27,526500.0,509972.0
2019-02-28,522800.0,500771.0
2019-03-01,511194.0,515722.0
2019-03-02,467100.0,462232.0
2019-03-03,415700.0,409144.0
2019-03-04,508900.0,488290.0
2019-03-05,518500.0,504124.0
2019-03-06,514700.0,502750.0
2019-03-07,514100.0,502150.0
2019-03-08,512200.0,496331.0
2019-03-09,460500.0,449529.0
2019-03-10,408600.0,401655.0
2019-03-11,509500.0,491520.0
2019-03-12,517000.0,509882.0
2019-03-13,520700.0,512928.0
2019-03-14,523100.0,510638.0
2019-03-15,524400.0,508586.0
2019-03-16,458700.0,453559.0
2019-03-17,407650.0,391602.0
2019-03-18,494500.0,486483.0
2019-03-19,510900.0,503470.0
2019-03-20,507350.0,499889.0
2019-03-21,507700.0,502173.0
2019-03-22,504350.0,500303.0
2019-03-23,450250.0,437917.0
2019-03-24,401450.0,384190.0
2019-03-25,498750.0,481425.0
2019-03-26,511200.0,501369.0
2019-03-27,510150.0,496685.0
2019-03-28,514400.0,497418.0
2019-03-29,494550.0,491273.0
2019-03-30,444750.0,432423.0
2019-03-31,377900.0,371006.0
2019-04-01,479000.0,469684.0
2019-04-02,496550.0,480469.0
2019-04-03,492200.0,480423.0
2019-04-04,491300.0,478133.0
2019-04-05,489700.0,472925.0
2019-04-06,433850.0,422172.0
2019-04-07,383300.0,371280.0
2019-04-08,470500.0,460931.0
2019-04-09,487600.0,475952.0
2019-04-10,495600.0,486840.0
2019-04-11,487800.0,493125.0
2019-04-12,499900.0,494081.0
2019-04-13,443050.0,445902.0
2019-04-14,396100.0,391983.0
2019-04-15,478750.0,476561.0
2019-04-16,483400.0,487722.0
2019-04-17,494600.0,489234.0
2019-04-18,482100.0,485107.0
2019-04-19,466600.0,465848.0
2019-04-20,392050.0,382462.0
2019-04-21,325150.0,315732.0
2019-04-22,317500.0,319798.0
2019-04-23,446900.0,433695.0
2019-04-24,458731.0,469681.0
2019-04-25,477500.0,475827.0
2019-04-26,480350.0,472563.0
2019-04-27,429400.0,425094.0
2019-04-28,382300.0,379131.0
2019-04-29,470800.0,451795.0
2019-04-30,464900.0,453409.0
2019-05-01,376900.0,374346.0
2019-05-02,397096.0,390879.0
2019-05-03,382750.0,356963.0
2019-05-04,381400.0,376732.0
2019-05-05,361400.0,359595.0
2019-05-06,457600.0,457327.0
2019-05-07,480150.0,470677.0
2019-05-08,479750.0,473352.0
2019-05-09,485250.0,479275.0
2019-05-10,479800.0,476218.0
2019-05-11,427100.0,424218.0
2019-05-12,366300.0,370868.0
2019-05-13,460353.0,465453.0
2019-05-14,485800.0,483112.0
2019-05-15,490800.0,490592.0
2019-05-16,489100.0,485483.0
2019-05-17,488600.0,476959.0
2019-05-18,423100.0,417523.0
2019-05-19,375500.0,361613.0
2019-05-20,455850.0,455030.0
2019-05-21,475350.0,470511.0
2019-05-22,486400.0,472496.0
2019-05-23,482000.0,472663.0
2019-05-24,473000.0,469287.0
2019-05-25,422400.0,411681.0
2019-05-26,374000.0,363505.0
2019-05-27,466400.0,453756.0
2019-05-28,479200.0,470628.0
2019-05-29,474800.0,466777.0
2019-05-30,476800.0,468805.0
2019-05-31,474100.0,463428.0
2019-06-01,419900.0,408913.0
2019-06-02,360700.0,361313.0
2019-06-03,463600.0,456064.0
2019-06-04,479100.0,475161.0
2019-06-05,483900.0,480310.0
2019-06-06,486000.0,478332.0
2019-06-07,484800.0,478630.0
2019-06-08,428600.0,420333.0
2019-06-09,374500.0,357854.0
2019-06-10,476300.0,464713.0
2019-06-11,489900.0,496710.0
2019-06-12,495600.0,502001.0
2019-06-13,501600.0,499167.0
2019-06-14,508000.0,496958.0
2019-06-15,438600.0,444167.0
2019-06-16,369200.0,381179.0
2019-06-17,468600.0,465525.0
2019-06-18,486600.0,479310.0
2019-06-19,490100.0,482512.0
2019-06-20,370950.0,380874.0
2019-06-21,442250.0,428889.0
2019-06-22,418850.0,399209.0
2019-06-23,366500.0,354046.0
2019-06-24,456850.0,457854.0
2019-06-25,484750.0,486457.0
2019-06-26,502100.0,502636.0
2019-06-27,477200.0,482178.0
2019-06-28,471500.0,468641.0
2019-06-29,426600.0,415543.0
2019-06-30,379200.0,384025.0
2019-07-01,474500.0,472735.0
2019-07-02,467700.0,469621.0
2019-07-03,472000.0,458463.0
2019-07-04,472800.0,458173.0
2019-07-05,470500.0,458485.0
2019-07-06,413800.0,413517.0
2019-07-07,365450.0,357035.0
2019-07-08,451550.0,438031.0
2019-07-09,465500.0,453916.0
2019-07-10,464700.0,454324.0
2019-07-11,465800.0,457501.0
2019-07-12,464100.0,458843.0
2019-07-13,412550.0,407436.0
2019-07-14,362150.0,356573.0
2019-07-15,451850.0,438233.0
2019-07-16,465600.0,452578.0
2019-07-17,461900.0,457063.0
2019-07-18,464000.0,460209.0
2019-07-19,468200.0,462409.0
2019-07-20,420100.0,415177.0
2019-07-21,370700.0,364763.0
2019-07-22,451000.0,446463.0
2019-07-23,470000.0,460286.0
2019-07-24,476800.0,466427.0
2019-07-25,476500.0,471669.0
2019-07-26,476950.0,465023.0
2019-07-27,423250.0,409307.0
2019-07-28,381950.0,377772.0
2019-07-29,471950.0,464126.0
2019-07-30,485500.0,470283.0
2019-07-31,480700.0,461227.0
2019-08-01,473500.0,456155.0
2019-08-02,460800.0,450266.0
2019-08-03,415700.0,399291.0
2019-08-04,359400.0,352060.0
2019-08-05,444900.0,439430.0
2019-08-06,465650.0,459596.0
2019-08-07,463400.0,466630.0
2019-08-08,473400.0,459207.0
2019-08-09,469200.0,457024.0
2019-08-10,420450.0,412969.0
2019-08-11,368900.0,365275.0
2019-08-12,456000.0,455822.0
2019-08-13,466650.0,457390.0
2019-08-14,461850.0,449531.0
2019-08-15,364450.0,358644.0
2019-08-16,419800.0,403929.0
2019-08-17,394900.0,386579.0
2019-08-18,362750.0,354457.0
2019-08-19,455550.0,457168.0
2019-08-20,480900.0,473641.0
2019-08-21,474100.0,471628.0
2019-08-22,478200.0,465923.0
2019-08-23,475000.0,464365.0
2019-08-24,415559.0,417007.0
2019-08-25,384600.0,373200.0
2019-08-26,471100.0,467119.0
2019-08-27,487100.0,486757.0
2019-08-28,495600.0,492515.0
2019-08-29,492800.0,495262.0
2019-08-30,493600.0,491325.0
2019-08-31,439600.0,431732.0
2019-09-01,395400.0,379776.0
2019-09-02,476200.0,462232.0
2019-09-03,483100.0,466434.0
2019-09-04,481350.0,465611.0
2019-09-05,476700.0,464114.0
2019-09-06,471500.0,459516.0
2019-09-07,425750.0,410369.0
2019-09-08,377400.0,361058.0
2019-09-09,466950.0,453392.0
2019-09-10,474450.0,462138.0
2019-09-11,475900.0,463725.0
2019-09-12,476600.0,465781.0
2019-09-13,468700.0,469401.0
2019-09-14,418950.0,410100.0
2019-09-15,368700.0,362158.0
2019-09-16,463350.0,450918.0
2019-09-17,480000.0,468047.0
2019-09-18,479300.0,468875.0
2019-09-19,480650.0,474202.0
2019-09-20,480500.0,476712.0
2019-09-21,423300.0,424888.0
2019-09-22,371600.0,371724.0
2019-09-23,465550.0,463186.0
2019-09-24,482950.0,482209.0
2019-09-25,492200.0,491295.0
2019-09-26,492200.0,491438.0
2019-09-27,490600.0,485591.0
2019-09-28,440500.0,429835.0
2019-09-29,366000.0,384445.0
2019-09-30,484500.0,465587.0
2019-10-01,495800.0,481357.0
2019-10-02,498900.0,491768.0
2019-10-03,496600.0,490573.0
2019-10-04,503060.0,492528.0
2019-10-05,447500.0,438885.0
2019-10-06,390650.0,391634.0
2019-10-07,488900.0,488968.0
2019-10-08,508150.0,507149.0
2019-10-09,503750.0,503357.0
2019-10-10,510100.0,498103.0
2019-10-11,504700.0,490923.0
2019-10-12,437800.0,433388.0
2019-10-13,387500.0,382785.0
2019-10-14,482200.0,470285.0
2019-10-15,493950.0,483633.0
2019-10-16,498000.0,487885.0
2019-10-17,496500.0,485521.0
2019-10-18,498300.0,484078.0
2019-10-19,444800.0,431202.0
2019-10-20,390400.0,380892.0
2019-10-21,483150.0,474594.0
2019-10-22,495600.0,489627.0
2019-10-23,496950.0,494055.0
2019-10-24,496400.0,494064.0
2019-10-25,497800.0,490671.0
2019-10-26,445500.0,434487.0
2019-10-27,417600.0,407479.0
2019-10-28,501800.0,483818.0
2019-10-29,516400.0,505760.0
2019-10-30,511000.0,508438.0
2019-10-31,512500.0,500086.0
2019-11-01,385400.0,375962.0
2019-11-02,418200.0,404876.0
2019-11-03,395600.0,383180.0
2019-11-04,491800.0,486947.0
2019-11-05,508700.0,504533.0
2019-11-06,512950.0,505218.0
2019-11-07,515300.0,505954.0
2019-11-08,510100.0,506156.0
2019-11-09,452650.0,451496.0
2019-11-10,384250.0,396708.0
2019-11-11,379900.0,398564.0
2019-11-12,483950.0,494095.0
2019-11-13,505850.0,511607.0
2019-11-14,517900.0,511599.0
2019-11-15,515900.0,509832.0
2019-11-16,458050.0,449400.0
2019-11-17,406150.0,394825.0
2019-11-18,501700.0,489605.0
2019-11-19,512800.0,503064.0
2019-11-20,516900.0,511563.0
2019-11-21,517800.0,514248.0
2019-11-22,521100.0,512841.0
2019-11-23,474500.0,461745.0
2019-11-24,430400.0,417564.0
2019-11-25,521600.0,514371.0
2019-11-26,534500.0,529439.0
2019-11-27,525500.0,524214.0
2019-11-28,526900.0,520062.0
2019-11-29,528600.0,515920.0
2019-11-30,477100.0,464750.0
2019-12-01,417500.0,416112.0
2019-12-02,528900.0,516420.0
2019-12-03,537300.0,534907.0
2019-12-04,545300.0,528730.0
2019-12-05,541850.0,529994.0
2019-12-06,543600.0,532283.0
2019-12-07,485600.0,475589.0
2019-12-08,414250.0,416353.0
2019-12-09,522300.0,511586.0
2019-12-10,537450.0,530277.0
2019-12-11,543900.0,537291.0
2019-12-12,548400.0,540479.0
2019-12-13,544800.0,531420.0
2019-12-14,491400.0,473649.0
2019-12-15,419950.0,427800.0
2019-12-16,526500.0,508516.0
2019-12-17,538000.0,519298.0
2019-12-18,532300.0,513150.0
2019-12-19,531800.0,511267.0
2019-12-20,523500.0,494219.0
2019-12-21,472100.0,456049.0
2019-12-22,437800.0,422842.0
2019-12-23,490000.0,473443.0
2019-12-24,399900.0,397692.0
2019-12-25,346355.0,345793.0
2019-12-26,357800.0,348566.0
2019-12-27,426750.0,421223.0
2019-12-28,433000.0,427386.0
2019-12-29,392000.0,403428.0
2019-12-30,448100.0,448762.0
2019-12-31,420500.0,411498.0
2020-01-01,364400.0,358691.0
2020-01-02,458696.0,460853.0
2020-01-03,468807.0,485275.0
2020-01-04,446747.0,451856.0
2020-01-05,404150.0,405299.0
2020-01-06,402650.0,407769.0
2020-01-07,505150.0,507501.0
2020-01-08,533750.0,526153.0
2020-01-09,538400.0,526015.0
2020-01-10,536400.0,519744.0
2020-01-11,482750.0,468157.0
2020-01-12,431200.0,413757.0
2020-01-13,524400.0,511229.0
2020-01-14,534200.0,524888.0
2020-01-15,532000.0,522333.0
2020-01-16,536800.0,521639.0
2020-01-17,532800.0,525864.0
2020-01-18,473800.0,470788.0
2020-01-19,431300.0,416520.0
2020-01-20,527500.0,511921.0
2020-01-21,535300.0,526107.0
2020-01-22,539100.0,532644.0
2020-01-23,541500.0,531773.0
2020-01-24,540900.0,528979.0
2020-01-25,483300.0,475748.0
2020-01-26,410800.0,430414.0
2020-01-27,520600.0,514245.0
2020-01-28,536100.0,528436.0
2020-01-29,538700.0,526945.0
2020-01-30,542500.0,526035.0
2020-01-31,537300.0,517798.0
2020-02-01,474850.0,451632.0
2020-02-02,411000.0,404459.0
2020-02-03,518100.0,502452.0
2020-02-04,535500.0,518855.0
2020-02-05,537600.0,519598.0
2020-02-06,536450.0,530103.0
2020-02-07,537350.0,520384.0
2020-02-08,475200.0,464749.0
2020-02-09,403600.0,408665.0
2020-02-10,517800.0,501893.0
2020-02-11,534800.0,520739.0
2020-02-12,530700.0,521980.0
2020-02-13,530900.0,519620.0
2020-02-14,535200.0,523399.0
2020-02-15,464400.0,458038.0
2020-02-16,401700.0,402916.0
2020-02-17,507250.0,487935.0
2020-02-18,505397.0,503440.0
2020-02-19,522500.0,508464.0
2020-02-20,522950.0,509842.0
2020-02-21,519500.0,515218.0
2020-02-22,456650.0,450978.0
2020-02-23,413950.0,404518.0
2020-02-24,493600.0,494673.0
2020-02-25,518900.0,511495.0
2020-02-26,521700.0,510935.0
2020-02-27,529400.0,515619.0
2020-02-28,526200.0,513950.0
2020-02-29,464100.0,453123.0
2020-03-01,411700.0,399427.0
2020-03-02,502600.0,498332.0
2020-03-03,519600.0,511507.0
2020-03-04,514100.0,512409.0
2020-03-05,514200.0,503009.0
2020-03-06,502800.0,511435.0
2020-03-07,453150.0,454370.0
2020-03-08,403100.0,401565.0
2020-03-09,500250.0,492501.0
2020-03-10,506700.0,501912.0
2020-03-11,510900.0,497018.0
2020-03-12,505100.0,494665.0
2020-03-13,512300.0,495029.0
2020-03-14,459950.0,439411.0
2020-03-15,394800.0,390727.0
2020-03-16,474250.0,470563.0
2020-03-17,480100.0,477439.0
2020-03-18,483350.0,468063.0
2020-03-19,477600.0,466929.0
2020-03-20,477150.0,467835.0
2020-03-21,431600.0,419963.0
2020-03-22,384150.0,382924.0
2020-03-23,463700.0,456020.0
2020-03-24,471150.0,466167.0
2020-03-25,471350.0,460598.0
2020-03-26,458200.0,457954.0
2020-03-27,464000.0,444583.0
2020-03-28,398211.0,394435.0
2020-03-29,358300.0,353282.0
2020-03-30,460900.0,443073.0
2020-03-31,469600.0,456237.0
2020-04-01,465200.0,447388.0
2020-04-02,461300.0,445854.0
2020-04-03,460800.0,441118.0
2020-04-04,395800.0,393082.0
2020-04-05,372200.0,355917.0
2020-04-06,439900.0,416063.0
2020-04-07,446900.0,420349.0
2020-04-08,431300.0,419730.0
2020-04-09,428800.0,412788.0
2020-04-10,409750.0,408174.0
2020-04-11,347700.0,364925.0
2020-04-12,289900.0,301763.0
2020-04-13,306150.0,307153.0
2020-04-14,384200.0,398759.0
2020-04-15,405900.0,431075.0
2020-04-16,415850.0,427690.0
2020-04-17,419100.0,422215.0
2020-04-18,387650.0,382446.0
2020-04-19,358400.0,349318.0
2020-04-20,423200.0,418984.0
2020-04-21,439500.0,430068.0
2020-04-22,421950.0,430261.0
2020-04-23,431450.0,428170.0
2020-04-24,419800.0,422029.0
2020-04-25,390200.0,381768.0
2020-04-26,361350.0,352289.0
2020-04-27,424900.0,416537.0
2020-04-28,436100.0,428644.0
2020-04-29,432900.0,426754.0
2020-04-30,428157.0,411661.0
2020-05-01,357250.0,346495.0
2020-05-02,350050.0,338956.0
2020-05-03,335500.0,322839.0
2020-05-04,420303.0,406206.0
2020-05-05,436690.0,429093.0
2020-05-06,428490.0,435951.0
2020-05-07,424200.0,433087.0
2020-05-08,445200.0,421610.0
2020-05-09,373250.0,374543.0
2020-05-10,339900.0,337349.0
2020-05-11,424200.0,422395.0
2020-05-12,438650.0,438770.0
2020-05-13,444300.0,440053.0
2020-05-14,446000.0,438328.0
2020-05-15,448400.0,428275.0
2020-05-16,375400.0,378804.0
2020-05-17,347450.0,339279.0
2020-05-18,435000.0,421787.0
2020-05-19,444800.0,439842.0
2020-05-20,441400.0,437896.0
2020-05-21,448300.0,433397.0
2020-05-22,425682.0,425325.0
2020-05-23,379650.0,379760.0
2020-05-24,345450.0,343504.0
2020-05-25,432700.0,427610.0
2020-05-26,441000.0,439583.0
2020-05-27,440800.0,436930.0
2020-05-28,442000.0,433681.0
2020-05-29,443200.0,421676.0
2020-05-30,379100.0,378017.0
2020-05-31,351800.0,339287.0
2020-06-01,428100.0,417396.0
2020-06-02,431900.0,435491.0
2020-06-03,431500.0,439526.0
2020-06-04,442300.0,437979.0
2020-06-05,434900.0,438380.0
2020-06-06,385900.0,382611.0
2020-06-07,338400.0,343848.0
2020-06-08,429150.0,428330.0
2020-06-09,445900.0,440518.0
2020-06-10,442200.0,438134.0
2020-06-11,344100.0,343553.0
2020-06-12,388000.0,387160.0
2020-06-13,379600.0,378566.0
2020-06-14,342800.0,336975.0
2020-06-15,428100.0,428696.0
2020-06-16,446400.0,449268.0
2020-06-17,447000.0,458426.0
2020-06-18,451550.0,460038.0
2020-06-19,454450.0,455514.0
2020-06-20,389450.0,402896.0
2020-06-21,353000.0,354393.0
2020-06-22,450700.0,440799.0
2020-06-23,457100.0,450688.0
2020-06-24,460400.0,452797.0
2020-06-25,459050.0,456214.0
2020-06-26,465650.0,451802.0
2020-06-27,404750.0,400393.0
2020-06-28,354250.0,366630.0
2020-06-29,449400.0,448983.0
2020-06-30,461100.0,446940.0
2020-07-01,465600.0,455301.0
2020-07-02,462300.0,462449.0
2020-07-03,459250.0,456118.0
2020-07-04,406550.0,395566.0
2020-07-05,361800.0,351756.0
2020-07-06,449800.0,444575.0
2020-07-07,461200.0,442795.0
2020-07-08,461200.0,443451.0
2020-07-09,457000.0,446797.0
2020-07-10,458500.0,455170.0
2020-07-11,396600.0,394756.0
2020-07-12,359300.0,341769.0
2020-07-13,430839.0,427915.0
2020-07-14,454400.0,447584.0
2020-07-15,457700.0,451460.0
2020-07-16,455600.0,449753.0
2020-07-17,456200.0,443124.0
2020-07-18,398700.0,396807.0
2020-07-19,355500.0,351114.0
2020-07-20,449100.0,441569.0
2020-07-21,456700.0,447266.0
2020-07-22,451400.0,445095.0
2020-07-23,454900.0,445845.0
2020-07-24,450600.0,447319.0
2020-07-25,398700.0,399981.0
2020-07-26,359200.0,352465.0
2020-07-27,444400.0,441418.0
2020-07-28,460500.0,460878.0
2020-07-29,456900.0,456859.0
2020-07-30,454200.0,449371.0
2020-07-31,452050.0,440496.0
2020-08-01,402900.0,394813.0
2020-08-02,356550.0,349570.0
2020-08-03,442050.0,438900.0
2020-08-04,457100.0,447405.0
2020-08-05,461300.0,443636.0
2020-08-06,462600.0,448287.0
2020-08-07,460100.0,458437.0
2020-08-08,418250.0,414335.0
2020-08-09,366400.0,371683.0
2020-08-10,462800.0,457602.0
2020-08-11,472800.0,466075.0
2020-08-12,471100.0,458525.0
2020-08-13,475500.0,461443.0
2020-08-14,458900.0,448051.0
2020-08-15,365400.0,366611.0
2020-08-16,358600.0,349952.0
2020-08-17,464150.0,449739.0
2020-08-18,471550.0,469826.0
2020-08-19,465450.0,468095.0
2020-08-20,470650.0,472622.0
2020-08-21,471800.0,474881.0
2020-08-22,418300.0,425511.0
2020-08-23,378900.0,362926.0
2020-08-24,456300.0,446890.0
2020-08-25,472200.0,458372.0
2020-08-26,477200.0,460053.0
2020-08-27,477800.0,462857.0
2020-08-28,466400.0,455854.0
2020-08-29,425000.0,405814.0
2020-08-30,375300.0,366192.0
2020-08-31,463100.0,447053.0
2020-09-01,480300.0,459716.0
2020-09-02,475000.0,462286.0
2020-09-03,473800.0,455269.0
2020-09-04,473700.0,461246.0
2020-09-05,413650.0,409422.0
2020-09-06,368000.0,356494.0
2020-09-07,461200.0,443390.0
2020-09-08,469850.0,455035.0
2020-09-09,468100.0,462616.0
2020-09-10,469400.0,461793.0
2020-09-11,474000.0,460668.0
2020-09-12,422400.0,410114.0
2020-09-13,360400.0,359387.0
2020-09-14,455300.0,460905.0
2020-09-15,473600.0,478700.0
2020-09-16,484500.0,482380.0
2020-09-17,479700.0,473390.0
2020-09-18,476600.0,465726.0
2020-09-19,418100.0,413517.0
2020-09-20,365350.0,363095.0
2020-09-21,460200.0,459149.0
2020-09-22,482300.0,479446.0
2020-09-23,483000.0,481671.0
2020-09-24,492550.0,482846.0
2020-09-25,486500.0,482830.0
2020-09-26,424300.0,430478.0
2020-09-27,386000.0,380878.0
2020-09-28,476900.0,469142.0
2020-09-29,490300.0,490555.0
2020-09-30,492600.0,485897.0
2020-10-01,497600.0,492664.0
2020-10-02,490400.0,490217.0
2020-10-03,442400.0,424868.0
2020-10-04,381600.0,379401.0
2020-10-05,470600.0,468290.0
2020-10-06,495000.0,483338.0
2020-10-07,492900.0,489968.0
2020-10-08,496100.0,491958.0
2020-10-09,493900.0,491661.0
2020-10-10,432750.0,437546.0
2020-10-11,385250.0,391694.0
2020-10-12,482350.0,489598.0
2020-10-13,502800.0,509641.0
2020-10-14,506800.0,509342.0
2020-10-15,512500.0,507655.0
2020-10-16,507050.0,508118.0
2020-10-17,457300.0,454351.0
2020-10-18,392100.0,403889.0
2020-10-19,497800.0,489871.0
2020-10-20,511050.0,498906.0
2020-10-21,508000.0,503789.0
2020-10-22,504550.0,497968.0
2020-10-23,504350.0,499273.0
2020-10-24,443350.0,445911.0
2020-10-25,425100.0,411606.0
2020-10-26,494300.0,483751.0
2020-10-27,508200.0,500507.0
2020-10-28,502900.0,500763.0
2020-10-29,511700.0,504357.0
2020-10-30,498600.0,503944.0
2020-10-31,441600.0,444605.0
2020-11-01,370600.0,383569.0
2020-11-02,490500.0,483737.0
2020-11-03,507600.0,501607.0
2020-11-04,509600.0,503976.0
2020-11-05,511800.0,505844.0
2020-11-06,510300.0,507315.0
2020-11-07,452400.0,453974.0
2020-11-08,399200.0,405176.0
2020-11-09,494800.0,495590.0
2020-11-10,514400.0,508702.0
2020-11-11,412000.0,436721.0
2020-11-12,503500.0,500384.0
2020-11-13,511900.0,507203.0
2020-11-14,465200.0,455447.0
2020-11-15,409800.0,400087.0
2020-11-16,506200.0,495312.0
2020-11-17,515600.0,508738.0
2020-11-18,519550.0,511592.0
2020-11-19,516750.0,511108.0
2020-11-20,522100.0,516260.0
