"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"22.06.2022 14:45 - 22.06.2022 15:00","64700","63276"
"22.06.2022 15:00 - 22.06.2022 15:15","64278","62986"
"22.06.2022 15:15 - 22.06.2022 15:30","63852","62761"
"22.06.2022 15:30 - 22.06.2022 15:45","63618","62452"
"22.06.2022 15:45 - 22.06.2022 16:00","63349","62271"
"22.06.2022 16:00 - 22.06.2022 16:15","62865","62073"
"22.06.2022 16:15 - 22.06.2022 16:30","62550","61523"
"22.06.2022 16:30 - 22.06.2022 16:45","62181","61045"
"22.06.2022 16:45 - 22.06.2022 17:00","61849","61155"
"22.06.2022 17:00 - 22.06.2022 17:15","61801","61107"
"22.06.2022 17:15 - 22.06.2022 17:30","61899","61160"
"22.06.2022 17:30 - 22.06.2022 17:45","62088","61001"
"22.06.2022 17:45 - 22.06.2022 18:00","62028","61357"
"22.06.2022 18:00 - 22.06.2022 18:15","61564","60994"
"22.06.2022 18:15 - 22.06.2022 18:30","61378","60438"
"22.06.2022 18:30 - 22.06.2022 18:45","61316","60225"
"22.06.2022 18:45 - 22.06.2022 19:00","61170","60258"
"22.06.2022 19:00 - 22.06.2022 19:15","60814","60146"
"22.06.2022 19:15 - 22.06.2022 19:30","60268","59683"
"22.06.2022 19:30 - 22.06.2022 19:45","60040","59350"
"22.06.2022 19:45 - 22.06.2022 20:00","59317","58932"
"22.06.2022 20:00 - 22.06.2022 20:15","58491","58373"
"22.06.2022 20:15 - 22.06.2022 20:30","57845","57548"
"22.06.2022 20:30 - 22.06.2022 20:45","56993","57101"
"22.06.2022 20:45 - 22.06.2022 21:00","56176","56560"
"22.06.2022 21:00 - 22.06.2022 21:15","55634","55982"
"22.06.2022 21:15 - 22.06.2022 21:30","55138","54908"
"22.06.2022 21:30 - 22.06.2022 21:45","54494","54072"
"22.06.2022 21:45 - 22.06.2022 22:00","53904","53718"
"22.06.2022 22:00 - 22.06.2022 22:15","53535","53963"
"22.06.2022 22:15 - 22.06.2022 22:30","53069","53528"
"22.06.2022 22:30 - 22.06.2022 22:45","52175","52528"
"22.06.2022 22:45 - 22.06.2022 23:00","51253","51607"
"22.06.2022 23:00 - 22.06.2022 23:15","50405","50757"
"22.06.2022 23:15 - 22.06.2022 23:30","49566","49698"
"22.06.2022 23:30 - 22.06.2022 23:45","48818","48602"
"22.06.2022 23:45 - 23.06.2022 00:00","48248","47854"
"23.06.2022 00:00 - 23.06.2022 00:15","47613","46960"
"23.06.2022 00:15 - 23.06.2022 00:30","47311","46278"
"23.06.2022 00:30 - 23.06.2022 00:45","46877","45655"
"23.06.2022 00:45 - 23.06.2022 01:00","46526","45197"
"23.06.2022 01:00 - 23.06.2022 01:15","46065","44737"
"23.06.2022 01:15 - 23.06.2022 01:30","45668","44234"
"23.06.2022 01:30 - 23.06.2022 01:45","45358","43949"
"23.06.2022 01:45 - 23.06.2022 02:00","45093","43638"
"23.06.2022 02:00 - 23.06.2022 02:15","44703","43342"
"23.06.2022 02:15 - 23.06.2022 02:30","44691","43041"
"23.06.2022 02:30 - 23.06.2022 02:45","44447","42928"
"23.06.2022 02:45 - 23.06.2022 03:00","44637","42869"
"23.06.2022 03:00 - 23.06.2022 03:15","44585","43129"
"23.06.2022 03:15 - 23.06.2022 03:30","44564","43007"
"23.06.2022 03:30 - 23.06.2022 03:45","44622","43056"
"23.06.2022 03:45 - 23.06.2022 04:00","44649","42892"
"23.06.2022 04:00 - 23.06.2022 04:15","45029","43460"
"23.06.2022 04:15 - 23.06.2022 04:30","45285","43834"
"23.06.2022 04:30 - 23.06.2022 04:45","45576","44229"
"23.06.2022 04:45 - 23.06.2022 05:00","45912","44587"
"23.06.2022 05:00 - 23.06.2022 05:15","46715","44922"
"23.06.2022 05:15 - 23.06.2022 05:30","45643","45464"
"23.06.2022 05:30 - 23.06.2022 05:45","45578","46315"
"23.06.2022 05:45 - 23.06.2022 06:00","47150","47874"
"23.06.2022 06:00 - 23.06.2022 06:15","49106","50702"
"23.06.2022 06:15 - 23.06.2022 06:30","51679","52663"
"23.06.2022 06:30 - 23.06.2022 06:45","53581","53697"
"23.06.2022 06:45 - 23.06.2022 07:00","54968","54595"
"23.06.2022 07:00 - 23.06.2022 07:15","56689","56081"
"23.06.2022 07:15 - 23.06.2022 07:30","58090","57102"
"23.06.2022 07:30 - 23.06.2022 07:45","59300","58138"
"23.06.2022 07:45 - 23.06.2022 08:00","60090","59256"
"23.06.2022 08:00 - 23.06.2022 08:15","61016","60276"
"23.06.2022 08:15 - 23.06.2022 08:30","61757","60780"
"23.06.2022 08:30 - 23.06.2022 08:45","62379","61220"
"23.06.2022 08:45 - 23.06.2022 09:00","62607","61449"
"23.06.2022 09:00 - 23.06.2022 09:15","62678","61212"
"23.06.2022 09:15 - 23.06.2022 09:30","63075","61642"
"23.06.2022 09:30 - 23.06.2022 09:45","63474","62429"
"23.06.2022 09:45 - 23.06.2022 10:00","64035","62850"
"23.06.2022 10:00 - 23.06.2022 10:15","64523","62817"
"23.06.2022 10:15 - 23.06.2022 10:30","64858","63207"
"23.06.2022 10:30 - 23.06.2022 10:45","65352","63809"
"23.06.2022 10:45 - 23.06.2022 11:00","65631","64171"
"23.06.2022 11:00 - 23.06.2022 11:15","66130","64757"
"23.06.2022 11:15 - 23.06.2022 11:30","66321","65175"
"23.06.2022 11:30 - 23.06.2022 11:45","66506","65519"
"23.06.2022 11:45 - 23.06.2022 12:00","66527","65473"
"23.06.2022 12:00 - 23.06.2022 12:15","66483","65283"
"23.06.2022 12:15 - 23.06.2022 12:30","66497","65359"
"23.06.2022 12:30 - 23.06.2022 12:45","66484","65437"
"23.06.2022 12:45 - 23.06.2022 13:00","66285","65295"
"23.06.2022 13:00 - 23.06.2022 13:15","65848","65443"
"23.06.2022 13:15 - 23.06.2022 13:30","65656","65159"
"23.06.2022 13:30 - 23.06.2022 13:45","65207","65142"
"23.06.2022 13:45 - 23.06.2022 14:00","64739","64410"
"23.06.2022 14:00 - 23.06.2022 14:15","64305","64275"
"23.06.2022 14:15 - 23.06.2022 14:30","64337","64549"
"23.06.2022 14:30 - 23.06.2022 14:45","64049","64314"
"23.06.2022 14:45 - 23.06.2022 15:00","63843","63914"
"23.06.2022 15:00 - 23.06.2022 15:15","63496","63697"
"23.06.2022 15:15 - 23.06.2022 15:30","63076","63588"
"23.06.2022 15:30 - 23.06.2022 15:45","62626","63197"
"23.06.2022 15:45 - 23.06.2022 16:00","62299","62312"
"23.06.2022 16:00 - 23.06.2022 16:15","62126","61583"
"23.06.2022 16:15 - 23.06.2022 16:30","61633","61390"
"23.06.2022 16:30 - 23.06.2022 16:45","61453","61022"
"23.06.2022 16:45 - 23.06.2022 17:00","61326","60990"
"23.06.2022 17:00 - 23.06.2022 17:15","61148","60797"
"23.06.2022 17:15 - 23.06.2022 17:30","61112","60365"
"23.06.2022 17:30 - 23.06.2022 17:45","61256","60210"
"23.06.2022 17:45 - 23.06.2022 18:00","61243","60534"
"23.06.2022 18:00 - 23.06.2022 18:15","60565","60286"
"23.06.2022 18:15 - 23.06.2022 18:30","60426","59998"
"23.06.2022 18:30 - 23.06.2022 18:45","60298","59869"
"23.06.2022 18:45 - 23.06.2022 19:00","60224","60117"
"23.06.2022 19:00 - 23.06.2022 19:15","60061","60039"
"23.06.2022 19:15 - 23.06.2022 19:30","59671","59618"
"23.06.2022 19:30 - 23.06.2022 19:45","59501","59448"
"23.06.2022 19:45 - 23.06.2022 20:00","59193","59092"
"23.06.2022 20:00 - 23.06.2022 20:15","58587","58425"
"23.06.2022 20:15 - 23.06.2022 20:30","58045","57798"
"23.06.2022 20:30 - 23.06.2022 20:45","57158","57451"
"23.06.2022 20:45 - 23.06.2022 21:00","56649","56755"
"23.06.2022 21:00 - 23.06.2022 21:15","56021","56284"
"23.06.2022 21:15 - 23.06.2022 21:30","55502","55349"
"23.06.2022 21:30 - 23.06.2022 21:45","55047","55018"
"23.06.2022 21:45 - 23.06.2022 22:00","54602","54857"
"23.06.2022 22:00 - 23.06.2022 22:15","54040","54597"
"23.06.2022 22:15 - 23.06.2022 22:30","53698","54305"
"23.06.2022 22:30 - 23.06.2022 22:45","52873","53720"
"23.06.2022 22:45 - 23.06.2022 23:00","51835","53253"
"23.06.2022 23:00 - 23.06.2022 23:15","51082","52214"
"23.06.2022 23:15 - 23.06.2022 23:30","50136","50922"
"23.06.2022 23:30 - 23.06.2022 23:45","49411","49564"
"23.06.2022 23:45 - 24.06.2022 00:00","48721","48771"
"24.06.2022 00:00 - 24.06.2022 00:15","48707","47675"
"24.06.2022 00:15 - 24.06.2022 00:30","48218","47535"
"24.06.2022 00:30 - 24.06.2022 00:45","47737","47404"
"24.06.2022 00:45 - 24.06.2022 01:00","47449","46821"
"24.06.2022 01:00 - 24.06.2022 01:15","46864","47008"
"24.06.2022 01:15 - 24.06.2022 01:30","46542","46635"
"24.06.2022 01:30 - 24.06.2022 01:45","46093","46408"
"24.06.2022 01:45 - 24.06.2022 02:00","45796","46089"
"24.06.2022 02:00 - 24.06.2022 02:15","45389","45365"
"24.06.2022 02:15 - 24.06.2022 02:30","45277","45416"
"24.06.2022 02:30 - 24.06.2022 02:45","45268","45552"
"24.06.2022 02:45 - 24.06.2022 03:00","45137","45697"
"24.06.2022 03:00 - 24.06.2022 03:15","45317","46046"
"24.06.2022 03:15 - 24.06.2022 03:30","45297","45882"
"24.06.2022 03:30 - 24.06.2022 03:45","45408","45708"
"24.06.2022 03:45 - 24.06.2022 04:00","45450","45504"
"24.06.2022 04:00 - 24.06.2022 04:15","45746","45669"
"24.06.2022 04:15 - 24.06.2022 04:30","46037","45833"
"24.06.2022 04:30 - 24.06.2022 04:45","46419","46324"
"24.06.2022 04:45 - 24.06.2022 05:00","46643","46794"
"24.06.2022 05:00 - 24.06.2022 05:15","47421","47861"
"24.06.2022 05:15 - 24.06.2022 05:30","46152","48375"
"24.06.2022 05:30 - 24.06.2022 05:45","46447","48812"
"24.06.2022 05:45 - 24.06.2022 06:00","47860","50198"
"24.06.2022 06:00 - 24.06.2022 06:15","49599","52546"
"24.06.2022 06:15 - 24.06.2022 06:30","52249","54397"
"24.06.2022 06:30 - 24.06.2022 06:45","53938","55800"
"24.06.2022 06:45 - 24.06.2022 07:00","55467","56620"
"24.06.2022 07:00 - 24.06.2022 07:15","57224","58688"
"24.06.2022 07:15 - 24.06.2022 07:30","58360","59665"
"24.06.2022 07:30 - 24.06.2022 07:45","59361","60544"
"24.06.2022 07:45 - 24.06.2022 08:00","60316","61058"
"24.06.2022 08:00 - 24.06.2022 08:15","61258","61651"
"24.06.2022 08:15 - 24.06.2022 08:30","61741","62160"
"24.06.2022 08:30 - 24.06.2022 08:45","62374","62578"
"24.06.2022 08:45 - 24.06.2022 09:00","62688","62995"
"24.06.2022 09:00 - 24.06.2022 09:15","62640","62757"
"24.06.2022 09:15 - 24.06.2022 09:30","63113","63437"
"24.06.2022 09:30 - 24.06.2022 09:45","63668","64157"
"24.06.2022 09:45 - 24.06.2022 10:00","64165","64824"
"24.06.2022 10:00 - 24.06.2022 10:15","64825","65421"
"24.06.2022 10:15 - 24.06.2022 10:30","65290","65523"
"24.06.2022 10:30 - 24.06.2022 10:45","65685","65548"
"24.06.2022 10:45 - 24.06.2022 11:00","66186","65512"
"24.06.2022 11:00 - 24.06.2022 11:15","66483","65451"
"24.06.2022 11:15 - 24.06.2022 11:30","66903","66185"
"24.06.2022 11:30 - 24.06.2022 11:45","67217","66263"
"24.06.2022 11:45 - 24.06.2022 12:00","67026","66095"
"24.06.2022 12:00 - 24.06.2022 12:15","66500","65872"
"24.06.2022 12:15 - 24.06.2022 12:30","66302","65783"
"24.06.2022 12:30 - 24.06.2022 12:45","66166","65938"
"24.06.2022 12:45 - 24.06.2022 13:00","66275","66145"
"24.06.2022 13:00 - 24.06.2022 13:15","66074","66038"
"24.06.2022 13:15 - 24.06.2022 13:30","65594","65815"
"24.06.2022 13:30 - 24.06.2022 13:45","65039","64898"
"24.06.2022 13:45 - 24.06.2022 14:00","64438","64072"
"24.06.2022 14:00 - 24.06.2022 14:15","64265","63982"
"24.06.2022 14:15 - 24.06.2022 14:30","64083","63748"
"24.06.2022 14:30 - 24.06.2022 14:45","63826","63365"
"24.06.2022 14:45 - 24.06.2022 15:00","63233","63265"
"24.06.2022 15:00 - 24.06.2022 15:15","63008","63896"
"24.06.2022 15:15 - 24.06.2022 15:30","62823","63167"
"24.06.2022 15:30 - 24.06.2022 15:45","62385","62609"
"24.06.2022 15:45 - 24.06.2022 16:00","62070","62022"
"24.06.2022 16:00 - 24.06.2022 16:15","61920","61652"
"24.06.2022 16:15 - 24.06.2022 16:30","61632","61424"
"24.06.2022 16:30 - 24.06.2022 16:45","61408","60775"
"24.06.2022 16:45 - 24.06.2022 17:00","61314","60387"
"24.06.2022 17:00 - 24.06.2022 17:15","61235","60882"
"24.06.2022 17:15 - 24.06.2022 17:30","61082","61027"
"24.06.2022 17:30 - 24.06.2022 17:45","61079","60913"
"24.06.2022 17:45 - 24.06.2022 18:00","60944","60774"
"24.06.2022 18:00 - 24.06.2022 18:15","60431","60805"
"24.06.2022 18:15 - 24.06.2022 18:30","60015","60550"
"24.06.2022 18:30 - 24.06.2022 18:45","59856","60336"
"24.06.2022 18:45 - 24.06.2022 19:00","59686","60417"
"24.06.2022 19:00 - 24.06.2022 19:15","59662","59476"
"24.06.2022 19:15 - 24.06.2022 19:30","58936","58797"
"24.06.2022 19:30 - 24.06.2022 19:45","58792","58048"
"24.06.2022 19:45 - 24.06.2022 20:00","58356","57536"
"24.06.2022 20:00 - 24.06.2022 20:15","57886","57512"
"24.06.2022 20:15 - 24.06.2022 20:30","57263","56593"
"24.06.2022 20:30 - 24.06.2022 20:45","56778","55897"
"24.06.2022 20:45 - 24.06.2022 21:00","56117","55030"
"24.06.2022 21:00 - 24.06.2022 21:15","55180","54176"
"24.06.2022 21:15 - 24.06.2022 21:30","54670","53201"
"24.06.2022 21:30 - 24.06.2022 21:45","54316","52787"
"24.06.2022 21:45 - 24.06.2022 22:00","53737","51986"
"24.06.2022 22:00 - 24.06.2022 22:15","53326","51522"
"24.06.2022 22:15 - 24.06.2022 22:30","52862","50796"
"24.06.2022 22:30 - 24.06.2022 22:45","52168","50152"
"24.06.2022 22:45 - 24.06.2022 23:00","51202","49418"
"24.06.2022 23:00 - 24.06.2022 23:15","50348","48174"
"24.06.2022 23:15 - 24.06.2022 23:30","49668","47081"
"24.06.2022 23:30 - 24.06.2022 23:45","48815","46360"
"24.06.2022 23:45 - 25.06.2022 00:00","48114","46030"
"25.06.2022 00:00 - 25.06.2022 00:15","44626","46034"
"25.06.2022 00:15 - 25.06.2022 00:30","44086","45641"
"25.06.2022 00:30 - 25.06.2022 00:45","43459","45368"
"25.06.2022 00:45 - 25.06.2022 01:00","43022","44778"
"25.06.2022 01:00 - 25.06.2022 01:15","42671","43970"
"25.06.2022 01:15 - 25.06.2022 01:30","42345","43893"
"25.06.2022 01:30 - 25.06.2022 01:45","41912","43441"
"25.06.2022 01:45 - 25.06.2022 02:00","41632","42748"
"25.06.2022 02:00 - 25.06.2022 02:15","41455","42403"
"25.06.2022 02:15 - 25.06.2022 02:30","41298","42097"
"25.06.2022 02:30 - 25.06.2022 02:45","41095","41924"
"25.06.2022 02:45 - 25.06.2022 03:00","40949","41664"
"25.06.2022 03:00 - 25.06.2022 03:15","40813","41217"
"25.06.2022 03:15 - 25.06.2022 03:30","40690","40904"
"25.06.2022 03:30 - 25.06.2022 03:45","40657","41020"
"25.06.2022 03:45 - 25.06.2022 04:00","40677","41076"
"25.06.2022 04:00 - 25.06.2022 04:15","40658","40925"
"25.06.2022 04:15 - 25.06.2022 04:30","40739","40876"
"25.06.2022 04:30 - 25.06.2022 04:45","40662","40821"
"25.06.2022 04:45 - 25.06.2022 05:00","40652","40477"
"25.06.2022 05:00 - 25.06.2022 05:15","40726","40688"
"25.06.2022 05:15 - 25.06.2022 05:30","39758","40488"
"25.06.2022 05:30 - 25.06.2022 05:45","39556","40638"
"25.06.2022 05:45 - 25.06.2022 06:00","39603","41132"
"25.06.2022 06:00 - 25.06.2022 06:15","39856","42096"
"25.06.2022 06:15 - 25.06.2022 06:30","40751","42743"
"25.06.2022 06:30 - 25.06.2022 06:45","41475","43013"
"25.06.2022 06:45 - 25.06.2022 07:00","42318","43350"
"25.06.2022 07:00 - 25.06.2022 07:15","43037","44073"
"25.06.2022 07:15 - 25.06.2022 07:30","44169","44639"
"25.06.2022 07:30 - 25.06.2022 07:45","45190","45683"
"25.06.2022 07:45 - 25.06.2022 08:00","46049","46640"
"25.06.2022 08:00 - 25.06.2022 08:15","47318","47709"
"25.06.2022 08:15 - 25.06.2022 08:30","48274","48308"
"25.06.2022 08:30 - 25.06.2022 08:45","49127","49330"
"25.06.2022 08:45 - 25.06.2022 09:00","49953","50210"
"25.06.2022 09:00 - 25.06.2022 09:15","50834","50951"
"25.06.2022 09:15 - 25.06.2022 09:30","51507","51421"
"25.06.2022 09:30 - 25.06.2022 09:45","52100","51759"
"25.06.2022 09:45 - 25.06.2022 10:00","52791","52282"
"25.06.2022 10:00 - 25.06.2022 10:15","53255","52904"
"25.06.2022 10:15 - 25.06.2022 10:30","53649","53145"
"25.06.2022 10:30 - 25.06.2022 10:45","54283","53776"
"25.06.2022 10:45 - 25.06.2022 11:00","54573","54352"
"25.06.2022 11:00 - 25.06.2022 11:15","54897","54011"
"25.06.2022 11:15 - 25.06.2022 11:30","55087","54316"
"25.06.2022 11:30 - 25.06.2022 11:45","55338","54447"
"25.06.2022 11:45 - 25.06.2022 12:00","55263","54382"
"25.06.2022 12:00 - 25.06.2022 12:15","54830","53966"
"25.06.2022 12:15 - 25.06.2022 12:30","54697","53921"
"25.06.2022 12:30 - 25.06.2022 12:45","54521","53431"
"25.06.2022 12:45 - 25.06.2022 13:00","54213","53296"
"25.06.2022 13:00 - 25.06.2022 13:15","53742","52908"
"25.06.2022 13:15 - 25.06.2022 13:30","53356","52440"
"25.06.2022 13:30 - 25.06.2022 13:45","52945","52205"
"25.06.2022 13:45 - 25.06.2022 14:00","52500","51866"
"25.06.2022 14:00 - 25.06.2022 14:15","52031","51684"
"25.06.2022 14:15 - 25.06.2022 14:30","51734","51197"
"25.06.2022 14:30 - 25.06.2022 14:45","51477","50920"
"25.06.2022 14:45 - 25.06.2022 15:00","51104","50842"
"25.06.2022 15:00 - 25.06.2022 15:15","50864","50603"
"25.06.2022 15:15 - 25.06.2022 15:30","50792","50529"
"25.06.2022 15:30 - 25.06.2022 15:45","50778","50395"
"25.06.2022 15:45 - 25.06.2022 16:00","50793","49707"
"25.06.2022 16:00 - 25.06.2022 16:15","50696","49753"
"25.06.2022 16:15 - 25.06.2022 16:30","50609","49569"
"25.06.2022 16:30 - 25.06.2022 16:45","50501","49283"
"25.06.2022 16:45 - 25.06.2022 17:00","50473","49412"
"25.06.2022 17:00 - 25.06.2022 17:15","50703","49813"
"25.06.2022 17:15 - 25.06.2022 17:30","50724","49756"
"25.06.2022 17:30 - 25.06.2022 17:45","50826","49941"
"25.06.2022 17:45 - 25.06.2022 18:00","50829","49673"
"25.06.2022 18:00 - 25.06.2022 18:15","50866","50138"
"25.06.2022 18:15 - 25.06.2022 18:30","50734","49942"
"25.06.2022 18:30 - 25.06.2022 18:45","50722","49877"
"25.06.2022 18:45 - 25.06.2022 19:00","50539","49848"
"25.06.2022 19:00 - 25.06.2022 19:15","50546","49657"
"25.06.2022 19:15 - 25.06.2022 19:30","49966","49059"
"25.06.2022 19:30 - 25.06.2022 19:45","49670","48870"
"25.06.2022 19:45 - 25.06.2022 20:00","49202","48654"
"25.06.2022 20:00 - 25.06.2022 20:15","48624","48284"
"25.06.2022 20:15 - 25.06.2022 20:30","48051","47890"
"25.06.2022 20:30 - 25.06.2022 20:45","47558","47391"
"25.06.2022 20:45 - 25.06.2022 21:00","47101","47033"
"25.06.2022 21:00 - 25.06.2022 21:15","46795","46608"
"25.06.2022 21:15 - 25.06.2022 21:30","46600","46329"
"25.06.2022 21:30 - 25.06.2022 21:45","46607","45814"
"25.06.2022 21:45 - 25.06.2022 22:00","46352","45870"
"25.06.2022 22:00 - 25.06.2022 22:15","46169","45955"
"25.06.2022 22:15 - 25.06.2022 22:30","45807","45721"
"25.06.2022 22:30 - 25.06.2022 22:45","45248","44906"
"25.06.2022 22:45 - 25.06.2022 23:00","44589","44260"
"25.06.2022 23:00 - 25.06.2022 23:15","43919","43306"
"25.06.2022 23:15 - 25.06.2022 23:30","43342","42794"
"25.06.2022 23:30 - 25.06.2022 23:45","42736","42378"
"25.06.2022 23:45 - 26.06.2022 00:00","42328","41499"
"26.06.2022 00:00 - 26.06.2022 00:15","41977","40457"
"26.06.2022 00:15 - 26.06.2022 00:30","41583","40098"
"26.06.2022 00:30 - 26.06.2022 00:45","41139","39638"
"26.06.2022 00:45 - 26.06.2022 01:00","40740","39114"
"26.06.2022 01:00 - 26.06.2022 01:15","40420","39047"
"26.06.2022 01:15 - 26.06.2022 01:30","40136","38798"
"26.06.2022 01:30 - 26.06.2022 01:45","39979","38559"
"26.06.2022 01:45 - 26.06.2022 02:00","39799","37973"
"26.06.2022 02:00 - 26.06.2022 02:15","39283","37782"
"26.06.2022 02:15 - 26.06.2022 02:30","39092","37575"
"26.06.2022 02:30 - 26.06.2022 02:45","38854","37295"
"26.06.2022 02:45 - 26.06.2022 03:00","38728","37056"
"26.06.2022 03:00 - 26.06.2022 03:15","38357","37208"
"26.06.2022 03:15 - 26.06.2022 03:30","38234","37324"
"26.06.2022 03:30 - 26.06.2022 03:45","38187","37364"
"26.06.2022 03:45 - 26.06.2022 04:00","38202","37414"
"26.06.2022 04:00 - 26.06.2022 04:15","38186","37392"
"26.06.2022 04:15 - 26.06.2022 04:30","38174","37381"
"26.06.2022 04:30 - 26.06.2022 04:45","38240","37400"
"26.06.2022 04:45 - 26.06.2022 05:00","38115","37323"
"26.06.2022 05:00 - 26.06.2022 05:15","38195","37341"
"26.06.2022 05:15 - 26.06.2022 05:30","36454","36667"
"26.06.2022 05:30 - 26.06.2022 05:45","35941","36872"
"26.06.2022 05:45 - 26.06.2022 06:00","35920","37036"
"26.06.2022 06:00 - 26.06.2022 06:15","35417","37516"
"26.06.2022 06:15 - 26.06.2022 06:30","36178","37440"
"26.06.2022 06:30 - 26.06.2022 06:45","36751","37676"
"26.06.2022 06:45 - 26.06.2022 07:00","37376","38010"
"26.06.2022 07:00 - 26.06.2022 07:15","38224","38848"
"26.06.2022 07:15 - 26.06.2022 07:30","39020","39345"
"26.06.2022 07:30 - 26.06.2022 07:45","39852","39934"
"26.06.2022 07:45 - 26.06.2022 08:00","40591","40759"
"26.06.2022 08:00 - 26.06.2022 08:15","41660","41527"
"26.06.2022 08:15 - 26.06.2022 08:30","42681","42398"
"26.06.2022 08:30 - 26.06.2022 08:45","43569","43494"
"26.06.2022 08:45 - 26.06.2022 09:00","44469","44292"
"26.06.2022 09:00 - 26.06.2022 09:15","45159","45382"
"26.06.2022 09:15 - 26.06.2022 09:30","46151","45749"
"26.06.2022 09:30 - 26.06.2022 09:45","46957","46340"
"26.06.2022 09:45 - 26.06.2022 10:00","47810","46811"
"26.06.2022 10:00 - 26.06.2022 10:15","48530","47532"
"26.06.2022 10:15 - 26.06.2022 10:30","49160","47807"
"26.06.2022 10:30 - 26.06.2022 10:45","49729","48329"
"26.06.2022 10:45 - 26.06.2022 11:00","50116","48821"
"26.06.2022 11:00 - 26.06.2022 11:15","50985","49243"
"26.06.2022 11:15 - 26.06.2022 11:30","51607","49791"
"26.06.2022 11:30 - 26.06.2022 11:45","52083","50176"
"26.06.2022 11:45 - 26.06.2022 12:00","52070","50475"
"26.06.2022 12:00 - 26.06.2022 12:15","51895","50487"
"26.06.2022 12:15 - 26.06.2022 12:30","51709","50661"
"26.06.2022 12:30 - 26.06.2022 12:45","51541","50442"
"26.06.2022 12:45 - 26.06.2022 13:00","51448","50032"
"26.06.2022 13:00 - 26.06.2022 13:15","51252","49629"
"26.06.2022 13:15 - 26.06.2022 13:30","50709","49053"
"26.06.2022 13:30 - 26.06.2022 13:45","50461","48897"
"26.06.2022 13:45 - 26.06.2022 14:00","50109","48309"
"26.06.2022 14:00 - 26.06.2022 14:15","49767","48008"
"26.06.2022 14:15 - 26.06.2022 14:30","49786","47632"
"26.06.2022 14:30 - 26.06.2022 14:45","49638","47582"
"26.06.2022 14:45 - 26.06.2022 15:00","49254","47405"
"26.06.2022 15:00 - 26.06.2022 15:15","49014","47171"
"26.06.2022 15:15 - 26.06.2022 15:30","48945","46357"
"26.06.2022 15:30 - 26.06.2022 15:45","48712","46601"
"26.06.2022 15:45 - 26.06.2022 16:00","48510","46291"
"26.06.2022 16:00 - 26.06.2022 16:15","48333","46486"
"26.06.2022 16:15 - 26.06.2022 16:30","48258","46334"
"26.06.2022 16:30 - 26.06.2022 16:45","48254","46404"
"26.06.2022 16:45 - 26.06.2022 17:00","48438","46879"
"26.06.2022 17:00 - 26.06.2022 17:15","48681","47372"
"26.06.2022 17:15 - 26.06.2022 17:30","48843","47636"
"26.06.2022 17:30 - 26.06.2022 17:45","49233","47251"
"26.06.2022 17:45 - 26.06.2022 18:00","49526","47336"
"26.06.2022 18:00 - 26.06.2022 18:15","49803","47814"
"26.06.2022 18:15 - 26.06.2022 18:30","49857","47663"
"26.06.2022 18:30 - 26.06.2022 18:45","49903","47596"
"26.06.2022 18:45 - 26.06.2022 19:00","49964","47300"
"26.06.2022 19:00 - 26.06.2022 19:15","50067","47395"
"26.06.2022 19:15 - 26.06.2022 19:30","49624","47204"
"26.06.2022 19:30 - 26.06.2022 19:45","49605","47105"
"26.06.2022 19:45 - 26.06.2022 20:00","49299","47294"
"26.06.2022 20:00 - 26.06.2022 20:15","49091","47338"
"26.06.2022 20:15 - 26.06.2022 20:30","48709","47111"
"26.06.2022 20:30 - 26.06.2022 20:45","48279","46745"
"26.06.2022 20:45 - 26.06.2022 21:00","47762","46518"
"26.06.2022 21:00 - 26.06.2022 21:15","47782","46283"
"26.06.2022 21:15 - 26.06.2022 21:30","47764","46111"
"26.06.2022 21:30 - 26.06.2022 21:45","47958","45807"
"26.06.2022 21:45 - 26.06.2022 22:00","48141","46159"
"26.06.2022 22:00 - 26.06.2022 22:15","48314","46461"
"26.06.2022 22:15 - 26.06.2022 22:30","48130","46008"
"26.06.2022 22:30 - 26.06.2022 22:45","47638","45551"
"26.06.2022 22:45 - 26.06.2022 23:00","46965","44698"
"26.06.2022 23:00 - 26.06.2022 23:15","46226","43949"
"26.06.2022 23:15 - 26.06.2022 23:30","45508","43451"
"26.06.2022 23:30 - 26.06.2022 23:45","44961","42764"
"26.06.2022 23:45 - 27.06.2022 00:00","44231","42268"
"27.06.2022 00:00 - 27.06.2022 00:15","43714","41681"
"27.06.2022 00:15 - 27.06.2022 00:30","43631","41690"
"27.06.2022 00:30 - 27.06.2022 00:45","43280","41325"
"27.06.2022 00:45 - 27.06.2022 01:00","43020","40902"
"27.06.2022 01:00 - 27.06.2022 01:15","42788","40901"
"27.06.2022 01:15 - 27.06.2022 01:30","42534","41011"
"27.06.2022 01:30 - 27.06.2022 01:45","42231","41092"
"27.06.2022 01:45 - 27.06.2022 02:00","41924","40784"
"27.06.2022 02:00 - 27.06.2022 02:15","41795","40765"
"27.06.2022 02:15 - 27.06.2022 02:30","41648","40501"
"27.06.2022 02:30 - 27.06.2022 02:45","41582","40462"
"27.06.2022 02:45 - 27.06.2022 03:00","41561","40197"
"27.06.2022 03:00 - 27.06.2022 03:15","41580","40373"
"27.06.2022 03:15 - 27.06.2022 03:30","41725","40589"
