"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"01.01.2022 10:45 - 01.01.2022 11:00","46141","45640"
"01.01.2022 11:00 - 01.01.2022 11:15","46961","46342"
"01.01.2022 11:15 - 01.01.2022 11:30","47745","47077"
"01.01.2022 11:30 - 01.01.2022 11:45","48702","47689"
"01.01.2022 11:45 - 01.01.2022 12:00","48665","47699"
"01.01.2022 12:00 - 01.01.2022 12:15","49010","47772"
"01.01.2022 12:15 - 01.01.2022 12:30","49061","47826"
"01.01.2022 12:30 - 01.01.2022 12:45","48875","48213"
"01.01.2022 12:45 - 01.01.2022 13:00","48918","47389"
"01.01.2022 13:00 - 01.01.2022 13:15","48290","47043"
"01.01.2022 13:15 - 01.01.2022 13:30","47719","46729"
"01.01.2022 13:30 - 01.01.2022 13:45","47476","46853"
"01.01.2022 13:45 - 01.01.2022 14:00","47235","46849"
"01.01.2022 14:00 - 01.01.2022 14:15","46855","46382"
"01.01.2022 14:15 - 01.01.2022 14:30","46450","46153"
"01.01.2022 14:30 - 01.01.2022 14:45","46311","46116"
"01.01.2022 14:45 - 01.01.2022 15:00","46052","46121"
"01.01.2022 15:00 - 01.01.2022 15:15","46208","46188"
"01.01.2022 15:15 - 01.01.2022 15:30","46116","45988"
"01.01.2022 15:30 - 01.01.2022 15:45","46100","46064"
"01.01.2022 15:45 - 01.01.2022 16:00","46808","46328"
"01.01.2022 16:00 - 01.01.2022 16:15","46855","47045"
"01.01.2022 16:15 - 01.01.2022 16:30","47423","47704"
"01.01.2022 16:30 - 01.01.2022 16:45","48582","48764"
"01.01.2022 16:45 - 01.01.2022 17:00","49761","49969"
"01.01.2022 17:00 - 01.01.2022 17:15","50571","51194"
"01.01.2022 17:15 - 01.01.2022 17:30","51203","51895"
"01.01.2022 17:30 - 01.01.2022 17:45","51583","52570"
"01.01.2022 17:45 - 01.01.2022 18:00","51844","52833"
"01.01.2022 18:00 - 01.01.2022 18:15","52208","53120"
"01.01.2022 18:15 - 01.01.2022 18:30","52401","53307"
"01.01.2022 18:30 - 01.01.2022 18:45","52454","53097"
"01.01.2022 18:45 - 01.01.2022 19:00","52027","52922"
"01.01.2022 19:00 - 01.01.2022 19:15","51792","52651"
"01.01.2022 19:15 - 01.01.2022 19:30","50851","52393"
"01.01.2022 19:30 - 01.01.2022 19:45","50997","52047"
"01.01.2022 19:45 - 01.01.2022 20:00","50277","51428"
"01.01.2022 20:00 - 01.01.2022 20:15","49592","51081"
"01.01.2022 20:15 - 01.01.2022 20:30","49080","50457"
"01.01.2022 20:30 - 01.01.2022 20:45","48589","49833"
"01.01.2022 20:45 - 01.01.2022 21:00","47926","49324"
"01.01.2022 21:00 - 01.01.2022 21:15","47655","48978"
"01.01.2022 21:15 - 01.01.2022 21:30","47586","48463"
"01.01.2022 21:30 - 01.01.2022 21:45","47535","48445"
"01.01.2022 21:45 - 01.01.2022 22:00","47313","48209"
"01.01.2022 22:00 - 01.01.2022 22:15","47587","48571"
"01.01.2022 22:15 - 01.01.2022 22:30","47261","48276"
"01.01.2022 22:30 - 01.01.2022 22:45","46863","47776"
"01.01.2022 22:45 - 01.01.2022 23:00","46325","47193"
"01.01.2022 23:00 - 01.01.2022 23:15","45709","46331"
"01.01.2022 23:15 - 01.01.2022 23:30","45085","45719"
"01.01.2022 23:30 - 01.01.2022 23:45","44185","45115"
"01.01.2022 23:45 - 02.01.2022 00:00","43407","44132"
"02.01.2022 00:00 - 02.01.2022 00:15","46070","43332"
"02.01.2022 00:15 - 02.01.2022 00:30","45834","43119"
"02.01.2022 00:30 - 02.01.2022 00:45","45392","43260"
"02.01.2022 00:45 - 02.01.2022 01:00","45067","42680"
"02.01.2022 01:00 - 02.01.2022 01:15","44894","42634"
"02.01.2022 01:15 - 02.01.2022 01:30","44486","41874"
"02.01.2022 01:30 - 02.01.2022 01:45","44383","41473"
"02.01.2022 01:45 - 02.01.2022 02:00","44218","41594"
"02.01.2022 02:00 - 02.01.2022 02:15","44160","41492"
"02.01.2022 02:15 - 02.01.2022 02:30","44224","41185"
"02.01.2022 02:30 - 02.01.2022 02:45","44041","41083"
"02.01.2022 02:45 - 02.01.2022 03:00","44071","40900"
"02.01.2022 03:00 - 02.01.2022 03:15","43955","40822"
"02.01.2022 03:15 - 02.01.2022 03:30","43946","40848"
"02.01.2022 03:30 - 02.01.2022 03:45","43926","40962"
"02.01.2022 03:45 - 02.01.2022 04:00","44064","41102"
"02.01.2022 04:00 - 02.01.2022 04:15","44364","41308"
"02.01.2022 04:15 - 02.01.2022 04:30","44571","40873"
"02.01.2022 04:30 - 02.01.2022 04:45","44712","41106"
"02.01.2022 04:45 - 02.01.2022 05:00","44705","41155"
"02.01.2022 05:00 - 02.01.2022 05:15","44541","41348"
"02.01.2022 05:15 - 02.01.2022 05:30","44343","41013"
"02.01.2022 05:30 - 02.01.2022 05:45","44323","41113"
"02.01.2022 05:45 - 02.01.2022 06:00","44464","41133"
"02.01.2022 06:00 - 02.01.2022 06:15","43973","40715"
"02.01.2022 06:15 - 02.01.2022 06:30","44072","40633"
"02.01.2022 06:30 - 02.01.2022 06:45","44031","40775"
"02.01.2022 06:45 - 02.01.2022 07:00","44178","41139"
"02.01.2022 07:00 - 02.01.2022 07:15","44016","41726"
"02.01.2022 07:15 - 02.01.2022 07:30","44493","42322"
"02.01.2022 07:30 - 02.01.2022 07:45","45153","42993"
"02.01.2022 07:45 - 02.01.2022 08:00","45729","43700"
"02.01.2022 08:00 - 02.01.2022 08:15","46315","44645"
"02.01.2022 08:15 - 02.01.2022 08:30","46862","45426"
"02.01.2022 08:30 - 02.01.2022 08:45","47787","46322"
"02.01.2022 08:45 - 02.01.2022 09:00","48809","47074"
"02.01.2022 09:00 - 02.01.2022 09:15","49792","48180"
"02.01.2022 09:15 - 02.01.2022 09:30","50846","48677"
"02.01.2022 09:30 - 02.01.2022 09:45","51338","48947"
"02.01.2022 09:45 - 02.01.2022 10:00","51929","49425"
"02.01.2022 10:00 - 02.01.2022 10:15","52541","50325"
"02.01.2022 10:15 - 02.01.2022 10:30","53142","50517"
"02.01.2022 10:30 - 02.01.2022 10:45","53525","51402"
"02.01.2022 10:45 - 02.01.2022 11:00","53963","52054"
"02.01.2022 11:00 - 02.01.2022 11:15","54798","53047"
"02.01.2022 11:15 - 02.01.2022 11:30","55441","54158"
"02.01.2022 11:30 - 02.01.2022 11:45","55855","54663"
"02.01.2022 11:45 - 02.01.2022 12:00","55779","54772"
"02.01.2022 12:00 - 02.01.2022 12:15","55953","55291"
"02.01.2022 12:15 - 02.01.2022 12:30","55736","55182"
"02.01.2022 12:30 - 02.01.2022 12:45","55422","55053"
"02.01.2022 12:45 - 02.01.2022 13:00","55283","54753"
"02.01.2022 13:00 - 02.01.2022 13:15","55203","54227"
"02.01.2022 13:15 - 02.01.2022 13:30","54840","53851"
"02.01.2022 13:30 - 02.01.2022 13:45","54506","53551"
"02.01.2022 13:45 - 02.01.2022 14:00","54237","53757"
"02.01.2022 14:00 - 02.01.2022 14:15","54099","53492"
"02.01.2022 14:15 - 02.01.2022 14:30","53821","53264"
"02.01.2022 14:30 - 02.01.2022 14:45","53634","53001"
"02.01.2022 14:45 - 02.01.2022 15:00","53224","53008"
"02.01.2022 15:00 - 02.01.2022 15:15","53282","53593"
"02.01.2022 15:15 - 02.01.2022 15:30","53033","53574"
"02.01.2022 15:30 - 02.01.2022 15:45","52869","53803"
"02.01.2022 15:45 - 02.01.2022 16:00","53111","53976"
"02.01.2022 16:00 - 02.01.2022 16:15","53319","55038"
"02.01.2022 16:15 - 02.01.2022 16:30","53740","55576"
"02.01.2022 16:30 - 02.01.2022 16:45","54672","56136"
"02.01.2022 16:45 - 02.01.2022 17:00","55704","57393"
"02.01.2022 17:00 - 02.01.2022 17:15","56722","58502"
"02.01.2022 17:15 - 02.01.2022 17:30","57070","59009"
"02.01.2022 17:30 - 02.01.2022 17:45","57494","59458"
"02.01.2022 17:45 - 02.01.2022 18:00","57761","59567"
"02.01.2022 18:00 - 02.01.2022 18:15","58172","59349"
"02.01.2022 18:15 - 02.01.2022 18:30","58371","59342"
"02.01.2022 18:30 - 02.01.2022 18:45","58506","59461"
"02.01.2022 18:45 - 02.01.2022 19:00","58323","59112"
"02.01.2022 19:00 - 02.01.2022 19:15","58390","58590"
"02.01.2022 19:15 - 02.01.2022 19:30","58128","58175"
"02.01.2022 19:30 - 02.01.2022 19:45","57680","57805"
"02.01.2022 19:45 - 02.01.2022 20:00","57202","57038"
"02.01.2022 20:00 - 02.01.2022 20:15","56942","56386"
"02.01.2022 20:15 - 02.01.2022 20:30","56448","55682"
"02.01.2022 20:30 - 02.01.2022 20:45","55600","54946"
"02.01.2022 20:45 - 02.01.2022 21:00","55025","54239"
"02.01.2022 21:00 - 02.01.2022 21:15","54649","53619"
"02.01.2022 21:15 - 02.01.2022 21:30","54370","53194"
"02.01.2022 21:30 - 02.01.2022 21:45","54064","52733"
"02.01.2022 21:45 - 02.01.2022 22:00","54004","52295"
"02.01.2022 22:00 - 02.01.2022 22:15","54588","52509"
"02.01.2022 22:15 - 02.01.2022 22:30","54202","51988"
"02.01.2022 22:30 - 02.01.2022 22:45","53563","51128"
"02.01.2022 22:45 - 02.01.2022 23:00","52837","50077"
"02.01.2022 23:00 - 02.01.2022 23:15","51882","49469"
"02.01.2022 23:15 - 02.01.2022 23:30","51423","48527"
"02.01.2022 23:30 - 02.01.2022 23:45","50767","48044"
"02.01.2022 23:45 - 03.01.2022 00:00","50351","47298"
"03.01.2022 00:00 - 03.01.2022 00:15","49917","46396"
"03.01.2022 00:15 - 03.01.2022 00:30","49309","46081"
"03.01.2022 00:30 - 03.01.2022 00:45","48825","45714"
"03.01.2022 00:45 - 03.01.2022 01:00","48264","45070"
"03.01.2022 01:00 - 03.01.2022 01:15","47919","44693"
"03.01.2022 01:15 - 03.01.2022 01:30","47504","44133"
"03.01.2022 01:30 - 03.01.2022 01:45","47177","43986"
"03.01.2022 01:45 - 03.01.2022 02:00","46900","43416"
"03.01.2022 02:00 - 03.01.2022 02:15","46771","43104"
"03.01.2022 02:15 - 03.01.2022 02:30","46839","42852"
"03.01.2022 02:30 - 03.01.2022 02:45","46729","43012"
"03.01.2022 02:45 - 03.01.2022 03:00","46743","42957"
"03.01.2022 03:00 - 03.01.2022 03:15","46860","43357"
"03.01.2022 03:15 - 03.01.2022 03:30","47001","43251"
"03.01.2022 03:30 - 03.01.2022 03:45","47271","43516"
"03.01.2022 03:45 - 03.01.2022 04:00","47500","43934"
"03.01.2022 04:00 - 03.01.2022 04:15","48123","44283"
"03.01.2022 04:15 - 03.01.2022 04:30","48392","44504"
"03.01.2022 04:30 - 03.01.2022 04:45","48690","45043"
"03.01.2022 04:45 - 03.01.2022 05:00","49295","46130"
"03.01.2022 05:00 - 03.01.2022 05:15","50318","47656"
"03.01.2022 05:15 - 03.01.2022 05:30","50700","48289"
"03.01.2022 05:30 - 03.01.2022 05:45","51842","48898"
"03.01.2022 05:45 - 03.01.2022 06:00","53105","50443"
"03.01.2022 06:00 - 03.01.2022 06:15","54867","53333"
"03.01.2022 06:15 - 03.01.2022 06:30","56330","55044"
"03.01.2022 06:30 - 03.01.2022 06:45","57691","56902"
"03.01.2022 06:45 - 03.01.2022 07:00","58987","58494"
"03.01.2022 07:00 - 03.01.2022 07:15","60645","60367"
"03.01.2022 07:15 - 03.01.2022 07:30","61364","61642"
"03.01.2022 07:30 - 03.01.2022 07:45","62099","62729"
"03.01.2022 07:45 - 03.01.2022 08:00","62796","64025"
"03.01.2022 08:00 - 03.01.2022 08:15","63814","64949"
"03.01.2022 08:15 - 03.01.2022 08:30","64090","65551"
"03.01.2022 08:30 - 03.01.2022 08:45","64392","65962"
"03.01.2022 08:45 - 03.01.2022 09:00","64840","66391"
"03.01.2022 09:00 - 03.01.2022 09:15","64757","66765"
"03.01.2022 09:15 - 03.01.2022 09:30","65480","66912"
"03.01.2022 09:30 - 03.01.2022 09:45","65930","67296"
"03.01.2022 09:45 - 03.01.2022 10:00","65905","67577"
"03.01.2022 10:00 - 03.01.2022 10:15","65576","68039"
"03.01.2022 10:15 - 03.01.2022 10:30","65559","68599"
"03.01.2022 10:30 - 03.01.2022 10:45","65927","68840"
"03.01.2022 10:45 - 03.01.2022 11:00","66319","68858"
"03.01.2022 11:00 - 03.01.2022 11:15","66833","69364"
"03.01.2022 11:15 - 03.01.2022 11:30","67265","70118"
"03.01.2022 11:30 - 03.01.2022 11:45","67618","70535"
"03.01.2022 11:45 - 03.01.2022 12:00","67561","70713"
"03.01.2022 12:00 - 03.01.2022 12:15","67682","70929"
"03.01.2022 12:15 - 03.01.2022 12:30","67667","70837"
"03.01.2022 12:30 - 03.01.2022 12:45","67533","70824"
"03.01.2022 12:45 - 03.01.2022 13:00","67734","70647"
"03.01.2022 13:00 - 03.01.2022 13:15","67457","70720"
"03.01.2022 13:15 - 03.01.2022 13:30","67044","70200"
"03.01.2022 13:30 - 03.01.2022 13:45","66618","69745"
"03.01.2022 13:45 - 03.01.2022 14:00","66161","69297"
"03.01.2022 14:00 - 03.01.2022 14:15","65893","69008"
"03.01.2022 14:15 - 03.01.2022 14:30","65811","68996"
"03.01.2022 14:30 - 03.01.2022 14:45","65508","68892"
"03.01.2022 14:45 - 03.01.2022 15:00","65038","68925"
"03.01.2022 15:00 - 03.01.2022 15:15","65071","68605"
"03.01.2022 15:15 - 03.01.2022 15:30","64873","68153"
"03.01.2022 15:30 - 03.01.2022 15:45","64518","67743"
"03.01.2022 15:45 - 03.01.2022 16:00","64557","67486"
"03.01.2022 16:00 - 03.01.2022 16:15","64940","67956"
"03.01.2022 16:15 - 03.01.2022 16:30","65289","68194"
"03.01.2022 16:30 - 03.01.2022 16:45","65865","68924"
"03.01.2022 16:45 - 03.01.2022 17:00","66580","69670"
"03.01.2022 17:00 - 03.01.2022 17:15","67371","70425"
"03.01.2022 17:15 - 03.01.2022 17:30","67652","70998"
"03.01.2022 17:30 - 03.01.2022 17:45","67782","71318"
"03.01.2022 17:45 - 03.01.2022 18:00","67750","71627"
"03.01.2022 18:00 - 03.01.2022 18:15","67721","71246"
"03.01.2022 18:15 - 03.01.2022 18:30","67601","71069"
"03.01.2022 18:30 - 03.01.2022 18:45","67435","70833"
"03.01.2022 18:45 - 03.01.2022 19:00","67465","70257"
"03.01.2022 19:00 - 03.01.2022 19:15","67433","69915"
"03.01.2022 19:15 - 03.01.2022 19:30","66966","69132"
"03.01.2022 19:30 - 03.01.2022 19:45","66568","68442"
"03.01.2022 19:45 - 03.01.2022 20:00","66241","67842"
"03.01.2022 20:00 - 03.01.2022 20:15","65582","66621"
"03.01.2022 20:15 - 03.01.2022 20:30","65105","65275"
"03.01.2022 20:30 - 03.01.2022 20:45","64105","64056"
"03.01.2022 20:45 - 03.01.2022 21:00","63327","63018"
"03.01.2022 21:00 - 03.01.2022 21:15","63188","62115"
"03.01.2022 21:15 - 03.01.2022 21:30","62721","61292"
"03.01.2022 21:30 - 03.01.2022 21:45","61943","60324"
"03.01.2022 21:45 - 03.01.2022 22:00","61306","59889"
"03.01.2022 22:00 - 03.01.2022 22:15","61180","59690"
"03.01.2022 22:15 - 03.01.2022 22:30","60464","58649"
"03.01.2022 22:30 - 03.01.2022 22:45","59351","57452"
"03.01.2022 22:45 - 03.01.2022 23:00","58538","56416"
"03.01.2022 23:00 - 03.01.2022 23:15","57336","55454"
"03.01.2022 23:15 - 03.01.2022 23:30","56516","54649"
"03.01.2022 23:30 - 03.01.2022 23:45","55789","53844"
"03.01.2022 23:45 - 04.01.2022 00:00","55395","53130"
"04.01.2022 00:00 - 04.01.2022 00:15","54698","52094"
"04.01.2022 00:15 - 04.01.2022 00:30","54039","51584"
"04.01.2022 00:30 - 04.01.2022 00:45","53562","50902"
"04.01.2022 00:45 - 04.01.2022 01:00","52811","50184"
"04.01.2022 01:00 - 04.01.2022 01:15","52209","49388"
"04.01.2022 01:15 - 04.01.2022 01:30","51877","48955"
"04.01.2022 01:30 - 04.01.2022 01:45","51632","48749"
"04.01.2022 01:45 - 04.01.2022 02:00","51352","48562"
"04.01.2022 02:00 - 04.01.2022 02:15","51089","48099"
"04.01.2022 02:15 - 04.01.2022 02:30","51128","48147"
"04.01.2022 02:30 - 04.01.2022 02:45","51045","48087"
"04.01.2022 02:45 - 04.01.2022 03:00","50983","48095"
"04.01.2022 03:00 - 04.01.2022 03:15","50908","48445"
"04.01.2022 03:15 - 04.01.2022 03:30","51162","48467"
"04.01.2022 03:30 - 04.01.2022 03:45","51352","48542"
"04.01.2022 03:45 - 04.01.2022 04:00","51492","48853"
"04.01.2022 04:00 - 04.01.2022 04:15","51948","49149"
"04.01.2022 04:15 - 04.01.2022 04:30","52173","49538"
"04.01.2022 04:30 - 04.01.2022 04:45","52426","50173"
"04.01.2022 04:45 - 04.01.2022 05:00","52994","50686"
"04.01.2022 05:00 - 04.01.2022 05:15","53811","51437"
"04.01.2022 05:15 - 04.01.2022 05:30","54379","52048"
"04.01.2022 05:30 - 04.01.2022 05:45","55279","52931"
"04.01.2022 05:45 - 04.01.2022 06:00","56296","54179"
"04.01.2022 06:00 - 04.01.2022 06:15","57763","56455"
"04.01.2022 06:15 - 04.01.2022 06:30","59055","57794"
"04.01.2022 06:30 - 04.01.2022 06:45","60092","58720"
"04.01.2022 06:45 - 04.01.2022 07:00","61046","59947"
"04.01.2022 07:00 - 04.01.2022 07:15","62352","61713"
"04.01.2022 07:15 - 04.01.2022 07:30","63370","62574"
"04.01.2022 07:30 - 04.01.2022 07:45","64352","63699"
"04.01.2022 07:45 - 04.01.2022 08:00","65046","64940"
"04.01.2022 08:00 - 04.01.2022 08:15","66174","66006"
"04.01.2022 08:15 - 04.01.2022 08:30","66659","66767"
"04.01.2022 08:30 - 04.01.2022 08:45","67033","67030"
"04.01.2022 08:45 - 04.01.2022 09:00","67522","67263"
"04.01.2022 09:00 - 04.01.2022 09:15","67506","67688"
"04.01.2022 09:15 - 04.01.2022 09:30","68039","68050"
"04.01.2022 09:30 - 04.01.2022 09:45","68566","68284"
"04.01.2022 09:45 - 04.01.2022 10:00","68538","68603"
"04.01.2022 10:00 - 04.01.2022 10:15","68147","68499"
"04.01.2022 10:15 - 04.01.2022 10:30","68300","68879"
"04.01.2022 10:30 - 04.01.2022 10:45","68430","69018"
"04.01.2022 10:45 - 04.01.2022 11:00","68816","69475"
"04.01.2022 11:00 - 04.01.2022 11:15","68969","69539"
"04.01.2022 11:15 - 04.01.2022 11:30","69367","70069"
"04.01.2022 11:30 - 04.01.2022 11:45","69771","70462"
"04.01.2022 11:45 - 04.01.2022 12:00","69900","70749"
"04.01.2022 12:00 - 04.01.2022 12:15","69946","70840"
"04.01.2022 12:15 - 04.01.2022 12:30","69733","70645"
"04.01.2022 12:30 - 04.01.2022 12:45","69812","70441"
"04.01.2022 12:45 - 04.01.2022 13:00","69850","70100"
"04.01.2022 13:00 - 04.01.2022 13:15","69694","70114"
"04.01.2022 13:15 - 04.01.2022 13:30","69141","69515"
"04.01.2022 13:30 - 04.01.2022 13:45","68600","69199"
"04.01.2022 13:45 - 04.01.2022 14:00","68190","68872"
"04.01.2022 14:00 - 04.01.2022 14:15","68010","69003"
"04.01.2022 14:15 - 04.01.2022 14:30","67882","68766"
"04.01.2022 14:30 - 04.01.2022 14:45","67572","68860"
"04.01.2022 14:45 - 04.01.2022 15:00","67180","68732"
"04.01.2022 15:00 - 04.01.2022 15:15","67034","68499"
"04.01.2022 15:15 - 04.01.2022 15:30","66737","68483"
"04.01.2022 15:30 - 04.01.2022 15:45","66386","68494"
"04.01.2022 15:45 - 04.01.2022 16:00","66329","68747"
"04.01.2022 16:00 - 04.01.2022 16:15","66608","69009"
"04.01.2022 16:15 - 04.01.2022 16:30","66895","69209"
"04.01.2022 16:30 - 04.01.2022 16:45","67472","69364"
"04.01.2022 16:45 - 04.01.2022 17:00","68180","69897"
"04.01.2022 17:00 - 04.01.2022 17:15","68895","70100"
"04.01.2022 17:15 - 04.01.2022 17:30","69342","70726"
"04.01.2022 17:30 - 04.01.2022 17:45","69480","71252"
"04.01.2022 17:45 - 04.01.2022 18:00","69529","71299"
"04.01.2022 18:00 - 04.01.2022 18:15","69560","70762"
"04.01.2022 18:15 - 04.01.2022 18:30","69460","70682"
"04.01.2022 18:30 - 04.01.2022 18:45","69102","70498"
"04.01.2022 18:45 - 04.01.2022 19:00","69170","70209"
"04.01.2022 19:00 - 04.01.2022 19:15","68970","69996"
"04.01.2022 19:15 - 04.01.2022 19:30","68474","69299"
"04.01.2022 19:30 - 04.01.2022 19:45","67973","68891"
"04.01.2022 19:45 - 04.01.2022 20:00","67567","68102"
"04.01.2022 20:00 - 04.01.2022 20:15","66717","66909"
"04.01.2022 20:15 - 04.01.2022 20:30","66354","65713"
"04.01.2022 20:30 - 04.01.2022 20:45","65477","64826"
"04.01.2022 20:45 - 04.01.2022 21:00","64581","63760"
"04.01.2022 21:00 - 04.01.2022 21:15","64364","63348"
"04.01.2022 21:15 - 04.01.2022 21:30","63924","62518"
"04.01.2022 21:30 - 04.01.2022 21:45","63191","61760"
"04.01.2022 21:45 - 04.01.2022 22:00","62565","60906"
"04.01.2022 22:00 - 04.01.2022 22:15","62418","60457"
"04.01.2022 22:15 - 04.01.2022 22:30","61823","59649"
"04.01.2022 22:30 - 04.01.2022 22:45","60813","58702"
"04.01.2022 22:45 - 04.01.2022 23:00","59922","57907"
"04.01.2022 23:00 - 04.01.2022 23:15","58630","57133"
"04.01.2022 23:15 - 04.01.2022 23:30","57831","55910"
"04.01.2022 23:30 - 04.01.2022 23:45","57101","55072"
"04.01.2022 23:45 - 05.01.2022 00:00","56572","54321"
"05.01.2022 00:00 - 05.01.2022 00:15","55357","53754"
"05.01.2022 00:15 - 05.01.2022 00:30","54723","53336"
"05.01.2022 00:30 - 05.01.2022 00:45","54207","52603"
"05.01.2022 00:45 - 05.01.2022 01:00","53692","52088"
"05.01.2022 01:00 - 05.01.2022 01:15","53412","51804"
"05.01.2022 01:15 - 05.01.2022 01:30","53145","51105"
"05.01.2022 01:30 - 05.01.2022 01:45","52927","50689"
"05.01.2022 01:45 - 05.01.2022 02:00","52925","50388"
"05.01.2022 02:00 - 05.01.2022 02:15","52803","50063"
"05.01.2022 02:15 - 05.01.2022 02:30","52808","49879"
"05.01.2022 02:30 - 05.01.2022 02:45","52754","50076"
"05.01.2022 02:45 - 05.01.2022 03:00","52746","50297"
"05.01.2022 03:00 - 05.01.2022 03:15","52757","50690"
"05.01.2022 03:15 - 05.01.2022 03:30","52977","50975"
"05.01.2022 03:30 - 05.01.2022 03:45","53238","51327"
"05.01.2022 03:45 - 05.01.2022 04:00","53368","51316"
"05.01.2022 04:00 - 05.01.2022 04:15","53288","52097"
"05.01.2022 04:15 - 05.01.2022 04:30","53234","52421"
"05.01.2022 04:30 - 05.01.2022 04:45","53718","52797"
"05.01.2022 04:45 - 05.01.2022 05:00","54216","53480"
"05.01.2022 05:00 - 05.01.2022 05:15","54737","54645"
"05.01.2022 05:15 - 05.01.2022 05:30","55263","55263"
"05.01.2022 05:30 - 05.01.2022 05:45","55997","56566"
"05.01.2022 05:45 - 05.01.2022 06:00","56858","57639"
"05.01.2022 06:00 - 05.01.2022 06:15","58240","59744"
"05.01.2022 06:15 - 05.01.2022 06:30","59433","61523"
"05.01.2022 06:30 - 05.01.2022 06:45","60508","62774"
"05.01.2022 06:45 - 05.01.2022 07:00","61457","63865"
"05.01.2022 07:00 - 05.01.2022 07:15","62453","65820"
"05.01.2022 07:15 - 05.01.2022 07:30","65608","67099"
"05.01.2022 07:30 - 05.01.2022 07:45","66559","68292"
"05.01.2022 07:45 - 05.01.2022 08:00","67567","69281"
"05.01.2022 08:00 - 05.01.2022 08:15","69255","70382"
"05.01.2022 08:15 - 05.01.2022 08:30","69115","70830"
"05.01.2022 08:30 - 05.01.2022 08:45","69610","71153"
"05.01.2022 08:45 - 05.01.2022 09:00","69965","71493"
"05.01.2022 09:00 - 05.01.2022 09:15","70262","71977"
"05.01.2022 09:15 - 05.01.2022 09:30","70692","72323"
"05.01.2022 09:30 - 05.01.2022 09:45","71225","72567"
"05.01.2022 09:45 - 05.01.2022 10:00","71502","72836"
"05.01.2022 10:00 - 05.01.2022 10:15","71340","73018"
"05.01.2022 10:15 - 05.01.2022 10:30","71764","73215"
"05.01.2022 10:30 - 05.01.2022 10:45","72189","73807"
"05.01.2022 10:45 - 05.01.2022 11:00","72651","74099"
"05.01.2022 11:00 - 05.01.2022 11:15","72719","74876"
"05.01.2022 11:15 - 05.01.2022 11:30","73438","75100"
"05.01.2022 11:30 - 05.01.2022 11:45","73702","75373"
"05.01.2022 11:45 - 05.01.2022 12:00","73721","75236"
"05.01.2022 12:00 - 05.01.2022 12:15","73797","75163"
