"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"01.02.2023 11:30 - 01.02.2023 11:45","74287","70931"
"01.02.2023 11:45 - 01.02.2023 12:00","74249","70948"
"01.02.2023 12:00 - 01.02.2023 12:15","73914","70481"
"01.02.2023 12:15 - 01.02.2023 12:30","73669","70165"
"01.02.2023 12:30 - 01.02.2023 12:45","73780","70325"
"01.02.2023 12:45 - 01.02.2023 13:00","73658","70244"
"01.02.2023 13:00 - 01.02.2023 13:15","73642","69881"
"01.02.2023 13:15 - 01.02.2023 13:30","73273","69663"
"01.02.2023 13:30 - 01.02.2023 13:45","72842","69137"
"01.02.2023 13:45 - 01.02.2023 14:00","72071","68742"
"01.02.2023 14:00 - 01.02.2023 14:15","71471","68344"
"01.02.2023 14:15 - 01.02.2023 14:30","71483","68098"
"01.02.2023 14:30 - 01.02.2023 14:45","71355","67888"
"01.02.2023 14:45 - 01.02.2023 15:00","70955","68140"
"01.02.2023 15:00 - 01.02.2023 15:15","70885","68981"
"01.02.2023 15:15 - 01.02.2023 15:30","70424","68827"
"01.02.2023 15:30 - 01.02.2023 15:45","70266","68637"
"01.02.2023 15:45 - 01.02.2023 16:00","69860","67952"
"01.02.2023 16:00 - 01.02.2023 16:15","69751","68236"
"01.02.2023 16:15 - 01.02.2023 16:30","69616","67968"
"01.02.2023 16:30 - 01.02.2023 16:45","69514","67865"
"01.02.2023 16:45 - 01.02.2023 17:00","69501","68200"
"01.02.2023 17:00 - 01.02.2023 17:15","70156","68715"
"01.02.2023 17:15 - 01.02.2023 17:30","70767","69703"
"01.02.2023 17:30 - 01.02.2023 17:45","71360","70537"
"01.02.2023 17:45 - 01.02.2023 18:00","71953","71651"
"01.02.2023 18:00 - 01.02.2023 18:15","72282","71588"
"01.02.2023 18:15 - 01.02.2023 18:30","72287","71566"
"01.02.2023 18:30 - 01.02.2023 18:45","72183","71526"
"01.02.2023 18:45 - 01.02.2023 19:00","71842","70897"
"01.02.2023 19:00 - 01.02.2023 19:15","71179","69873"
"01.02.2023 19:15 - 01.02.2023 19:30","70438","69326"
"01.02.2023 19:30 - 01.02.2023 19:45","69924","68850"
"01.02.2023 19:45 - 01.02.2023 20:00","69099","68097"
"01.02.2023 20:00 - 01.02.2023 20:15","67778","67158"
"01.02.2023 20:15 - 01.02.2023 20:30","66984","66360"
"01.02.2023 20:30 - 01.02.2023 20:45","66148","65586"
"01.02.2023 20:45 - 01.02.2023 21:00","65191","64443"
"01.02.2023 21:00 - 01.02.2023 21:15","64414","63602"
"01.02.2023 21:15 - 01.02.2023 21:30","63718","63170"
"01.02.2023 21:30 - 01.02.2023 21:45","62891","62352"
"01.02.2023 21:45 - 01.02.2023 22:00","61937","61278"
"01.02.2023 22:00 - 01.02.2023 22:15","61674","60749"
"01.02.2023 22:15 - 01.02.2023 22:30","61139","59894"
"01.02.2023 22:30 - 01.02.2023 22:45","60261","58537"
"01.02.2023 22:45 - 01.02.2023 23:00","59353","57535"
"01.02.2023 23:00 - 01.02.2023 23:15","58478","57031"
"01.02.2023 23:15 - 01.02.2023 23:30","57688","56193"
"01.02.2023 23:30 - 01.02.2023 23:45","57020","55530"
"01.02.2023 23:45 - 02.02.2023 00:00","56291","54422"
"02.02.2023 00:00 - 02.02.2023 00:15","55584","54523"
"02.02.2023 00:15 - 02.02.2023 00:30","55079","53788"
"02.02.2023 00:30 - 02.02.2023 00:45","54517","53128"
"02.02.2023 00:45 - 02.02.2023 01:00","54022","52976"
"02.02.2023 01:00 - 02.02.2023 01:15","53394","52548"
"02.02.2023 01:15 - 02.02.2023 01:30","53153","52374"
"02.02.2023 01:30 - 02.02.2023 01:45","52851","51964"
"02.02.2023 01:45 - 02.02.2023 02:00","52776","51442"
"02.02.2023 02:00 - 02.02.2023 02:15","52380","51145"
"02.02.2023 02:15 - 02.02.2023 02:30","52230","50903"
"02.02.2023 02:30 - 02.02.2023 02:45","52372","51244"
"02.02.2023 02:45 - 02.02.2023 03:00","52362","51244"
"02.02.2023 03:00 - 02.02.2023 03:15","52558","51270"
"02.02.2023 03:15 - 02.02.2023 03:30","52643","51266"
"02.02.2023 03:30 - 02.02.2023 03:45","52683","51411"
"02.02.2023 03:45 - 02.02.2023 04:00","52848","51512"
"02.02.2023 04:00 - 02.02.2023 04:15","53069","52280"
"02.02.2023 04:15 - 02.02.2023 04:30","53452","52611"
"02.02.2023 04:30 - 02.02.2023 04:45","53914","53012"
"02.02.2023 04:45 - 02.02.2023 05:00","54484","53084"
"02.02.2023 05:00 - 02.02.2023 05:15","55351","54441"
"02.02.2023 05:15 - 02.02.2023 05:30","55956","54707"
"02.02.2023 05:30 - 02.02.2023 05:45","56999","55518"
"02.02.2023 05:45 - 02.02.2023 06:00","58566","56984"
"02.02.2023 06:00 - 02.02.2023 06:15","60801","59505"
"02.02.2023 06:15 - 02.02.2023 06:30","62571","61403"
"02.02.2023 06:30 - 02.02.2023 06:45","64013","62727"
"02.02.2023 06:45 - 02.02.2023 07:00","65206","64298"
"02.02.2023 07:00 - 02.02.2023 07:15","66904","65980"
"02.02.2023 07:15 - 02.02.2023 07:30","67326","66825"
"02.02.2023 07:30 - 02.02.2023 07:45","68169","67383"
"02.02.2023 07:45 - 02.02.2023 08:00","68926","67798"
"02.02.2023 08:00 - 02.02.2023 08:15","69475","68804"
"02.02.2023 08:15 - 02.02.2023 08:30","69808","69242"
"02.02.2023 08:30 - 02.02.2023 08:45","70079","69465"
"02.02.2023 08:45 - 02.02.2023 09:00","70352","69418"
"02.02.2023 09:00 - 02.02.2023 09:15","70201","69805"
"02.02.2023 09:15 - 02.02.2023 09:30","70438","69921"
"02.02.2023 09:30 - 02.02.2023 09:45","70624","70184"
"02.02.2023 09:45 - 02.02.2023 10:00","70974","70265"
"02.02.2023 10:00 - 02.02.2023 10:15","71175","70600"
"02.02.2023 10:15 - 02.02.2023 10:30","71493","70558"
"02.02.2023 10:30 - 02.02.2023 10:45","71841","70529"
"02.02.2023 10:45 - 02.02.2023 11:00","72086","70492"
"02.02.2023 11:00 - 02.02.2023 11:15","72378","70843"
"02.02.2023 11:15 - 02.02.2023 11:30","72710","71194"
"02.02.2023 11:30 - 02.02.2023 11:45","73026","71677"
"02.02.2023 11:45 - 02.02.2023 12:00","73090","71800"
"02.02.2023 12:00 - 02.02.2023 12:15","72808","71747"
"02.02.2023 12:15 - 02.02.2023 12:30","72533","71381"
"02.02.2023 12:30 - 02.02.2023 12:45","72452","71301"
"02.02.2023 12:45 - 02.02.2023 13:00","72347","71181"
"02.02.2023 13:00 - 02.02.2023 13:15","72301","71118"
"02.02.2023 13:15 - 02.02.2023 13:30","71872","70785"
"02.02.2023 13:30 - 02.02.2023 13:45","71342","70269"
"02.02.2023 13:45 - 02.02.2023 14:00","70805","69439"
"02.02.2023 14:00 - 02.02.2023 14:15","70612","69186"
"02.02.2023 14:15 - 02.02.2023 14:30","70524","68756"
"02.02.2023 14:30 - 02.02.2023 14:45","70286","68430"
"02.02.2023 14:45 - 02.02.2023 15:00","69833","67922"
"02.02.2023 15:00 - 02.02.2023 15:15","69807","67919"
"02.02.2023 15:15 - 02.02.2023 15:30","69519","67562"
"02.02.2023 15:30 - 02.02.2023 15:45","69191","67004"
"02.02.2023 15:45 - 02.02.2023 16:00","68994","66710"
"02.02.2023 16:00 - 02.02.2023 16:15","69241","66578"
"02.02.2023 16:15 - 02.02.2023 16:30","69073","66436"
"02.02.2023 16:30 - 02.02.2023 16:45","69138","66333"
"02.02.2023 16:45 - 02.02.2023 17:00","68995","66602"
"02.02.2023 17:00 - 02.02.2023 17:15","69646","66828"
"02.02.2023 17:15 - 02.02.2023 17:30","70082","67526"
"02.02.2023 17:30 - 02.02.2023 17:45","70475","68438"
"02.02.2023 17:45 - 02.02.2023 18:00","70765","68896"
"02.02.2023 18:00 - 02.02.2023 18:15","71003","68803"
"02.02.2023 18:15 - 02.02.2023 18:30","71088","68177"
"02.02.2023 18:30 - 02.02.2023 18:45","71198","68020"
"02.02.2023 18:45 - 02.02.2023 19:00","71070","67944"
"02.02.2023 19:00 - 02.02.2023 19:15","70434","67560"
"02.02.2023 19:15 - 02.02.2023 19:30","69856","67023"
"02.02.2023 19:30 - 02.02.2023 19:45","69376","66413"
"02.02.2023 19:45 - 02.02.2023 20:00","68473","65492"
"02.02.2023 20:00 - 02.02.2023 20:15","67559","64676"
"02.02.2023 20:15 - 02.02.2023 20:30","66496","63668"
"02.02.2023 20:30 - 02.02.2023 20:45","65548","62625"
"02.02.2023 20:45 - 02.02.2023 21:00","64726","61968"
"02.02.2023 21:00 - 02.02.2023 21:15","64058","61437"
"02.02.2023 21:15 - 02.02.2023 21:30","63138","60994"
"02.02.2023 21:30 - 02.02.2023 21:45","62524","59811"
"02.02.2023 21:45 - 02.02.2023 22:00","61530","59098"
"02.02.2023 22:00 - 02.02.2023 22:15","61029","58481"
"02.02.2023 22:15 - 02.02.2023 22:30","60523","57519"
"02.02.2023 22:30 - 02.02.2023 22:45","59422","56905"
"02.02.2023 22:45 - 02.02.2023 23:00","58393","55974"
"02.02.2023 23:00 - 02.02.2023 23:15","57823","55303"
"02.02.2023 23:15 - 02.02.2023 23:30","56941","54265"
"02.02.2023 23:30 - 02.02.2023 23:45","56357","53271"
"02.02.2023 23:45 - 03.02.2023 00:00","55330","52669"
"03.02.2023 00:00 - 03.02.2023 00:15","54578","51811"
"03.02.2023 00:15 - 03.02.2023 00:30","54104","51435"
"03.02.2023 00:30 - 03.02.2023 00:45","53442","50918"
"03.02.2023 00:45 - 03.02.2023 01:00","53070","50374"
"03.02.2023 01:00 - 03.02.2023 01:15","52578","50151"
"03.02.2023 01:15 - 03.02.2023 01:30","52189","49958"
"03.02.2023 01:30 - 03.02.2023 01:45","51814","49793"
"03.02.2023 01:45 - 03.02.2023 02:00","51413","49765"
"03.02.2023 02:00 - 03.02.2023 02:15","51280","49137"
"03.02.2023 02:15 - 03.02.2023 02:30","51015","49573"
"03.02.2023 02:30 - 03.02.2023 02:45","51000","49808"
"03.02.2023 02:45 - 03.02.2023 03:00","51087","50199"
"03.02.2023 03:00 - 03.02.2023 03:15","51349","50159"
"03.02.2023 03:15 - 03.02.2023 03:30","51570","50160"
"03.02.2023 03:30 - 03.02.2023 03:45","51855","50298"
"03.02.2023 03:45 - 03.02.2023 04:00","51886","50579"
"03.02.2023 04:00 - 03.02.2023 04:15","52370","50587"
"03.02.2023 04:15 - 03.02.2023 04:30","52739","51337"
"03.02.2023 04:30 - 03.02.2023 04:45","53130","51914"
"03.02.2023 04:45 - 03.02.2023 05:00","53288","52334"
"03.02.2023 05:00 - 03.02.2023 05:15","54399","53296"
"03.02.2023 05:15 - 03.02.2023 05:30","54829","53743"
"03.02.2023 05:30 - 03.02.2023 05:45","55960","54381"
"03.02.2023 05:45 - 03.02.2023 06:00","57230","55482"
"03.02.2023 06:00 - 03.02.2023 06:15","59679","58600"
"03.02.2023 06:15 - 03.02.2023 06:30","61340","60305"
"03.02.2023 06:30 - 03.02.2023 06:45","62884","61528"
"03.02.2023 06:45 - 03.02.2023 07:00","64321","63114"
"03.02.2023 07:00 - 03.02.2023 07:15","66009","64965"
"03.02.2023 07:15 - 03.02.2023 07:30","67535","66429"
"03.02.2023 07:30 - 03.02.2023 07:45","68385","67305"
"03.02.2023 07:45 - 03.02.2023 08:00","69266","68061"
"03.02.2023 08:00 - 03.02.2023 08:15","70054","68731"
"03.02.2023 08:15 - 03.02.2023 08:30","70631","69526"
"03.02.2023 08:30 - 03.02.2023 08:45","70802","69822"
"03.02.2023 08:45 - 03.02.2023 09:00","71123","69811"
"03.02.2023 09:00 - 03.02.2023 09:15","71343","69812"
"03.02.2023 09:15 - 03.02.2023 09:30","71682","70129"
"03.02.2023 09:30 - 03.02.2023 09:45","72007","70574"
"03.02.2023 09:45 - 03.02.2023 10:00","72181","70858"
"03.02.2023 10:00 - 03.02.2023 10:15","72415","70582"
"03.02.2023 10:15 - 03.02.2023 10:30","72553","70858"
"03.02.2023 10:30 - 03.02.2023 10:45","72738","70862"
"03.02.2023 10:45 - 03.02.2023 11:00","72991","70993"
"03.02.2023 11:00 - 03.02.2023 11:15","73106","71805"
"03.02.2023 11:15 - 03.02.2023 11:30","73384","71924"
"03.02.2023 11:30 - 03.02.2023 11:45","73605","71858"
"03.02.2023 11:45 - 03.02.2023 12:00","73646","71529"
"03.02.2023 12:00 - 03.02.2023 12:15","73547","70807"
"03.02.2023 12:15 - 03.02.2023 12:30","73184","70132"
"03.02.2023 12:30 - 03.02.2023 12:45","73178","69755"
"03.02.2023 12:45 - 03.02.2023 13:00","73106","69655"
"03.02.2023 13:00 - 03.02.2023 13:15","72870","69682"
"03.02.2023 13:15 - 03.02.2023 13:30","72378","69219"
"03.02.2023 13:30 - 03.02.2023 13:45","71660","69203"
"03.02.2023 13:45 - 03.02.2023 14:00","71141","68369"
"03.02.2023 14:00 - 03.02.2023 14:15","70656","67947"
"03.02.2023 14:15 - 03.02.2023 14:30","70352","67807"
"03.02.2023 14:30 - 03.02.2023 14:45","69952","67070"
"03.02.2023 14:45 - 03.02.2023 15:00","69583","66879"
"03.02.2023 15:00 - 03.02.2023 15:15","69698","66958"
"03.02.2023 15:15 - 03.02.2023 15:30","69337","66821"
"03.02.2023 15:30 - 03.02.2023 15:45","69049","66680"
"03.02.2023 15:45 - 03.02.2023 16:00","68987","66315"
"03.02.2023 16:00 - 03.02.2023 16:15","69086","65841"
"03.02.2023 16:15 - 03.02.2023 16:30","68963","65810"
"03.02.2023 16:30 - 03.02.2023 16:45","68936","66076"
"03.02.2023 16:45 - 03.02.2023 17:00","68845","66131"
"03.02.2023 17:00 - 03.02.2023 17:15","69230","67163"
"03.02.2023 17:15 - 03.02.2023 17:30","69765","67954"
"03.02.2023 17:30 - 03.02.2023 17:45","70676","68385"
"03.02.2023 17:45 - 03.02.2023 18:00","70947","68602"
"03.02.2023 18:00 - 03.02.2023 18:15","71032","68547"
"03.02.2023 18:15 - 03.02.2023 18:30","71009","68384"
"03.02.2023 18:30 - 03.02.2023 18:45","71124","67940"
"03.02.2023 18:45 - 03.02.2023 19:00","70666","67757"
"03.02.2023 19:00 - 03.02.2023 19:15","70297","67051"
"03.02.2023 19:15 - 03.02.2023 19:30","69675","66332"
"03.02.2023 19:30 - 03.02.2023 19:45","69016","65499"
"03.02.2023 19:45 - 03.02.2023 20:00","68257","64823"
"03.02.2023 20:00 - 03.02.2023 20:15","67012","63667"
"03.02.2023 20:15 - 03.02.2023 20:30","66013","62671"
"03.02.2023 20:30 - 03.02.2023 20:45","64879","61539"
"03.02.2023 20:45 - 03.02.2023 21:00","63904","60729"
"03.02.2023 21:00 - 03.02.2023 21:15","63082","60722"
"03.02.2023 21:15 - 03.02.2023 21:30","62522","60176"
"03.02.2023 21:30 - 03.02.2023 21:45","61936","58647"
"03.02.2023 21:45 - 03.02.2023 22:00","60687","57709"
"03.02.2023 22:00 - 03.02.2023 22:15","60092","57916"
"03.02.2023 22:15 - 03.02.2023 22:30","59452","57316"
"03.02.2023 22:30 - 03.02.2023 22:45","58652","56339"
"03.02.2023 22:45 - 03.02.2023 23:00","57841","55416"
"03.02.2023 23:00 - 03.02.2023 23:15","56922","54501"
"03.02.2023 23:15 - 03.02.2023 23:30","56267","53631"
"03.02.2023 23:30 - 03.02.2023 23:45","55501","53126"
"03.02.2023 23:45 - 04.02.2023 00:00","54762","52066"
"04.02.2023 00:00 - 04.02.2023 00:15","51590","51405"
"04.02.2023 00:15 - 04.02.2023 00:30","50942","50913"
"04.02.2023 00:30 - 04.02.2023 00:45","50376","50113"
"04.02.2023 00:45 - 04.02.2023 01:00","49958","49786"
"04.02.2023 01:00 - 04.02.2023 01:15","49365","48886"
"04.02.2023 01:15 - 04.02.2023 01:30","48886","48155"
"04.02.2023 01:30 - 04.02.2023 01:45","48625","47555"
"04.02.2023 01:45 - 04.02.2023 02:00","48326","47303"
"04.02.2023 02:00 - 04.02.2023 02:15","47956","46939"
"04.02.2023 02:15 - 04.02.2023 02:30","47753","46740"
"04.02.2023 02:30 - 04.02.2023 02:45","47636","46290"
"04.02.2023 02:45 - 04.02.2023 03:00","47598","45949"
"04.02.2023 03:00 - 04.02.2023 03:15","47451","46089"
"04.02.2023 03:15 - 04.02.2023 03:30","47298","46052"
"04.02.2023 03:30 - 04.02.2023 03:45","47147","45813"
"04.02.2023 03:45 - 04.02.2023 04:00","47110","45672"
"04.02.2023 04:00 - 04.02.2023 04:15","47119","45539"
"04.02.2023 04:15 - 04.02.2023 04:30","47011","45570"
"04.02.2023 04:30 - 04.02.2023 04:45","47049","45849"
"04.02.2023 04:45 - 04.02.2023 05:00","47057","45812"
"04.02.2023 05:00 - 04.02.2023 05:15","47214","46007"
"04.02.2023 05:15 - 04.02.2023 05:30","47173","45875"
"04.02.2023 05:30 - 04.02.2023 05:45","47216","45805"
"04.02.2023 05:45 - 04.02.2023 06:00","47448","45988"
"04.02.2023 06:00 - 04.02.2023 06:15","47716","46666"
"04.02.2023 06:15 - 04.02.2023 06:30","48051","46835"
"04.02.2023 06:30 - 04.02.2023 06:45","48047","47087"
"04.02.2023 06:45 - 04.02.2023 07:00","48662","47700"
"04.02.2023 07:00 - 04.02.2023 07:15","49444","48824"
"04.02.2023 07:15 - 04.02.2023 07:30","50007","49464"
"04.02.2023 07:30 - 04.02.2023 07:45","50759","49810"
"04.02.2023 07:45 - 04.02.2023 08:00","51409","50361"
"04.02.2023 08:00 - 04.02.2023 08:15","52466","51445"
"04.02.2023 08:15 - 04.02.2023 08:30","53191","52194"
"04.02.2023 08:30 - 04.02.2023 08:45","53870","52853"
"04.02.2023 08:45 - 04.02.2023 09:00","54465","53646"
"04.02.2023 09:00 - 04.02.2023 09:15","55244","54576"
"04.02.2023 09:15 - 04.02.2023 09:30","55617","55069"
"04.02.2023 09:30 - 04.02.2023 09:45","56135","55452"
"04.02.2023 09:45 - 04.02.2023 10:00","56406","55980"
"04.02.2023 10:00 - 04.02.2023 10:15","56987","56483"
"04.02.2023 10:15 - 04.02.2023 10:30","57331","56906"
"04.02.2023 10:30 - 04.02.2023 10:45","57373","56947"
"04.02.2023 10:45 - 04.02.2023 11:00","57797","57091"
"04.02.2023 11:00 - 04.02.2023 11:15","58005","57250"
"04.02.2023 11:15 - 04.02.2023 11:30","58377","57921"
"04.02.2023 11:30 - 04.02.2023 11:45","58568","58241"
"04.02.2023 11:45 - 04.02.2023 12:00","58459","58059"
"04.02.2023 12:00 - 04.02.2023 12:15","58113","57844"
"04.02.2023 12:15 - 04.02.2023 12:30","57955","57762"
"04.02.2023 12:30 - 04.02.2023 12:45","57742","57323"
"04.02.2023 12:45 - 04.02.2023 13:00","57396","56934"
"04.02.2023 13:00 - 04.02.2023 13:15","57164","56779"
"04.02.2023 13:15 - 04.02.2023 13:30","56663","56248"
"04.02.2023 13:30 - 04.02.2023 13:45","56320","56112"
"04.02.2023 13:45 - 04.02.2023 14:00","55858","55305"
"04.02.2023 14:00 - 04.02.2023 14:15","55448","54379"
"04.02.2023 14:15 - 04.02.2023 14:30","55081","54369"
"04.02.2023 14:30 - 04.02.2023 14:45","54917","54376"
"04.02.2023 14:45 - 04.02.2023 15:00","54617","53954"
"04.02.2023 15:00 - 04.02.2023 15:15","54544","54139"
"04.02.2023 15:15 - 04.02.2023 15:30","54441","53602"
"04.02.2023 15:30 - 04.02.2023 15:45","54533","53703"
"04.02.2023 15:45 - 04.02.2023 16:00","54505","53281"
"04.02.2023 16:00 - 04.02.2023 16:15","54612","53021"
"04.02.2023 16:15 - 04.02.2023 16:30","54702","53174"
"04.02.2023 16:30 - 04.02.2023 16:45","54956","53315"
"04.02.2023 16:45 - 04.02.2023 17:00","55055","53742"
"04.02.2023 17:00 - 04.02.2023 17:15","56012","54615"
"04.02.2023 17:15 - 04.02.2023 17:30","56629","55772"
"04.02.2023 17:30 - 04.02.2023 17:45","57464","57068"
"04.02.2023 17:45 - 04.02.2023 18:00","57880","58050"
"04.02.2023 18:00 - 04.02.2023 18:15","58569","58664"
"04.02.2023 18:15 - 04.02.2023 18:30","58704","58549"
"04.02.2023 18:30 - 04.02.2023 18:45","58606","58323"
"04.02.2023 18:45 - 04.02.2023 19:00","58430","57964"
"04.02.2023 19:00 - 04.02.2023 19:15","57960","57555"
"04.02.2023 19:15 - 04.02.2023 19:30","57376","56744"
"04.02.2023 19:30 - 04.02.2023 19:45","56954","56571"
"04.02.2023 19:45 - 04.02.2023 20:00","56161","55731"
"04.02.2023 20:00 - 04.02.2023 20:15","55460","54828"
"04.02.2023 20:15 - 04.02.2023 20:30","54606","53839"
"04.02.2023 20:30 - 04.02.2023 20:45","53763","52948"
"04.02.2023 20:45 - 04.02.2023 21:00","53045","52135"
"04.02.2023 21:00 - 04.02.2023 21:15","52652","51779"
"04.02.2023 21:15 - 04.02.2023 21:30","52133","51297"
"04.02.2023 21:30 - 04.02.2023 21:45","51701","50835"
"04.02.2023 21:45 - 04.02.2023 22:00","51369","50427"
"04.02.2023 22:00 - 04.02.2023 22:15","51332","50598"
"04.02.2023 22:15 - 04.02.2023 22:30","51114","50418"
"04.02.2023 22:30 - 04.02.2023 22:45","50436","49482"
"04.02.2023 22:45 - 04.02.2023 23:00","49819","48995"
"04.02.2023 23:00 - 04.02.2023 23:15","49061","48241"
"04.02.2023 23:15 - 04.02.2023 23:30","48395","47772"
"04.02.2023 23:30 - 04.02.2023 23:45","47859","47271"
"04.02.2023 23:45 - 05.02.2023 00:00","47038","46587"
"05.02.2023 00:00 - 05.02.2023 00:15","46661","45376"
"05.02.2023 00:15 - 05.02.2023 00:30","46061","44610"
"05.02.2023 00:30 - 05.02.2023 00:45","45611","44306"
"05.02.2023 00:45 - 05.02.2023 01:00","45188","44066"
"05.02.2023 01:00 - 05.02.2023 01:15","44592","43616"
"05.02.2023 01:15 - 05.02.2023 01:30","44316","43228"
"05.02.2023 01:30 - 05.02.2023 01:45","44026","42956"
"05.02.2023 01:45 - 05.02.2023 02:00","43631","42820"
"05.02.2023 02:00 - 05.02.2023 02:15","43294","42424"
"05.02.2023 02:15 - 05.02.2023 02:30","43098","42146"
"05.02.2023 02:30 - 05.02.2023 02:45","42814","42069"
"05.02.2023 02:45 - 05.02.2023 03:00","42870","41950"
"05.02.2023 03:00 - 05.02.2023 03:15","42727","42068"
"05.02.2023 03:15 - 05.02.2023 03:30","42678","42104"
"05.02.2023 03:30 - 05.02.2023 03:45","42720","42093"
"05.02.2023 03:45 - 05.02.2023 04:00","42657","41972"
"05.02.2023 04:00 - 05.02.2023 04:15","42881","42068"
"05.02.2023 04:15 - 05.02.2023 04:30","42813","42121"
"05.02.2023 04:30 - 05.02.2023 04:45","43186","42348"
"05.02.2023 04:45 - 05.02.2023 05:00","43263","42417"
"05.02.2023 05:00 - 05.02.2023 05:15","43244","42272"
"05.02.2023 05:15 - 05.02.2023 05:30","43136","42155"
"05.02.2023 05:30 - 05.02.2023 05:45","43010","42073"
"05.02.2023 05:45 - 05.02.2023 06:00","43161","42048"
"05.02.2023 06:00 - 05.02.2023 06:15","43222","41982"
"05.02.2023 06:15 - 05.02.2023 06:30","43501","42194"
"05.02.2023 06:30 - 05.02.2023 06:45","43833","42598"
"05.02.2023 06:45 - 05.02.2023 07:00","44051","42895"
"05.02.2023 07:00 - 05.02.2023 07:15","44626","43228"
"05.02.2023 07:15 - 05.02.2023 07:30","44979","43937"
"05.02.2023 07:30 - 05.02.2023 07:45","45488","43919"
"05.02.2023 07:45 - 05.02.2023 08:00","46158","44256"
"05.02.2023 08:00 - 05.02.2023 08:15","46978","45247"
"05.02.2023 08:15 - 05.02.2023 08:30","47863","46536"
"05.02.2023 08:30 - 05.02.2023 08:45","48755","47556"
"05.02.2023 08:45 - 05.02.2023 09:00","49367","48612"
"05.02.2023 09:00 - 05.02.2023 09:15","50378","48930"
"05.02.2023 09:15 - 05.02.2023 09:30","51085","49652"
"05.02.2023 09:30 - 05.02.2023 09:45","51685","50385"
"05.02.2023 09:45 - 05.02.2023 10:00","52315","51464"
"05.02.2023 10:00 - 05.02.2023 10:15","52785","52389"
"05.02.2023 10:15 - 05.02.2023 10:30","53384","53007"
"05.02.2023 10:30 - 05.02.2023 10:45","53922","53784"
"05.02.2023 10:45 - 05.02.2023 11:00","54485","54067"
"05.02.2023 11:00 - 05.02.2023 11:15","55194","55012"
"05.02.2023 11:15 - 05.02.2023 11:30","55882","55923"
"05.02.2023 11:30 - 05.02.2023 11:45","56196","56105"
"05.02.2023 11:45 - 05.02.2023 12:00","56075","56294"
"05.02.2023 12:00 - 05.02.2023 12:15","55698","56262"
"05.02.2023 12:15 - 05.02.2023 12:30","55555","55796"
"05.02.2023 12:30 - 05.02.2023 12:45","55370","56122"
"05.02.2023 12:45 - 05.02.2023 13:00","54919","55763"
"05.02.2023 13:00 - 05.02.2023 13:15","54552","55408"
"05.02.2023 13:15 - 05.02.2023 13:30","54064","54687"
"05.02.2023 13:30 - 05.02.2023 13:45","53654","54597"
"05.02.2023 13:45 - 05.02.2023 14:00","53229","54198"
"05.02.2023 14:00 - 05.02.2023 14:15","52778","53980"
"05.02.2023 14:15 - 05.02.2023 14:30","52477","53466"
"05.02.2023 14:30 - 05.02.2023 14:45","52444","53500"
"05.02.2023 14:45 - 05.02.2023 15:00","52023","53397"
"05.02.2023 15:00 - 05.02.2023 15:15","51960","53067"
"05.02.2023 15:15 - 05.02.2023 15:30","51652","52391"
"05.02.2023 15:30 - 05.02.2023 15:45","51577","52271"
"05.02.2023 15:45 - 05.02.2023 16:00","51562","52237"
"05.02.2023 16:00 - 05.02.2023 16:15","51836","52308"
"05.02.2023 16:15 - 05.02.2023 16:30","52045","52138"
"05.02.2023 16:30 - 05.02.2023 16:45","52399","52307"
"05.02.2023 16:45 - 05.02.2023 17:00","52680","52872"
"05.02.2023 17:00 - 05.02.2023 17:15","53938","53916"
"05.02.2023 17:15 - 05.02.2023 17:30","54709","54525"
"05.02.2023 17:30 - 05.02.2023 17:45","55770","55587"
"05.02.2023 17:45 - 05.02.2023 18:00","56587","56670"
"05.02.2023 18:00 - 05.02.2023 18:15","57400","57574"
"05.02.2023 18:15 - 05.02.2023 18:30","57821","57786"
"05.02.2023 18:30 - 05.02.2023 18:45","57838","57667"
"05.02.2023 18:45 - 05.02.2023 19:00","57948","57716"
"05.02.2023 19:00 - 05.02.2023 19:15","57737","57299"
"05.02.2023 19:15 - 05.02.2023 19:30","57503","56601"
"05.02.2023 19:30 - 05.02.2023 19:45","57454","56230"
"05.02.2023 19:45 - 05.02.2023 20:00","57069","55580"
"05.02.2023 20:00 - 05.02.2023 20:15","56537","54839"
"05.02.2023 20:15 - 05.02.2023 20:30","55936","54087"
"05.02.2023 20:30 - 05.02.2023 20:45","55313","53579"
"05.02.2023 20:45 - 05.02.2023 21:00","54850","53153"
"05.02.2023 21:00 - 05.02.2023 21:15","54702","52568"
"05.02.2023 21:15 - 05.02.2023 21:30","54495","52246"
"05.02.2023 21:30 - 05.02.2023 21:45","54344","52142"
"05.02.2023 21:45 - 05.02.2023 22:00","54266","52138"
"05.02.2023 22:00 - 05.02.2023 22:15","54638","52442"
"05.02.2023 22:15 - 05.02.2023 22:30","54240","52276"
"05.02.2023 22:30 - 05.02.2023 22:45","53706","51623"
"05.02.2023 22:45 - 05.02.2023 23:00","53047","50921"
"05.02.2023 23:00 - 05.02.2023 23:15","52396","50158"
"05.02.2023 23:15 - 05.02.2023 23:30","51760","49298"
"05.02.2023 23:30 - 05.02.2023 23:45","51248","48765"
"05.02.2023 23:45 - 06.02.2023 00:00","50803","48121"
"06.02.2023 00:00 - 06.02.2023 00:15","51074","46973"
