"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"15.04.2020 08:00 - 15.04.2020 08:15","60524","58841"
"15.04.2020 08:15 - 15.04.2020 08:30","61056","59282"
"15.04.2020 08:30 - 15.04.2020 08:45","61598","59948"
"15.04.2020 08:45 - 15.04.2020 09:00","61540","60120"
"15.04.2020 09:00 - 15.04.2020 09:15","60994","59952"
"15.04.2020 09:15 - 15.04.2020 09:30","61468","60417"
"15.04.2020 09:30 - 15.04.2020 09:45","61783","61205"
"15.04.2020 09:45 - 15.04.2020 10:00","62072","61712"
"15.04.2020 10:00 - 15.04.2020 10:15","61877","61721"
"15.04.2020 10:15 - 15.04.2020 10:30","62118","62009"
"15.04.2020 10:30 - 15.04.2020 10:45","62946","62333"
"15.04.2020 10:45 - 15.04.2020 11:00","63427","62568"
"15.04.2020 11:00 - 15.04.2020 11:15","63686","62634"
"15.04.2020 11:15 - 15.04.2020 11:30","64102","63275"
"15.04.2020 11:30 - 15.04.2020 11:45","64471","63913"
"15.04.2020 11:45 - 15.04.2020 12:00","64463","63896"
"15.04.2020 12:00 - 15.04.2020 12:15","64153","63243"
"15.04.2020 12:15 - 15.04.2020 12:30","63779","62950"
"15.04.2020 12:30 - 15.04.2020 12:45","63703","62735"
"15.04.2020 12:45 - 15.04.2020 13:00","63626","62337"
"15.04.2020 13:00 - 15.04.2020 13:15","63520","61875"
"15.04.2020 13:15 - 15.04.2020 13:30","62934","61320"
"15.04.2020 13:30 - 15.04.2020 13:45","62306","60781"
"15.04.2020 13:45 - 15.04.2020 14:00","61626","60113"
"15.04.2020 14:00 - 15.04.2020 14:15","61214","59608"
"15.04.2020 14:15 - 15.04.2020 14:30","60991","59334"
"15.04.2020 14:30 - 15.04.2020 14:45","60805","58906"
"15.04.2020 14:45 - 15.04.2020 15:00","59961","58353"
"15.04.2020 15:00 - 15.04.2020 15:15","59747","58106"
"15.04.2020 15:15 - 15.04.2020 15:30","58990","57685"
"15.04.2020 15:30 - 15.04.2020 15:45","58768","57393"
"15.04.2020 15:45 - 15.04.2020 16:00","58343","57031"
"15.04.2020 16:00 - 15.04.2020 16:15","57930","56612"
"15.04.2020 16:15 - 15.04.2020 16:30","57457","56591"
"15.04.2020 16:30 - 15.04.2020 16:45","57793","56279"
"15.04.2020 16:45 - 15.04.2020 17:00","57277","56184"
"15.04.2020 17:00 - 15.04.2020 17:15","57645","55807"
"15.04.2020 17:15 - 15.04.2020 17:30","57648","56087"
"15.04.2020 17:30 - 15.04.2020 17:45","57841","55950"
"15.04.2020 17:45 - 15.04.2020 18:00","57972","56097"
"15.04.2020 18:00 - 15.04.2020 18:15","58325","55982"
"15.04.2020 18:15 - 15.04.2020 18:30","58625","56056"
"15.04.2020 18:30 - 15.04.2020 18:45","58564","56185"
"15.04.2020 18:45 - 15.04.2020 19:00","58432","55929"
"15.04.2020 19:00 - 15.04.2020 19:15","58512","56192"
"15.04.2020 19:15 - 15.04.2020 19:30","58372","56146"
"15.04.2020 19:30 - 15.04.2020 19:45","58231","56188"
"15.04.2020 19:45 - 15.04.2020 20:00","58265","56148"
"15.04.2020 20:00 - 15.04.2020 20:15","57921","55926"
"15.04.2020 20:15 - 15.04.2020 20:30","57783","55976"
"15.04.2020 20:30 - 15.04.2020 20:45","57665","56213"
"15.04.2020 20:45 - 15.04.2020 21:00","56974","56340"
"15.04.2020 21:00 - 15.04.2020 21:15","56579","55949"
"15.04.2020 21:15 - 15.04.2020 21:30","55712","55104"
"15.04.2020 21:30 - 15.04.2020 21:45","54835","54460"
"15.04.2020 21:45 - 15.04.2020 22:00","54010","53669"
"15.04.2020 22:00 - 15.04.2020 22:15","53396","53185"
"15.04.2020 22:15 - 15.04.2020 22:30","52527","52261"
"15.04.2020 22:30 - 15.04.2020 22:45","51362","51449"
"15.04.2020 22:45 - 15.04.2020 23:00","50322","50389"
"15.04.2020 23:00 - 15.04.2020 23:15","49135","48825"
"15.04.2020 23:15 - 15.04.2020 23:30","48152","47986"
"15.04.2020 23:30 - 15.04.2020 23:45","47304","47257"
"15.04.2020 23:45 - 16.04.2020 00:00","46487","46590"
"16.04.2020 00:00 - 16.04.2020 00:15","45177","45947"
"16.04.2020 00:15 - 16.04.2020 00:30","44504","45099"
"16.04.2020 00:30 - 16.04.2020 00:45","43781","44583"
"16.04.2020 00:45 - 16.04.2020 01:00","43466","44213"
"16.04.2020 01:00 - 16.04.2020 01:15","42728","43789"
"16.04.2020 01:15 - 16.04.2020 01:30","42392","43494"
"16.04.2020 01:30 - 16.04.2020 01:45","41913","43442"
"16.04.2020 01:45 - 16.04.2020 02:00","41657","43137"
"16.04.2020 02:00 - 16.04.2020 02:15","41204","43222"
"16.04.2020 02:15 - 16.04.2020 02:30","41159","42957"
"16.04.2020 02:30 - 16.04.2020 02:45","41192","42927"
"16.04.2020 02:45 - 16.04.2020 03:00","41232","42953"
"16.04.2020 03:00 - 16.04.2020 03:15","41437","42791"
"16.04.2020 03:15 - 16.04.2020 03:30","41479","42892"
"16.04.2020 03:30 - 16.04.2020 03:45","41379","43079"
"16.04.2020 03:45 - 16.04.2020 04:00","41502","43363"
"16.04.2020 04:00 - 16.04.2020 04:15","42064","43845"
"16.04.2020 04:15 - 16.04.2020 04:30","42476","44250"
"16.04.2020 04:30 - 16.04.2020 04:45","42687","44627"
"16.04.2020 04:45 - 16.04.2020 05:00","43265","45193"
"16.04.2020 05:00 - 16.04.2020 05:15","44313","46333"
"16.04.2020 05:15 - 16.04.2020 05:30","44870","46897"
"16.04.2020 05:30 - 16.04.2020 05:45","45796","47582"
"16.04.2020 05:45 - 16.04.2020 06:00","47285","48787"
"16.04.2020 06:00 - 16.04.2020 06:15","49818","51148"
"16.04.2020 06:15 - 16.04.2020 06:30","51296","52221"
"16.04.2020 06:30 - 16.04.2020 06:45","52827","53055"
"16.04.2020 06:45 - 16.04.2020 07:00","53852","54130"
"16.04.2020 07:00 - 16.04.2020 07:15","55329","55471"
"16.04.2020 07:15 - 16.04.2020 07:30","56418","56262"
"16.04.2020 07:30 - 16.04.2020 07:45","57887","57110"
"16.04.2020 07:45 - 16.04.2020 08:00","58760","57991"
"16.04.2020 08:00 - 16.04.2020 08:15","59145","58569"
"16.04.2020 08:15 - 16.04.2020 08:30","59816","59142"
"16.04.2020 08:30 - 16.04.2020 08:45","59955","59609"
"16.04.2020 08:45 - 16.04.2020 09:00","60136","59741"
"16.04.2020 09:00 - 16.04.2020 09:15","59551","59956"
"16.04.2020 09:15 - 16.04.2020 09:30","59882","60197"
"16.04.2020 09:30 - 16.04.2020 09:45","60579","60832"
"16.04.2020 09:45 - 16.04.2020 10:00","61204","61279"
"16.04.2020 10:00 - 16.04.2020 10:15","61180","60992"
"16.04.2020 10:15 - 16.04.2020 10:30","61494","61357"
"16.04.2020 10:30 - 16.04.2020 10:45","61752","61842"
"16.04.2020 10:45 - 16.04.2020 11:00","61952","62409"
"16.04.2020 11:00 - 16.04.2020 11:15","62268","62691"
"16.04.2020 11:15 - 16.04.2020 11:30","62709","62883"
"16.04.2020 11:30 - 16.04.2020 11:45","62746","63484"
"16.04.2020 11:45 - 16.04.2020 12:00","63015","63680"
"16.04.2020 12:00 - 16.04.2020 12:15","62340","63233"
"16.04.2020 12:15 - 16.04.2020 12:30","62091","63117"
"16.04.2020 12:30 - 16.04.2020 12:45","61907","62491"
"16.04.2020 12:45 - 16.04.2020 13:00","61854","62070"
"16.04.2020 13:00 - 16.04.2020 13:15","61774","61397"
"16.04.2020 13:15 - 16.04.2020 13:30","61901","60730"
"16.04.2020 13:30 - 16.04.2020 13:45","60814","60236"
"16.04.2020 13:45 - 16.04.2020 14:00","60432","59457"
"16.04.2020 14:00 - 16.04.2020 14:15","60179","59246"
"16.04.2020 14:15 - 16.04.2020 14:30","59996","58985"
"16.04.2020 14:30 - 16.04.2020 14:45","59723","58719"
"16.04.2020 14:45 - 16.04.2020 15:00","59214","58561"
"16.04.2020 15:00 - 16.04.2020 15:15","58912","58803"
"16.04.2020 15:15 - 16.04.2020 15:30","58506","57855"
"16.04.2020 15:30 - 16.04.2020 15:45","58380","57455"
"16.04.2020 15:45 - 16.04.2020 16:00","57853","57037"
"16.04.2020 16:00 - 16.04.2020 16:15","57508","56456"
"16.04.2020 16:15 - 16.04.2020 16:30","57112","56097"
"16.04.2020 16:30 - 16.04.2020 16:45","57630","55792"
"16.04.2020 16:45 - 16.04.2020 17:00","56871","56040"
"16.04.2020 17:00 - 16.04.2020 17:15","57322","56662"
"16.04.2020 17:15 - 16.04.2020 17:30","57170","56495"
"16.04.2020 17:30 - 16.04.2020 17:45","57303","56850"
"16.04.2020 17:45 - 16.04.2020 18:00","57293","57010"
"16.04.2020 18:00 - 16.04.2020 18:15","57347","56664"
"16.04.2020 18:15 - 16.04.2020 18:30","57906","56363"
"16.04.2020 18:30 - 16.04.2020 18:45","57675","56873"
"16.04.2020 18:45 - 16.04.2020 19:00","57398","56993"
"16.04.2020 19:00 - 16.04.2020 19:15","57502","56660"
"16.04.2020 19:15 - 16.04.2020 19:30","57254","56463"
"16.04.2020 19:30 - 16.04.2020 19:45","57127","56213"
"16.04.2020 19:45 - 16.04.2020 20:00","57319","56195"
"16.04.2020 20:00 - 16.04.2020 20:15","56869","55890"
"16.04.2020 20:15 - 16.04.2020 20:30","56590","55922"
"16.04.2020 20:30 - 16.04.2020 20:45","56413","56030"
"16.04.2020 20:45 - 16.04.2020 21:00","55876","55956"
"16.04.2020 21:00 - 16.04.2020 21:15","55316","55851"
"16.04.2020 21:15 - 16.04.2020 21:30","54523","54827"
"16.04.2020 21:30 - 16.04.2020 21:45","53601","53558"
"16.04.2020 21:45 - 16.04.2020 22:00","52874","52615"
"16.04.2020 22:00 - 16.04.2020 22:15","52546","52416"
"16.04.2020 22:15 - 16.04.2020 22:30","51803","51665"
"16.04.2020 22:30 - 16.04.2020 22:45","50738","50681"
"16.04.2020 22:45 - 16.04.2020 23:00","49881","49765"
"16.04.2020 23:00 - 16.04.2020 23:15","48504","48921"
"16.04.2020 23:15 - 16.04.2020 23:30","47654","47726"
"16.04.2020 23:30 - 16.04.2020 23:45","47091","46801"
"16.04.2020 23:45 - 17.04.2020 00:00","46397","46081"
"17.04.2020 00:00 - 17.04.2020 00:15","45266","45041"
"17.04.2020 00:15 - 17.04.2020 00:30","44854","44316"
"17.04.2020 00:30 - 17.04.2020 00:45","44286","43915"
"17.04.2020 00:45 - 17.04.2020 01:00","43893","43897"
"17.04.2020 01:00 - 17.04.2020 01:15","43135","43243"
"17.04.2020 01:15 - 17.04.2020 01:30","42837","42903"
"17.04.2020 01:30 - 17.04.2020 01:45","42437","42434"
"17.04.2020 01:45 - 17.04.2020 02:00","42082","42255"
"17.04.2020 02:00 - 17.04.2020 02:15","41759","41840"
"17.04.2020 02:15 - 17.04.2020 02:30","41675","41774"
"17.04.2020 02:30 - 17.04.2020 02:45","41612","41598"
"17.04.2020 02:45 - 17.04.2020 03:00","41638","41323"
"17.04.2020 03:00 - 17.04.2020 03:15","41889","41525"
"17.04.2020 03:15 - 17.04.2020 03:30","42008","41361"
"17.04.2020 03:30 - 17.04.2020 03:45","42036","41507"
"17.04.2020 03:45 - 17.04.2020 04:00","42374","41571"
"17.04.2020 04:00 - 17.04.2020 04:15","42930","42300"
"17.04.2020 04:15 - 17.04.2020 04:30","43277","42425"
"17.04.2020 04:30 - 17.04.2020 04:45","43628","42632"
"17.04.2020 04:45 - 17.04.2020 05:00","44292","42733"
"17.04.2020 05:00 - 17.04.2020 05:15","45408","44227"
"17.04.2020 05:15 - 17.04.2020 05:30","45744","44872"
"17.04.2020 05:30 - 17.04.2020 05:45","46574","45901"
"17.04.2020 05:45 - 17.04.2020 06:00","47842","47098"
"17.04.2020 06:00 - 17.04.2020 06:15","50195","49514"
"17.04.2020 06:15 - 17.04.2020 06:30","51718","50107"
"17.04.2020 06:30 - 17.04.2020 06:45","52922","51194"
"17.04.2020 06:45 - 17.04.2020 07:00","54121","52105"
"17.04.2020 07:00 - 17.04.2020 07:15","55435","53379"
"17.04.2020 07:15 - 17.04.2020 07:30","56344","54451"
"17.04.2020 07:30 - 17.04.2020 07:45","57147","55124"
"17.04.2020 07:45 - 17.04.2020 08:00","58299","56113"
"17.04.2020 08:00 - 17.04.2020 08:15","58835","57010"
"17.04.2020 08:15 - 17.04.2020 08:30","59189","57574"
"17.04.2020 08:30 - 17.04.2020 08:45","59517","58170"
"17.04.2020 08:45 - 17.04.2020 09:00","59681","58557"
"17.04.2020 09:00 - 17.04.2020 09:15","59258","58212"
"17.04.2020 09:15 - 17.04.2020 09:30","59752","58598"
"17.04.2020 09:30 - 17.04.2020 09:45","60021","59306"
"17.04.2020 09:45 - 17.04.2020 10:00","60466","59868"
"17.04.2020 10:00 - 17.04.2020 10:15","60462","59521"
"17.04.2020 10:15 - 17.04.2020 10:30","60940","59674"
"17.04.2020 10:30 - 17.04.2020 10:45","61382","60453"
"17.04.2020 10:45 - 17.04.2020 11:00","61516","60686"
"17.04.2020 11:00 - 17.04.2020 11:15","61996","60747"
"17.04.2020 11:15 - 17.04.2020 11:30","62606","60884"
"17.04.2020 11:30 - 17.04.2020 11:45","62449","61181"
"17.04.2020 11:45 - 17.04.2020 12:00","62812","61229"
"17.04.2020 12:00 - 17.04.2020 12:15","62331","60736"
"17.04.2020 12:15 - 17.04.2020 12:30","62000","60851"
"17.04.2020 12:30 - 17.04.2020 12:45","61571","60585"
"17.04.2020 12:45 - 17.04.2020 13:00","61519","60259"
"17.04.2020 13:00 - 17.04.2020 13:15","61102","59949"
"17.04.2020 13:15 - 17.04.2020 13:30","60683","59074"
"17.04.2020 13:30 - 17.04.2020 13:45","59615","58515"
"17.04.2020 13:45 - 17.04.2020 14:00","59150","57822"
"17.04.2020 14:00 - 17.04.2020 14:15","58736","57106"
"17.04.2020 14:15 - 17.04.2020 14:30","58443","56896"
"17.04.2020 14:30 - 17.04.2020 14:45","58208","56587"
"17.04.2020 14:45 - 17.04.2020 15:00","57915","56031"
"17.04.2020 15:00 - 17.04.2020 15:15","57693","55748"
"17.04.2020 15:15 - 17.04.2020 15:30","57111","55404"
"17.04.2020 15:30 - 17.04.2020 15:45","56865","54431"
"17.04.2020 15:45 - 17.04.2020 16:00","56378","54240"
"17.04.2020 16:00 - 17.04.2020 16:15","56209","54059"
"17.04.2020 16:15 - 17.04.2020 16:30","55860","53559"
"17.04.2020 16:30 - 17.04.2020 16:45","56400","53263"
"17.04.2020 16:45 - 17.04.2020 17:00","55970","53298"
"17.04.2020 17:00 - 17.04.2020 17:15","56307","53701"
"17.04.2020 17:15 - 17.04.2020 17:30","56266","53745"
"17.04.2020 17:30 - 17.04.2020 17:45","56267","53924"
"17.04.2020 17:45 - 17.04.2020 18:00","56187","54380"
"17.04.2020 18:00 - 17.04.2020 18:15","56179","54638"
"17.04.2020 18:15 - 17.04.2020 18:30","56359","54562"
"17.04.2020 18:30 - 17.04.2020 18:45","56090","54318"
"17.04.2020 18:45 - 17.04.2020 19:00","56036","54458"
"17.04.2020 19:00 - 17.04.2020 19:15","56229","54761"
"17.04.2020 19:15 - 17.04.2020 19:30","55994","54584"
"17.04.2020 19:30 - 17.04.2020 19:45","55872","54497"
"17.04.2020 19:45 - 17.04.2020 20:00","55764","54584"
"17.04.2020 20:00 - 17.04.2020 20:15","55219","54321"
"17.04.2020 20:15 - 17.04.2020 20:30","54896","54094"
"17.04.2020 20:30 - 17.04.2020 20:45","54663","54486"
"17.04.2020 20:45 - 17.04.2020 21:00","54204","54468"
"17.04.2020 21:00 - 17.04.2020 21:15","53549","54026"
"17.04.2020 21:15 - 17.04.2020 21:30","52858","53064"
"17.04.2020 21:30 - 17.04.2020 21:45","52207","52410"
"17.04.2020 21:45 - 17.04.2020 22:00","51382","51343"
"17.04.2020 22:00 - 17.04.2020 22:15","51137","50941"
"17.04.2020 22:15 - 17.04.2020 22:30","50480","50338"
"17.04.2020 22:30 - 17.04.2020 22:45","49434","49466"
"17.04.2020 22:45 - 17.04.2020 23:00","48556","48562"
"17.04.2020 23:00 - 17.04.2020 23:15","47552","46810"
"17.04.2020 23:15 - 17.04.2020 23:30","46626","46147"
"17.04.2020 23:30 - 17.04.2020 23:45","45962","45399"
"17.04.2020 23:45 - 18.04.2020 00:00","45401","44467"
"18.04.2020 00:00 - 18.04.2020 00:15","42559","42890"
"18.04.2020 00:15 - 18.04.2020 00:30","42382","42174"
"18.04.2020 00:30 - 18.04.2020 00:45","41714","41730"
"18.04.2020 00:45 - 18.04.2020 01:00","41110","41169"
"18.04.2020 01:00 - 18.04.2020 01:15","40494","40448"
"18.04.2020 01:15 - 18.04.2020 01:30","40005","40139"
"18.04.2020 01:30 - 18.04.2020 01:45","39526","39804"
"18.04.2020 01:45 - 18.04.2020 02:00","39114","39636"
"18.04.2020 02:00 - 18.04.2020 02:15","38872","39142"
"18.04.2020 02:15 - 18.04.2020 02:30","38605","39010"
"18.04.2020 02:30 - 18.04.2020 02:45","38473","38906"
"18.04.2020 02:45 - 18.04.2020 03:00","38434","38886"
"18.04.2020 03:00 - 18.04.2020 03:15","38481","39002"
"18.04.2020 03:15 - 18.04.2020 03:30","38524","39132"
"18.04.2020 03:30 - 18.04.2020 03:45","38483","39033"
"18.04.2020 03:45 - 18.04.2020 04:00","38516","39107"
"18.04.2020 04:00 - 18.04.2020 04:15","38744","39483"
"18.04.2020 04:15 - 18.04.2020 04:30","38698","39470"
"18.04.2020 04:30 - 18.04.2020 04:45","38647","39676"
"18.04.2020 04:45 - 18.04.2020 05:00","38767","39890"
"18.04.2020 05:00 - 18.04.2020 05:15","39046","40380"
"18.04.2020 05:15 - 18.04.2020 05:30","38881","40329"
"18.04.2020 05:30 - 18.04.2020 05:45","38984","40539"
"18.04.2020 05:45 - 18.04.2020 06:00","39107","40700"
"18.04.2020 06:00 - 18.04.2020 06:15","39666","40849"
"18.04.2020 06:15 - 18.04.2020 06:30","39790","40770"
"18.04.2020 06:30 - 18.04.2020 06:45","40042","40929"
"18.04.2020 06:45 - 18.04.2020 07:00","40336","41208"
"18.04.2020 07:00 - 18.04.2020 07:15","41212","41972"
"18.04.2020 07:15 - 18.04.2020 07:30","41876","42746"
"18.04.2020 07:30 - 18.04.2020 07:45","42708","43414"
"18.04.2020 07:45 - 18.04.2020 08:00","43667","44442"
"18.04.2020 08:00 - 18.04.2020 08:15","44705","45226"
"18.04.2020 08:15 - 18.04.2020 08:30","45700","46026"
"18.04.2020 08:30 - 18.04.2020 08:45","46495","46785"
"18.04.2020 08:45 - 18.04.2020 09:00","47296","47309"
"18.04.2020 09:00 - 18.04.2020 09:15","47865","48076"
"18.04.2020 09:15 - 18.04.2020 09:30","48497","48309"
"18.04.2020 09:30 - 18.04.2020 09:45","49340","48643"
"18.04.2020 09:45 - 18.04.2020 10:00","50027","49409"
"18.04.2020 10:00 - 18.04.2020 10:15","50243","49881"
"18.04.2020 10:15 - 18.04.2020 10:30","50665","50171"
"18.04.2020 10:30 - 18.04.2020 10:45","51073","50346"
"18.04.2020 10:45 - 18.04.2020 11:00","51458","50740"
"18.04.2020 11:00 - 18.04.2020 11:15","51838","51082"
"18.04.2020 11:15 - 18.04.2020 11:30","52232","51482"
"18.04.2020 11:30 - 18.04.2020 11:45","52425","52041"
"18.04.2020 11:45 - 18.04.2020 12:00","52620","51966"
"18.04.2020 12:00 - 18.04.2020 12:15","52393","51735"
"18.04.2020 12:15 - 18.04.2020 12:30","52079","51311"
"18.04.2020 12:30 - 18.04.2020 12:45","51767","50743"
"18.04.2020 12:45 - 18.04.2020 13:00","51521","51050"
"18.04.2020 13:00 - 18.04.2020 13:15","50895","50991"
"18.04.2020 13:15 - 18.04.2020 13:30","50400","50519"
"18.04.2020 13:30 - 18.04.2020 13:45","49818","50073"
"18.04.2020 13:45 - 18.04.2020 14:00","49355","49358"
"18.04.2020 14:00 - 18.04.2020 14:15","48949","49326"
"18.04.2020 14:15 - 18.04.2020 14:30","48616","49247"
"18.04.2020 14:30 - 18.04.2020 14:45","48263","49090"
"18.04.2020 14:45 - 18.04.2020 15:00","48001","48574"
"18.04.2020 15:00 - 18.04.2020 15:15","47933","48262"
"18.04.2020 15:15 - 18.04.2020 15:30","47557","47805"
"18.04.2020 15:30 - 18.04.2020 15:45","47464","47491"
"18.04.2020 15:45 - 18.04.2020 16:00","47237","47701"
"18.04.2020 16:00 - 18.04.2020 16:15","47278","47672"
"18.04.2020 16:15 - 18.04.2020 16:30","47114","47141"
"18.04.2020 16:30 - 18.04.2020 16:45","47253","46911"
"18.04.2020 16:45 - 18.04.2020 17:00","47190","47155"
"18.04.2020 17:00 - 18.04.2020 17:15","47660","48296"
"18.04.2020 17:15 - 18.04.2020 17:30","47936","48485"
"18.04.2020 17:30 - 18.04.2020 17:45","48118","49245"
"18.04.2020 17:45 - 18.04.2020 18:00","48422","49626"
"18.04.2020 18:00 - 18.04.2020 18:15","48935","49923"
"18.04.2020 18:15 - 18.04.2020 18:30","48923","49692"
"18.04.2020 18:30 - 18.04.2020 18:45","49105","49911"
"18.04.2020 18:45 - 18.04.2020 19:00","48992","50034"
"18.04.2020 19:00 - 18.04.2020 19:15","49087","49893"
"18.04.2020 19:15 - 18.04.2020 19:30","48872","49870"
"18.04.2020 19:30 - 18.04.2020 19:45","48894","49642"
"18.04.2020 19:45 - 18.04.2020 20:00","48681","49617"
"18.04.2020 20:00 - 18.04.2020 20:15","48659","49558"
"18.04.2020 20:15 - 18.04.2020 20:30","48314","49534"
"18.04.2020 20:30 - 18.04.2020 20:45","48090","49866"
"18.04.2020 20:45 - 18.04.2020 21:00","47731","49569"
"18.04.2020 21:00 - 18.04.2020 21:15","47165","49230"
"18.04.2020 21:15 - 18.04.2020 21:30","46647","48514"
"18.04.2020 21:30 - 18.04.2020 21:45","46177","47943"
"18.04.2020 21:45 - 18.04.2020 22:00","45978","47350"
"18.04.2020 22:00 - 18.04.2020 22:15","45871","47135"
"18.04.2020 22:15 - 18.04.2020 22:30","45343","46291"
"18.04.2020 22:30 - 18.04.2020 22:45","44611","45642"
"18.04.2020 22:45 - 18.04.2020 23:00","43876","45203"
"18.04.2020 23:00 - 18.04.2020 23:15","43039","44156"
"18.04.2020 23:15 - 18.04.2020 23:30","42169","43322"
"18.04.2020 23:30 - 18.04.2020 23:45","41448","42608"
"18.04.2020 23:45 - 19.04.2020 00:00","40763","42046"
"19.04.2020 00:00 - 19.04.2020 00:15","39178","41318"
"19.04.2020 00:15 - 19.04.2020 00:30","38999","40882"
"19.04.2020 00:30 - 19.04.2020 00:45","38079","40234"
"19.04.2020 00:45 - 19.04.2020 01:00","37058","39501"
"19.04.2020 01:00 - 19.04.2020 01:15","36161","38926"
"19.04.2020 01:15 - 19.04.2020 01:30","35894","38364"
"19.04.2020 01:30 - 19.04.2020 01:45","35513","38109"
"19.04.2020 01:45 - 19.04.2020 02:00","35289","37775"
"19.04.2020 02:00 - 19.04.2020 02:15","35130","37481"
"19.04.2020 02:15 - 19.04.2020 02:30","34949","37106"
"19.04.2020 02:30 - 19.04.2020 02:45","34857","36991"
"19.04.2020 02:45 - 19.04.2020 03:00","34671","36756"
"19.04.2020 03:00 - 19.04.2020 03:15","34710","36703"
"19.04.2020 03:15 - 19.04.2020 03:30","34671","36363"
"19.04.2020 03:30 - 19.04.2020 03:45","34608","36435"
"19.04.2020 03:45 - 19.04.2020 04:00","34607","36222"
"19.04.2020 04:00 - 19.04.2020 04:15","34758","36520"
"19.04.2020 04:15 - 19.04.2020 04:30","34728","36585"
"19.04.2020 04:30 - 19.04.2020 04:45","34720","36810"
"19.04.2020 04:45 - 19.04.2020 05:00","34766","36937"
"19.04.2020 05:00 - 19.04.2020 05:15","35032","37470"
"19.04.2020 05:15 - 19.04.2020 05:30","34968","37374"
"19.04.2020 05:30 - 19.04.2020 05:45","34920","37412"
"19.04.2020 05:45 - 19.04.2020 06:00","35045","37321"
"19.04.2020 06:00 - 19.04.2020 06:15","35163","37302"
"19.04.2020 06:15 - 19.04.2020 06:30","34860","37008"
"19.04.2020 06:30 - 19.04.2020 06:45","34798","36980"
"19.04.2020 06:45 - 19.04.2020 07:00","35343","37433"
"19.04.2020 07:00 - 19.04.2020 07:15","35900","37884"
"19.04.2020 07:15 - 19.04.2020 07:30","36439","38498"
"19.04.2020 07:30 - 19.04.2020 07:45","37180","38986"
"19.04.2020 07:45 - 19.04.2020 08:00","38515","39831"
"19.04.2020 08:00 - 19.04.2020 08:15","39124","40906"
"19.04.2020 08:15 - 19.04.2020 08:30","40194","41772"
"19.04.2020 08:30 - 19.04.2020 08:45","40972","42767"
"19.04.2020 08:45 - 19.04.2020 09:00","41538","43900"
"19.04.2020 09:00 - 19.04.2020 09:15","42225","44961"
"19.04.2020 09:15 - 19.04.2020 09:30","43133","45627"
"19.04.2020 09:30 - 19.04.2020 09:45","43790","46524"
"19.04.2020 09:45 - 19.04.2020 10:00","44326","47329"
"19.04.2020 10:00 - 19.04.2020 10:15","44883","47610"
"19.04.2020 10:15 - 19.04.2020 10:30","45351","48212"
"19.04.2020 10:30 - 19.04.2020 10:45","45994","48690"
"19.04.2020 10:45 - 19.04.2020 11:00","46372","49114"
"19.04.2020 11:00 - 19.04.2020 11:15","47404","50068"
"19.04.2020 11:15 - 19.04.2020 11:30","48431","51029"
"19.04.2020 11:30 - 19.04.2020 11:45","48676","51645"
"19.04.2020 11:45 - 19.04.2020 12:00","49033","51796"
"19.04.2020 12:00 - 19.04.2020 12:15","48556","52034"
"19.04.2020 12:15 - 19.04.2020 12:30","48106","51996"
"19.04.2020 12:30 - 19.04.2020 12:45","47483","51350"
"19.04.2020 12:45 - 19.04.2020 13:00","47070","50720"
"19.04.2020 13:00 - 19.04.2020 13:15","46432","50342"
"19.04.2020 13:15 - 19.04.2020 13:30","45936","49644"
"19.04.2020 13:30 - 19.04.2020 13:45","45236","48769"
"19.04.2020 13:45 - 19.04.2020 14:00","44735","47942"
"19.04.2020 14:00 - 19.04.2020 14:15","44489","47732"
"19.04.2020 14:15 - 19.04.2020 14:30","44213","47439"
"19.04.2020 14:30 - 19.04.2020 14:45","43972","47028"
"19.04.2020 14:45 - 19.04.2020 15:00","43602","46758"
"19.04.2020 15:00 - 19.04.2020 15:15","43704","46665"
"19.04.2020 15:15 - 19.04.2020 15:30","42938","46254"
"19.04.2020 15:30 - 19.04.2020 15:45","42820","46072"
"19.04.2020 15:45 - 19.04.2020 16:00","42796","45865"
"19.04.2020 16:00 - 19.04.2020 16:15","42743","45845"
"19.04.2020 16:15 - 19.04.2020 16:30","42480","45761"
"19.04.2020 16:30 - 19.04.2020 16:45","43370","45831"
"19.04.2020 16:45 - 19.04.2020 17:00","43224","45972"
"19.04.2020 17:00 - 19.04.2020 17:15","44004","46367"
"19.04.2020 17:15 - 19.04.2020 17:30","44239","46856"
"19.04.2020 17:30 - 19.04.2020 17:45","44788","46833"
"19.04.2020 17:45 - 19.04.2020 18:00","45364","47186"
"19.04.2020 18:00 - 19.04.2020 18:15","46457","47827"
"19.04.2020 18:15 - 19.04.2020 18:30","46817","48072"
"19.04.2020 18:30 - 19.04.2020 18:45","47017","48205"
"19.04.2020 18:45 - 19.04.2020 19:00","46686","48669"
"19.04.2020 19:00 - 19.04.2020 19:15","47099","48623"
"19.04.2020 19:15 - 19.04.2020 19:30","47039","48334"
"19.04.2020 19:30 - 19.04.2020 19:45","47053","48263"
"19.04.2020 19:45 - 19.04.2020 20:00","46874","48379"
"19.04.2020 20:00 - 19.04.2020 20:15","46907","48501"
"19.04.2020 20:15 - 19.04.2020 20:30","46821","47942"
"19.04.2020 20:30 - 19.04.2020 20:45","46729","48145"
