"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"23.09.2021 17:15 - 23.09.2021 17:30","63923","65707"
"23.09.2021 17:30 - 23.09.2021 17:45","63849","65933"
"23.09.2021 17:45 - 23.09.2021 18:00","63762","66325"
"23.09.2021 18:00 - 23.09.2021 18:15","63853","66477"
"23.09.2021 18:15 - 23.09.2021 18:30","63619","66248"
"23.09.2021 18:30 - 23.09.2021 18:45","63665","66313"
"23.09.2021 18:45 - 23.09.2021 19:00","63706","66601"
"23.09.2021 19:00 - 23.09.2021 19:15","63924","66670"
"23.09.2021 19:15 - 23.09.2021 19:30","63953","66985"
"23.09.2021 19:30 - 23.09.2021 19:45","64059","67617"
"23.09.2021 19:45 - 23.09.2021 20:00","64034","67835"
"23.09.2021 20:00 - 23.09.2021 20:15","63336","66806"
"23.09.2021 20:15 - 23.09.2021 20:30","62556","65916"
"23.09.2021 20:30 - 23.09.2021 20:45","61895","65036"
"23.09.2021 20:45 - 23.09.2021 21:00","61242","63751"
"23.09.2021 21:00 - 23.09.2021 21:15","59861","62338"
"23.09.2021 21:15 - 23.09.2021 21:30","58878","61397"
"23.09.2021 21:30 - 23.09.2021 21:45","57854","60529"
"23.09.2021 21:45 - 23.09.2021 22:00","56936","59473"
"23.09.2021 22:00 - 23.09.2021 22:15","55966","58468"
"23.09.2021 22:15 - 23.09.2021 22:30","54979","57509"
"23.09.2021 22:30 - 23.09.2021 22:45","53843","56390"
"23.09.2021 22:45 - 23.09.2021 23:00","52865","55363"
"23.09.2021 23:00 - 23.09.2021 23:15","51532","53837"
"23.09.2021 23:15 - 23.09.2021 23:30","50552","53386"
"23.09.2021 23:30 - 23.09.2021 23:45","49697","52376"
"23.09.2021 23:45 - 24.09.2021 00:00","49267","51700"
"24.09.2021 00:00 - 24.09.2021 00:15","48829","51031"
"24.09.2021 00:15 - 24.09.2021 00:30","48219","50371"
"24.09.2021 00:30 - 24.09.2021 00:45","47712","49722"
"24.09.2021 00:45 - 24.09.2021 01:00","47202","49608"
"24.09.2021 01:00 - 24.09.2021 01:15","46607","49005"
"24.09.2021 01:15 - 24.09.2021 01:30","46423","48855"
"24.09.2021 01:30 - 24.09.2021 01:45","46146","48111"
"24.09.2021 01:45 - 24.09.2021 02:00","45870","47682"
"24.09.2021 02:00 - 24.09.2021 02:15","45541","47311"
"24.09.2021 02:15 - 24.09.2021 02:30","45480","46969"
"24.09.2021 02:30 - 24.09.2021 02:45","45411","47174"
"24.09.2021 02:45 - 24.09.2021 03:00","45431","47157"
"24.09.2021 03:00 - 24.09.2021 03:15","45472","47193"
"24.09.2021 03:15 - 24.09.2021 03:30","45711","47328"
"24.09.2021 03:30 - 24.09.2021 03:45","45913","47136"
"24.09.2021 03:45 - 24.09.2021 04:00","46072","47156"
"24.09.2021 04:00 - 24.09.2021 04:15","46818","47607"
"24.09.2021 04:15 - 24.09.2021 04:30","47004","47749"
"24.09.2021 04:30 - 24.09.2021 04:45","47466","48520"
"24.09.2021 04:45 - 24.09.2021 05:00","48072","49273"
"24.09.2021 05:00 - 24.09.2021 05:15","49641","50705"
"24.09.2021 05:15 - 24.09.2021 05:30","50361","51648"
"24.09.2021 05:30 - 24.09.2021 05:45","51470","52170"
"24.09.2021 05:45 - 24.09.2021 06:00","53040","53384"
"24.09.2021 06:00 - 24.09.2021 06:15","55543","57074"
"24.09.2021 06:15 - 24.09.2021 06:30","57733","58940"
"24.09.2021 06:30 - 24.09.2021 06:45","59322","60705"
"24.09.2021 06:45 - 24.09.2021 07:00","60589","62038"
"24.09.2021 07:00 - 24.09.2021 07:15","61932","63734"
"24.09.2021 07:15 - 24.09.2021 07:30","62056","64328"
"24.09.2021 07:30 - 24.09.2021 07:45","62303","64876"
"24.09.2021 07:45 - 24.09.2021 08:00","62927","65605"
"24.09.2021 08:00 - 24.09.2021 08:15","63783","66531"
"24.09.2021 08:15 - 24.09.2021 08:30","64345","67208"
"24.09.2021 08:30 - 24.09.2021 08:45","64779","67713"
"24.09.2021 08:45 - 24.09.2021 09:00","65156","67909"
"24.09.2021 09:00 - 24.09.2021 09:15","64791","68135"
"24.09.2021 09:15 - 24.09.2021 09:30","65600","68470"
"24.09.2021 09:30 - 24.09.2021 09:45","65717","68696"
"24.09.2021 09:45 - 24.09.2021 10:00","66261","68994"
"24.09.2021 10:00 - 24.09.2021 10:15","65942","69300"
"24.09.2021 10:15 - 24.09.2021 10:30","66303","69590"
"24.09.2021 10:30 - 24.09.2021 10:45","66699","69665"
"24.09.2021 10:45 - 24.09.2021 11:00","67025","69650"
"24.09.2021 11:00 - 24.09.2021 11:15","67637","69168"
"24.09.2021 11:15 - 24.09.2021 11:30","68068","69357"
"24.09.2021 11:30 - 24.09.2021 11:45","68224","69525"
"24.09.2021 11:45 - 24.09.2021 12:00","68232","69516"
"24.09.2021 12:00 - 24.09.2021 12:15","68035","68702"
"24.09.2021 12:15 - 24.09.2021 12:30","67714","68607"
"24.09.2021 12:30 - 24.09.2021 12:45","67626","68704"
"24.09.2021 12:45 - 24.09.2021 13:00","67620","68395"
"24.09.2021 13:00 - 24.09.2021 13:15","67123","68470"
"24.09.2021 13:15 - 24.09.2021 13:30","66744","67935"
"24.09.2021 13:30 - 24.09.2021 13:45","66266","67131"
"24.09.2021 13:45 - 24.09.2021 14:00","65660","66093"
"24.09.2021 14:00 - 24.09.2021 14:15","65181","65837"
"24.09.2021 14:15 - 24.09.2021 14:30","64908","65754"
"24.09.2021 14:30 - 24.09.2021 14:45","64614","65210"
"24.09.2021 14:45 - 24.09.2021 15:00","63983","64800"
"24.09.2021 15:00 - 24.09.2021 15:15","63713","64770"
"24.09.2021 15:15 - 24.09.2021 15:30","63476","64006"
"24.09.2021 15:30 - 24.09.2021 15:45","62943","63694"
"24.09.2021 15:45 - 24.09.2021 16:00","62487","63347"
"24.09.2021 16:00 - 24.09.2021 16:15","62414","63199"
"24.09.2021 16:15 - 24.09.2021 16:30","62191","62959"
"24.09.2021 16:30 - 24.09.2021 16:45","61878","62693"
"24.09.2021 16:45 - 24.09.2021 17:00","61721","62645"
"24.09.2021 17:00 - 24.09.2021 17:15","61964","63164"
"24.09.2021 17:15 - 24.09.2021 17:30","61943","62901"
"24.09.2021 17:30 - 24.09.2021 17:45","61698","63009"
"24.09.2021 17:45 - 24.09.2021 18:00","61526","63008"
"24.09.2021 18:00 - 24.09.2021 18:15","61843","63003"
"24.09.2021 18:15 - 24.09.2021 18:30","61467","63039"
"24.09.2021 18:30 - 24.09.2021 18:45","61530","63462"
"24.09.2021 18:45 - 24.09.2021 19:00","61458","63713"
"24.09.2021 19:00 - 24.09.2021 19:15","61515","63660"
"24.09.2021 19:15 - 24.09.2021 19:30","61853","63834"
"24.09.2021 19:30 - 24.09.2021 19:45","62132","64346"
"24.09.2021 19:45 - 24.09.2021 20:00","62164","64388"
"24.09.2021 20:00 - 24.09.2021 20:15","61450","63820"
"24.09.2021 20:15 - 24.09.2021 20:30","60742","62582"
"24.09.2021 20:30 - 24.09.2021 20:45","60150","61428"
"24.09.2021 20:45 - 24.09.2021 21:00","59399","60282"
"24.09.2021 21:00 - 24.09.2021 21:15","57949","59167"
"24.09.2021 21:15 - 24.09.2021 21:30","57056","58190"
"24.09.2021 21:30 - 24.09.2021 21:45","56074","57041"
"24.09.2021 21:45 - 24.09.2021 22:00","55126","56155"
"24.09.2021 22:00 - 24.09.2021 22:15","54117","55355"
"24.09.2021 22:15 - 24.09.2021 22:30","53113","54539"
"24.09.2021 22:30 - 24.09.2021 22:45","52300","53295"
"24.09.2021 22:45 - 24.09.2021 23:00","51446","52615"
"24.09.2021 23:00 - 24.09.2021 23:15","50432","51722"
"24.09.2021 23:15 - 24.09.2021 23:30","49620","50926"
"24.09.2021 23:30 - 24.09.2021 23:45","48942","50350"
"24.09.2021 23:45 - 25.09.2021 00:00","48429","49636"
"25.09.2021 00:00 - 25.09.2021 00:15","44570","49449"
"25.09.2021 00:15 - 25.09.2021 00:30","44044","48219"
"25.09.2021 00:30 - 25.09.2021 00:45","43465","47787"
"25.09.2021 00:45 - 25.09.2021 01:00","43103","47314"
"25.09.2021 01:00 - 25.09.2021 01:15","42570","46892"
"25.09.2021 01:15 - 25.09.2021 01:30","42125","46374"
"25.09.2021 01:30 - 25.09.2021 01:45","41865","45876"
"25.09.2021 01:45 - 25.09.2021 02:00","41534","45501"
"25.09.2021 02:00 - 25.09.2021 02:15","41035","45035"
"25.09.2021 02:15 - 25.09.2021 02:30","40893","45016"
"25.09.2021 02:30 - 25.09.2021 02:45","40662","44857"
"25.09.2021 02:45 - 25.09.2021 03:00","40624","44745"
"25.09.2021 03:00 - 25.09.2021 03:15","40492","44752"
"25.09.2021 03:15 - 25.09.2021 03:30","40397","44603"
"25.09.2021 03:30 - 25.09.2021 03:45","40333","44472"
"25.09.2021 03:45 - 25.09.2021 04:00","40250","44452"
"25.09.2021 04:00 - 25.09.2021 04:15","40384","44689"
"25.09.2021 04:15 - 25.09.2021 04:30","40529","44528"
"25.09.2021 04:30 - 25.09.2021 04:45","40446","44371"
"25.09.2021 04:45 - 25.09.2021 05:00","40605","44655"
"25.09.2021 05:00 - 25.09.2021 05:15","40933","45125"
"25.09.2021 05:15 - 25.09.2021 05:30","41034","45065"
"25.09.2021 05:30 - 25.09.2021 05:45","41469","45491"
"25.09.2021 05:45 - 25.09.2021 06:00","41858","45840"
"25.09.2021 06:00 - 25.09.2021 06:15","42712","46829"
"25.09.2021 06:15 - 25.09.2021 06:30","43398","47241"
"25.09.2021 06:30 - 25.09.2021 06:45","43848","47461"
"25.09.2021 06:45 - 25.09.2021 07:00","44244","47901"
"25.09.2021 07:00 - 25.09.2021 07:15","45107","48828"
"25.09.2021 07:15 - 25.09.2021 07:30","45702","49147"
"25.09.2021 07:30 - 25.09.2021 07:45","46419","49945"
"25.09.2021 07:45 - 25.09.2021 08:00","47187","50715"
"25.09.2021 08:00 - 25.09.2021 08:15","48367","51961"
"25.09.2021 08:15 - 25.09.2021 08:30","49244","52972"
"25.09.2021 08:30 - 25.09.2021 08:45","50100","53793"
"25.09.2021 08:45 - 25.09.2021 09:00","50891","54447"
"25.09.2021 09:00 - 25.09.2021 09:15","51311","54633"
"25.09.2021 09:15 - 25.09.2021 09:30","51853","55260"
"25.09.2021 09:30 - 25.09.2021 09:45","52704","55952"
"25.09.2021 09:45 - 25.09.2021 10:00","53400","56369"
"25.09.2021 10:00 - 25.09.2021 10:15","53645","56698"
"25.09.2021 10:15 - 25.09.2021 10:30","54330","56807"
"25.09.2021 10:30 - 25.09.2021 10:45","54646","57143"
"25.09.2021 10:45 - 25.09.2021 11:00","55019","57244"
"25.09.2021 11:00 - 25.09.2021 11:15","55247","57070"
"25.09.2021 11:15 - 25.09.2021 11:30","55690","57065"
"25.09.2021 11:30 - 25.09.2021 11:45","56032","57305"
"25.09.2021 11:45 - 25.09.2021 12:00","55895","57285"
"25.09.2021 12:00 - 25.09.2021 12:15","55770","56762"
"25.09.2021 12:15 - 25.09.2021 12:30","55515","56478"
"25.09.2021 12:30 - 25.09.2021 12:45","55338","55990"
"25.09.2021 12:45 - 25.09.2021 13:00","55007","55527"
"25.09.2021 13:00 - 25.09.2021 13:15","54472","55068"
"25.09.2021 13:15 - 25.09.2021 13:30","54177","54484"
"25.09.2021 13:30 - 25.09.2021 13:45","53585","54061"
"25.09.2021 13:45 - 25.09.2021 14:00","53381","53860"
"25.09.2021 14:00 - 25.09.2021 14:15","53042","53399"
"25.09.2021 14:15 - 25.09.2021 14:30","52703","52863"
"25.09.2021 14:30 - 25.09.2021 14:45","52475","52471"
"25.09.2021 14:45 - 25.09.2021 15:00","52042","52228"
"25.09.2021 15:00 - 25.09.2021 15:15","51374","51902"
"25.09.2021 15:15 - 25.09.2021 15:30","51146","51732"
"25.09.2021 15:30 - 25.09.2021 15:45","51011","51463"
"25.09.2021 15:45 - 25.09.2021 16:00","50910","51013"
"25.09.2021 16:00 - 25.09.2021 16:15","50863","50639"
"25.09.2021 16:15 - 25.09.2021 16:30","50612","50551"
"25.09.2021 16:30 - 25.09.2021 16:45","50447","50612"
"25.09.2021 16:45 - 25.09.2021 17:00","50335","50640"
"25.09.2021 17:00 - 25.09.2021 17:15","50306","50943"
"25.09.2021 17:15 - 25.09.2021 17:30","50523","51291"
"25.09.2021 17:30 - 25.09.2021 17:45","50701","51352"
"25.09.2021 17:45 - 25.09.2021 18:00","50593","52051"
"25.09.2021 18:00 - 25.09.2021 18:15","51097","52171"
"25.09.2021 18:15 - 25.09.2021 18:30","51084","52169"
"25.09.2021 18:30 - 25.09.2021 18:45","51386","52363"
"25.09.2021 18:45 - 25.09.2021 19:00","51327","52485"
"25.09.2021 19:00 - 25.09.2021 19:15","51646","52947"
"25.09.2021 19:15 - 25.09.2021 19:30","51477","53439"
"25.09.2021 19:30 - 25.09.2021 19:45","51814","54027"
"25.09.2021 19:45 - 25.09.2021 20:00","51683","53983"
"25.09.2021 20:00 - 25.09.2021 20:15","51275","53473"
"25.09.2021 20:15 - 25.09.2021 20:30","50735","52323"
"25.09.2021 20:30 - 25.09.2021 20:45","50171","51237"
"25.09.2021 20:45 - 25.09.2021 21:00","49560","50666"
"25.09.2021 21:00 - 25.09.2021 21:15","48559","50087"
"25.09.2021 21:15 - 25.09.2021 21:30","48026","49103"
"25.09.2021 21:30 - 25.09.2021 21:45","47450","48471"
"25.09.2021 21:45 - 25.09.2021 22:00","46756","47622"
"25.09.2021 22:00 - 25.09.2021 22:15","46589","47297"
"25.09.2021 22:15 - 25.09.2021 22:30","46036","46452"
"25.09.2021 22:30 - 25.09.2021 22:45","45229","45598"
"25.09.2021 22:45 - 25.09.2021 23:00","44678","45163"
"25.09.2021 23:00 - 25.09.2021 23:15","43907","44206"
"25.09.2021 23:15 - 25.09.2021 23:30","43427","43564"
"25.09.2021 23:30 - 25.09.2021 23:45","42800","42885"
"25.09.2021 23:45 - 26.09.2021 00:00","42245","42262"
"26.09.2021 00:00 - 26.09.2021 00:15","41941","41496"
"26.09.2021 00:15 - 26.09.2021 00:30","41336","40849"
"26.09.2021 00:30 - 26.09.2021 00:45","40918","40730"
"26.09.2021 00:45 - 26.09.2021 01:00","40675","40414"
"26.09.2021 01:00 - 26.09.2021 01:15","40249","39873"
"26.09.2021 01:15 - 26.09.2021 01:30","39897","39604"
"26.09.2021 01:30 - 26.09.2021 01:45","39697","39326"
"26.09.2021 01:45 - 26.09.2021 02:00","39421","39060"
"26.09.2021 02:00 - 26.09.2021 02:15","39075","38946"
"26.09.2021 02:15 - 26.09.2021 02:30","39274","38718"
"26.09.2021 02:30 - 26.09.2021 02:45","38836","38524"
"26.09.2021 02:45 - 26.09.2021 03:00","39027","38629"
"26.09.2021 03:00 - 26.09.2021 03:15","38756","38020"
"26.09.2021 03:15 - 26.09.2021 03:30","38588","37904"
"26.09.2021 03:30 - 26.09.2021 03:45","38576","38118"
"26.09.2021 03:45 - 26.09.2021 04:00","38527","38135"
"26.09.2021 04:00 - 26.09.2021 04:15","38704","38288"
"26.09.2021 04:15 - 26.09.2021 04:30","38784","38262"
"26.09.2021 04:30 - 26.09.2021 04:45","38777","38309"
"26.09.2021 04:45 - 26.09.2021 05:00","38854","38573"
"26.09.2021 05:00 - 26.09.2021 05:15","39234","38724"
"26.09.2021 05:15 - 26.09.2021 05:30","39439","38796"
"26.09.2021 05:30 - 26.09.2021 05:45","39625","39010"
"26.09.2021 05:45 - 26.09.2021 06:00","39807","39274"
"26.09.2021 06:00 - 26.09.2021 06:15","40380","39661"
"26.09.2021 06:15 - 26.09.2021 06:30","40715","39965"
"26.09.2021 06:30 - 26.09.2021 06:45","40731","40326"
"26.09.2021 06:45 - 26.09.2021 07:00","40999","40583"
"26.09.2021 07:00 - 26.09.2021 07:15","41326","41352"
"26.09.2021 07:15 - 26.09.2021 07:30","41669","41887"
"26.09.2021 07:30 - 26.09.2021 07:45","42360","42470"
"26.09.2021 07:45 - 26.09.2021 08:00","42866","42895"
"26.09.2021 08:00 - 26.09.2021 08:15","43641","44042"
"26.09.2021 08:15 - 26.09.2021 08:30","44673","45135"
"26.09.2021 08:30 - 26.09.2021 08:45","45599","45862"
"26.09.2021 08:45 - 26.09.2021 09:00","46302","46734"
"26.09.2021 09:00 - 26.09.2021 09:15","47352","47552"
"26.09.2021 09:15 - 26.09.2021 09:30","48016","48367"
"26.09.2021 09:30 - 26.09.2021 09:45","48788","49033"
"26.09.2021 09:45 - 26.09.2021 10:00","49416","49819"
"26.09.2021 10:00 - 26.09.2021 10:15","50150","50331"
"26.09.2021 10:15 - 26.09.2021 10:30","50958","50894"
"26.09.2021 10:30 - 26.09.2021 10:45","51546","51376"
"26.09.2021 10:45 - 26.09.2021 11:00","52069","51917"
"26.09.2021 11:00 - 26.09.2021 11:15","52570","52738"
"26.09.2021 11:15 - 26.09.2021 11:30","53184","53575"
"26.09.2021 11:30 - 26.09.2021 11:45","53659","53869"
"26.09.2021 11:45 - 26.09.2021 12:00","53741","53887"
"26.09.2021 12:00 - 26.09.2021 12:15","53395","53548"
"26.09.2021 12:15 - 26.09.2021 12:30","53102","53397"
"26.09.2021 12:30 - 26.09.2021 12:45","52980","53151"
"26.09.2021 12:45 - 26.09.2021 13:00","52569","52827"
"26.09.2021 13:00 - 26.09.2021 13:15","51943","52057"
"26.09.2021 13:15 - 26.09.2021 13:30","51442","51724"
"26.09.2021 13:30 - 26.09.2021 13:45","50945","51221"
"26.09.2021 13:45 - 26.09.2021 14:00","50574","50889"
"26.09.2021 14:00 - 26.09.2021 14:15","50332","50383"
"26.09.2021 14:15 - 26.09.2021 14:30","49920","50419"
"26.09.2021 14:30 - 26.09.2021 14:45","49735","50034"
"26.09.2021 14:45 - 26.09.2021 15:00","49208","49645"
"26.09.2021 15:00 - 26.09.2021 15:15","49074","49763"
"26.09.2021 15:15 - 26.09.2021 15:30","48921","49699"
"26.09.2021 15:30 - 26.09.2021 15:45","48812","49464"
"26.09.2021 15:45 - 26.09.2021 16:00","48694","48974"
"26.09.2021 16:00 - 26.09.2021 16:15","48410","49183"
"26.09.2021 16:15 - 26.09.2021 16:30","48439","49092"
"26.09.2021 16:30 - 26.09.2021 16:45","48508","48719"
"26.09.2021 16:45 - 26.09.2021 17:00","48394","49249"
"26.09.2021 17:00 - 26.09.2021 17:15","48596","49989"
"26.09.2021 17:15 - 26.09.2021 17:30","48875","50442"
"26.09.2021 17:30 - 26.09.2021 17:45","49163","50797"
"26.09.2021 17:45 - 26.09.2021 18:00","49387","51195"
"26.09.2021 18:00 - 26.09.2021 18:15","49912","51855"
"26.09.2021 18:15 - 26.09.2021 18:30","50060","52078"
"26.09.2021 18:30 - 26.09.2021 18:45","50596","52450"
"26.09.2021 18:45 - 26.09.2021 19:00","50694","52775"
"26.09.2021 19:00 - 26.09.2021 19:15","50746","53240"
"26.09.2021 19:15 - 26.09.2021 19:30","50689","54046"
"26.09.2021 19:30 - 26.09.2021 19:45","51109","54358"
"26.09.2021 19:45 - 26.09.2021 20:00","50965","54305"
"26.09.2021 20:00 - 26.09.2021 20:15","50799","53660"
"26.09.2021 20:15 - 26.09.2021 20:30","50195","53045"
"26.09.2021 20:30 - 26.09.2021 20:45","49582","52300"
"26.09.2021 20:45 - 26.09.2021 21:00","49206","51667"
"26.09.2021 21:00 - 26.09.2021 21:15","48574","51344"
"26.09.2021 21:15 - 26.09.2021 21:30","48322","50712"
"26.09.2021 21:30 - 26.09.2021 21:45","47939","49954"
"26.09.2021 21:45 - 26.09.2021 22:00","47605","49634"
"26.09.2021 22:00 - 26.09.2021 22:15","47472","49452"
"26.09.2021 22:15 - 26.09.2021 22:30","46937","48854"
"26.09.2021 22:30 - 26.09.2021 22:45","46334","48079"
"26.09.2021 22:45 - 26.09.2021 23:00","45724","47353"
"26.09.2021 23:00 - 26.09.2021 23:15","44854","46532"
"26.09.2021 23:15 - 26.09.2021 23:30","44325","46073"
"26.09.2021 23:30 - 26.09.2021 23:45","43623","45385"
"26.09.2021 23:45 - 27.09.2021 00:00","43035","44766"
"27.09.2021 00:00 - 27.09.2021 00:15","42622","44206"
"27.09.2021 00:15 - 27.09.2021 00:30","42191","43810"
"27.09.2021 00:30 - 27.09.2021 00:45","41923","43645"
"27.09.2021 00:45 - 27.09.2021 01:00","41505","43325"
"27.09.2021 01:00 - 27.09.2021 01:15","41082","42997"
"27.09.2021 01:15 - 27.09.2021 01:30","40843","42684"
"27.09.2021 01:30 - 27.09.2021 01:45","40581","42431"
"27.09.2021 01:45 - 27.09.2021 02:00","40320","42180"
"27.09.2021 02:00 - 27.09.2021 02:15","40242","42340"
"27.09.2021 02:15 - 27.09.2021 02:30","40341","42145"
"27.09.2021 02:30 - 27.09.2021 02:45","40217","42120"
"27.09.2021 02:45 - 27.09.2021 03:00","40343","42317"
"27.09.2021 03:00 - 27.09.2021 03:15","40566","42378"
"27.09.2021 03:15 - 27.09.2021 03:30","40622","42383"
"27.09.2021 03:30 - 27.09.2021 03:45","40798","42373"
"27.09.2021 03:45 - 27.09.2021 04:00","41033","42519"
"27.09.2021 04:00 - 27.09.2021 04:15","41863","43111"
"27.09.2021 04:15 - 27.09.2021 04:30","42253","43722"
"27.09.2021 04:30 - 27.09.2021 04:45","42847","44289"
"27.09.2021 04:45 - 27.09.2021 05:00","43454","45080"
"27.09.2021 05:00 - 27.09.2021 05:15","45029","46322"
"27.09.2021 05:15 - 27.09.2021 05:30","45993","47048"
"27.09.2021 05:30 - 27.09.2021 05:45","47325","48768"
"27.09.2021 05:45 - 27.09.2021 06:00","49087","50602"
"27.09.2021 06:00 - 27.09.2021 06:15","52686","54190"
"27.09.2021 06:15 - 27.09.2021 06:30","55211","56541"
"27.09.2021 06:30 - 27.09.2021 06:45","56979","58411"
"27.09.2021 06:45 - 27.09.2021 07:00","58111","60000"
"27.09.2021 07:00 - 27.09.2021 07:15","60188","61826"
"27.09.2021 07:15 - 27.09.2021 07:30","61044","62373"
"27.09.2021 07:30 - 27.09.2021 07:45","61603","63207"
"27.09.2021 07:45 - 27.09.2021 08:00","62124","64012"
"27.09.2021 08:00 - 27.09.2021 08:15","63127","64943"
"27.09.2021 08:15 - 27.09.2021 08:30","63981","65481"
"27.09.2021 08:30 - 27.09.2021 08:45","64431","66127"
"27.09.2021 08:45 - 27.09.2021 09:00","64744","66475"
"27.09.2021 09:00 - 27.09.2021 09:15","64639","66078"
"27.09.2021 09:15 - 27.09.2021 09:30","65158","66339"
"27.09.2021 09:30 - 27.09.2021 09:45","65387","66774"
"27.09.2021 09:45 - 27.09.2021 10:00","65757","66966"
"27.09.2021 10:00 - 27.09.2021 10:15","66169","66901"
"27.09.2021 10:15 - 27.09.2021 10:30","66737","67136"
"27.09.2021 10:30 - 27.09.2021 10:45","67124","67232"
"27.09.2021 10:45 - 27.09.2021 11:00","67474","67652"
"27.09.2021 11:00 - 27.09.2021 11:15","67600","67770"
"27.09.2021 11:15 - 27.09.2021 11:30","67972","68484"
"27.09.2021 11:30 - 27.09.2021 11:45","68300","69105"
"27.09.2021 11:45 - 27.09.2021 12:00","68338","68915"
"27.09.2021 12:00 - 27.09.2021 12:15","68132","68455"
"27.09.2021 12:15 - 27.09.2021 12:30","68105","68183"
"27.09.2021 12:30 - 27.09.2021 12:45","68172","68205"
"27.09.2021 12:45 - 27.09.2021 13:00","68141","68365"
"27.09.2021 13:00 - 27.09.2021 13:15","68010","68115"
"27.09.2021 13:15 - 27.09.2021 13:30","67790","67857"
"27.09.2021 13:30 - 27.09.2021 13:45","67309","67598"
"27.09.2021 13:45 - 27.09.2021 14:00","66870","67256"
"27.09.2021 14:00 - 27.09.2021 14:15","66607","67156"
"27.09.2021 14:15 - 27.09.2021 14:30","66540","67218"
"27.09.2021 14:30 - 27.09.2021 14:45","66264","67123"
"27.09.2021 14:45 - 27.09.2021 15:00","65720","66804"
"27.09.2021 15:00 - 27.09.2021 15:15","65296","66412"
"27.09.2021 15:15 - 27.09.2021 15:30","64964","65897"
"27.09.2021 15:30 - 27.09.2021 15:45","64387","65524"
"27.09.2021 15:45 - 27.09.2021 16:00","64029","64938"
"27.09.2021 16:00 - 27.09.2021 16:15","63827","64723"
"27.09.2021 16:15 - 27.09.2021 16:30","63327","64296"
"27.09.2021 16:30 - 27.09.2021 16:45","63006","64057"
"27.09.2021 16:45 - 27.09.2021 17:00","62827","64172"
"27.09.2021 17:00 - 27.09.2021 17:15","63108","64289"
"27.09.2021 17:15 - 27.09.2021 17:30","63028","64662"
"27.09.2021 17:30 - 27.09.2021 17:45","63042","64688"
"27.09.2021 17:45 - 27.09.2021 18:00","62998","64858"
"27.09.2021 18:00 - 27.09.2021 18:15","62888","64846"
"27.09.2021 18:15 - 27.09.2021 18:30","62690","64844"
"27.09.2021 18:30 - 27.09.2021 18:45","62879","65151"
"27.09.2021 18:45 - 27.09.2021 19:00","63061","65596"
"27.09.2021 19:00 - 27.09.2021 19:15","63277","65861"
"27.09.2021 19:15 - 27.09.2021 19:30","63344","66266"
"27.09.2021 19:30 - 27.09.2021 19:45","63698","66744"
"27.09.2021 19:45 - 27.09.2021 20:00","63632","66293"
"27.09.2021 20:00 - 27.09.2021 20:15","62887","64954"
"27.09.2021 20:15 - 27.09.2021 20:30","62080","63809"
"27.09.2021 20:30 - 27.09.2021 20:45","61074","62692"
"27.09.2021 20:45 - 27.09.2021 21:00","60346","61736"
"27.09.2021 21:00 - 27.09.2021 21:15","58979","60269"
"27.09.2021 21:15 - 27.09.2021 21:30","58176","59682"
"27.09.2021 21:30 - 27.09.2021 21:45","57381","58306"
"27.09.2021 21:45 - 27.09.2021 22:00","56438","57273"
"27.09.2021 22:00 - 27.09.2021 22:15","55370","55620"
"27.09.2021 22:15 - 27.09.2021 22:30","54326","54943"
"27.09.2021 22:30 - 27.09.2021 22:45","53271","53863"
"27.09.2021 22:45 - 27.09.2021 23:00","52335","52737"
"27.09.2021 23:00 - 27.09.2021 23:15","51063","51628"
"27.09.2021 23:15 - 27.09.2021 23:30","50146","50595"
"27.09.2021 23:30 - 27.09.2021 23:45","49327","49994"
"27.09.2021 23:45 - 28.09.2021 00:00","48669","49430"
"28.09.2021 00:00 - 28.09.2021 00:15","45496","48969"
"28.09.2021 00:15 - 28.09.2021 00:30","45050","48203"
"28.09.2021 00:30 - 28.09.2021 00:45","44859","47632"
"28.09.2021 00:45 - 28.09.2021 01:00","44516","47480"
"28.09.2021 01:00 - 28.09.2021 01:15","44166","47033"
"28.09.2021 01:15 - 28.09.2021 01:30","44021","46599"
"28.09.2021 01:30 - 28.09.2021 01:45","43851","46344"
"28.09.2021 01:45 - 28.09.2021 02:00","43649","46165"
"28.09.2021 02:00 - 28.09.2021 02:15","43305","46192"
"28.09.2021 02:15 - 28.09.2021 02:30","43321","46007"
"28.09.2021 02:30 - 28.09.2021 02:45","43252","45786"
"28.09.2021 02:45 - 28.09.2021 03:00","43327","45631"
"28.09.2021 03:00 - 28.09.2021 03:15","43382","45524"
"28.09.2021 03:15 - 28.09.2021 03:30","43462","45593"
"28.09.2021 03:30 - 28.09.2021 03:45","43608","45414"
"28.09.2021 03:45 - 28.09.2021 04:00","43710","45781"
"28.09.2021 04:00 - 28.09.2021 04:15","44192","46046"
"28.09.2021 04:15 - 28.09.2021 04:30","44458","46427"
"28.09.2021 04:30 - 28.09.2021 04:45","44938","46972"
"28.09.2021 04:45 - 28.09.2021 05:00","45480","47664"
"28.09.2021 05:00 - 28.09.2021 05:15","46852","48601"
"28.09.2021 05:15 - 28.09.2021 05:30","47761","49489"
"28.09.2021 05:30 - 28.09.2021 05:45","49077","50775"
"28.09.2021 05:45 - 28.09.2021 06:00","50434","52234"
